evse_id,metro_area,land_use,region,num_ports,charge_level,venue,pricing,geo_scope,is_chicago,is_midwest
20974,Undesignated,Metro Area,West North Central,2,L2,Hotel,Free,Other Midwest,False,True
15400,"Kansas City, MO-KS Metro Area",Metro Area,West North Central,2,L2,Hotel,Paid,Other Midwest,False,True
35757,Undesignated,Metro Area,West North Central,2,L2,Hotel,Paid,Other Midwest,False,True
35761,Undesignated,Metro Area,West North Central,2,L2,Hotel,Paid,Other Midwest,False,True
4527,Undesignated,Non-Metro,West North Central,2,L2,Undesignated,Paid,Other Midwest,False,True
4619,Undesignated,Non-Metro,West North Central,2,L2,Undesignated,Free,Other Midwest,False,True
4466,Undesignated,Undesignated,West North Central,2,L2,Undesignated,Paid,Other Midwest,False,True
4369,Undesignated,Non-Metro,West North Central,2,L2,Undesignated,Free,Other Midwest,False,True
36983,Undesignated,Non-Metro,West North Central,2,L2,Undesignated,Paid,Other Midwest,False,True
3273,Undesignated,Undesignated,West South Central,2,L2,Undesignated,Paid,Other US,False,False
20878,Undesignated,Undesignated,West South Central,2,L2,Undesignated,Paid,Other US,False,False
20879,Undesignated,Undesignated,West South Central,2,L2,Undesignated,Paid,Other US,False,False
3393,Undesignated,Metro Area,East North Central,2,L2,Leisure Destination,Paid,Other Midwest,False,True
3553,"Detroit-Warren-Dearborn, MI Metro Area",Metro Area,East North Central,2,L2,Leisure Destination,Paid,Other Midwest,False,True
3419,Undesignated,Metro Area,East North Central,2,L2,Leisure Destination,Paid,Other Midwest,False,True
3441,"Detroit-Warren-Dearborn, MI Metro Area",Metro Area,East North Central,2,L2,Leisure Destination,Free,Other Midwest,False,True
3444,"Detroit-Warren-Dearborn, MI Metro Area",Metro Area,East North Central,2,L2,Leisure Destination,Free,Other Midwest,False,True
3461,Undesignated,Metro Area,East North Central,2,L2,Leisure Destination,Paid,Other Midwest,False,True
3221,Undesignated,Metro Area,East North Central,2,L2,Leisure Destination,Free,Other Midwest,False,True
3223,Undesignated,Metro Area,East North Central,2,L2,Leisure Destination,Paid,Other Midwest,False,True
2364,Undesignated,Metro Area,East North Central,2,L2,Leisure Destination,Free,Other Midwest,False,True
2247,Undesignated,Metro Area,East North Central,2,L2,Leisure Destination,Free,Other Midwest,False,True
2258,"Detroit-Warren-Dearborn, MI Metro Area",Metro Area,East North Central,1,L2,Leisure Destination,Free,Other Midwest,False,True
2002,"Ann Arbor, MI Metro Area",Metro Area,East North Central,2,L2,Leisure Destination,Free,Other Midwest,False,True
1979,"Detroit-Warren-Dearborn, MI Metro Area",Metro Area,East North Central,2,L2,Leisure Destination,Paid,Other Midwest,False,True
3701,"Detroit-Warren-Dearborn, MI Metro Area",Metro Area,East North Central,2,L2,Leisure Destination,Paid,Other Midwest,False,True
5803,Undesignated,Metro Area,East North Central,2,L2,Leisure Destination,Paid,Other Midwest,False,True
5772,Undesignated,Metro Area,East North Central,2,L2,Leisure Destination,Paid,Other Midwest,False,True
21896,Undesignated,Metro Area,East North Central,2,L2,Leisure Destination,Free,Other Midwest,False,True
25061,"Grand Rapids-Kentwood, MI Metro Area",Metro Area,East North Central,2,L2,Leisure Destination,Free,Other Midwest,False,True
25062,"Grand Rapids-Kentwood, MI Metro Area",Metro Area,East North Central,2,L2,Leisure Destination,Free,Other Midwest,False,True
10734,Undesignated,Metro Area,East North Central,2,L2,Leisure Destination,Paid,Other Midwest,False,True
25407,Undesignated,Metro Area,East North Central,2,L2,Leisure Destination,Free,Other Midwest,False,True
25408,Undesignated,Metro Area,East North Central,2,L2,Leisure Destination,Free,Other Midwest,False,True
25409,Undesignated,Metro Area,East North Central,2,L2,Leisure Destination,Free,Other Midwest,False,True
25371,Undesignated,Metro Area,East North Central,2,L2,Leisure Destination,Free,Other Midwest,False,True
25372,Undesignated,Metro Area,East North Central,2,L2,Leisure Destination,Free,Other Midwest,False,True
2039,Undesignated,Undesignated,East North Central,2,L2,Undesignated,Free,Other Midwest,False,True
2270,Undesignated,Non-Metro,East North Central,2,L2,Undesignated,Paid,Other Midwest,False,True
2944,"Grand Rapids-Kentwood, MI Metro Area",Undesignated,East North Central,1,L2,Undesignated,Paid,Other Midwest,False,True
27996,Undesignated,Undesignated,East North Central,2,L2,Undesignated,Free,Other Midwest,False,True
28000,Undesignated,Undesignated,East North Central,2,L2,Undesignated,Free,Other Midwest,False,True
28013,Undesignated,Undesignated,East North Central,2,L2,Undesignated,Free,Other Midwest,False,True
3195,Undesignated,Undesignated,East South Central,2,L2,Undesignated,Paid,Other US,False,False
5553,Undesignated,Undesignated,East South Central,2,L2,Undesignated,Free,Other US,False,False
4458,Undesignated,Undesignated,East South Central,2,L2,Undesignated,Paid,Other US,False,False
4448,Undesignated,Undesignated,East South Central,2,L2,Undesignated,Paid,Other US,False,False
4437,Undesignated,Undesignated,East South Central,2,L2,Undesignated,Paid,Other US,False,False
4740,Undesignated,Undesignated,Middle Atlantic,1,L2,Leisure Destination,Free,Other US,False,False
4737,Undesignated,Undesignated,Middle Atlantic,1,L2,Leisure Destination,Free,Other US,False,False
128,Undesignated,Undesignated,Middle Atlantic,2,L2,Leisure Destination,Undesignated,Other US,False,False
90,Undesignated,Undesignated,Middle Atlantic,2,L2,Leisure Destination,Undesignated,Other US,False,False
77,Undesignated,Undesignated,Middle Atlantic,2,L2,Leisure Destination,Undesignated,Other US,False,False
22854,Undesignated,Non-Metro,Middle Atlantic,2,L2,Leisure Destination,Undesignated,Other US,False,False
22855,Undesignated,Non-Metro,Middle Atlantic,2,L2,Leisure Destination,Undesignated,Other US,False,False
22856,Undesignated,Undesignated,Middle Atlantic,2,L2,Leisure Destination,Undesignated,Other US,False,False
27129,Undesignated,Non-Metro,Middle Atlantic,2,L2,Leisure Destination,Undesignated,Other US,False,False
27131,Undesignated,Non-Metro,Middle Atlantic,2,L2,Leisure Destination,Undesignated,Other US,False,False
11081,Undesignated,Undesignated,Middle Atlantic,2,L2,Leisure Destination,Undesignated,Other US,False,False
10987,Undesignated,Undesignated,Middle Atlantic,2,L2,Leisure Destination,Undesignated,Other US,False,False
10988,Undesignated,Undesignated,Middle Atlantic,2,L2,Leisure Destination,Undesignated,Other US,False,False
10989,Undesignated,Undesignated,Middle Atlantic,2,L2,Leisure Destination,Undesignated,Other US,False,False
12287,Undesignated,Undesignated,Middle Atlantic,1,L2,Leisure Destination,Undesignated,Other US,False,False
12288,Undesignated,Undesignated,Middle Atlantic,1,L2,Leisure Destination,Undesignated,Other US,False,False
12289,Undesignated,Undesignated,Middle Atlantic,1,L2,Leisure Destination,Undesignated,Other US,False,False
12290,Undesignated,Undesignated,Middle Atlantic,1,L2,Leisure Destination,Undesignated,Other US,False,False
12373,Undesignated,Undesignated,Middle Atlantic,1,L2,Leisure Destination,Undesignated,Other US,False,False
12374,Undesignated,Undesignated,Middle Atlantic,1,L2,Leisure Destination,Undesignated,Other US,False,False
12375,Undesignated,Undesignated,Middle Atlantic,1,L2,Leisure Destination,Undesignated,Other US,False,False
12376,Undesignated,Undesignated,Middle Atlantic,1,L2,Leisure Destination,Undesignated,Other US,False,False
11392,Undesignated,Undesignated,Middle Atlantic,2,L2,Leisure Destination,Free,Other US,False,False
11394,Undesignated,Undesignated,Middle Atlantic,2,L2,Leisure Destination,Free,Other US,False,False
11395,Undesignated,Undesignated,Middle Atlantic,2,L2,Leisure Destination,Free,Other US,False,False
11396,Undesignated,Undesignated,Middle Atlantic,2,L2,Leisure Destination,Free,Other US,False,False
11397,Undesignated,Undesignated,Middle Atlantic,2,L2,Leisure Destination,Free,Other US,False,False
11398,Undesignated,Undesignated,Middle Atlantic,2,L2,Leisure Destination,Undesignated,Other US,False,False
11399,Undesignated,Undesignated,Middle Atlantic,2,L2,Leisure Destination,Free,Other US,False,False
11401,Undesignated,Undesignated,Middle Atlantic,2,L2,Leisure Destination,Free,Other US,False,False
11577,Undesignated,Non-Metro,Middle Atlantic,2,L2,Leisure Destination,Undesignated,Other US,False,False
13913,Undesignated,Undesignated,Middle Atlantic,1,L2,Leisure Destination,Undesignated,Other US,False,False
13940,Undesignated,Non-Metro,Middle Atlantic,1,L2,Leisure Destination,Undesignated,Other US,False,False
13941,Undesignated,Non-Metro,Middle Atlantic,1,L2,Leisure Destination,Undesignated,Other US,False,False
11958,Undesignated,Non-Metro,Middle Atlantic,2,L2,Leisure Destination,Undesignated,Other US,False,False
12095,Undesignated,Non-Metro,Middle Atlantic,1,L2,Leisure Destination,Undesignated,Other US,False,False
12096,Undesignated,Non-Metro,Middle Atlantic,1,L2,Leisure Destination,Undesignated,Other US,False,False
12097,Undesignated,Non-Metro,Middle Atlantic,1,L2,Leisure Destination,Undesignated,Other US,False,False
12098,Undesignated,Non-Metro,Middle Atlantic,1,L2,Leisure Destination,Undesignated,Other US,False,False
19440,Undesignated,Non-Metro,Middle Atlantic,2,L2,Leisure Destination,Undesignated,Other US,False,False
19449,Undesignated,Undesignated,Middle Atlantic,2,L2,Leisure Destination,Undesignated,Other US,False,False
30666,Undesignated,Non-Metro,Middle Atlantic,2,L2,Leisure Destination,Undesignated,Other US,False,False
30668,Undesignated,Non-Metro,Middle Atlantic,2,L2,Leisure Destination,Undesignated,Other US,False,False
30669,Undesignated,Non-Metro,Middle Atlantic,2,L2,Leisure Destination,Undesignated,Other US,False,False
30670,Undesignated,Non-Metro,Middle Atlantic,2,L2,Leisure Destination,Undesignated,Other US,False,False
30655,Undesignated,Undesignated,Middle Atlantic,2,L2,Leisure Destination,Undesignated,Other US,False,False
30656,Undesignated,Undesignated,Middle Atlantic,2,L2,Leisure Destination,Undesignated,Other US,False,False
30687,Undesignated,Undesignated,Middle Atlantic,2,L2,Leisure Destination,Undesignated,Other US,False,False
34286,Undesignated,Undesignated,Middle Atlantic,2,L2,Leisure Destination,Undesignated,Other US,False,False
34287,Undesignated,Undesignated,Middle Atlantic,2,L2,Leisure Destination,Undesignated,Other US,False,False
5908,Undesignated,Non-Metro,Mountain,2,L2,Leisure Destination,Undesignated,Other US,False,False
5925,Undesignated,Non-Metro,Mountain,2,L2,Leisure Destination,Free,Other US,False,False
5926,Undesignated,Non-Metro,Mountain,2,L2,Leisure Destination,Undesignated,Other US,False,False
5927,Undesignated,Non-Metro,Mountain,2,L2,Leisure Destination,Undesignated,Other US,False,False
5928,Undesignated,Non-Metro,Mountain,2,L2,Leisure Destination,Undesignated,Other US,False,False
215,Undesignated,Non-Metro,Mountain,2,L2,Leisure Destination,Undesignated,Other US,False,False
227,Undesignated,Non-Metro,Mountain,2,L2,Leisure Destination,Undesignated,Other US,False,False
318,Undesignated,Non-Metro,Mountain,2,L2,Leisure Destination,Undesignated,Other US,False,False
265,Undesignated,Non-Metro,Mountain,2,L2,Leisure Destination,Undesignated,Other US,False,False
546,Undesignated,Non-Metro,Mountain,2,L2,Leisure Destination,Undesignated,Other US,False,False
550,Undesignated,Non-Metro,Mountain,2,L2,Leisure Destination,Undesignated,Other US,False,False
557,Undesignated,Non-Metro,Mountain,2,L2,Leisure Destination,Undesignated,Other US,False,False
483,Undesignated,Non-Metro,Mountain,2,L2,Leisure Destination,Undesignated,Other US,False,False
488,Undesignated,Non-Metro,Mountain,2,L2,Leisure Destination,Undesignated,Other US,False,False
489,Undesignated,Non-Metro,Mountain,2,L2,Leisure Destination,Undesignated,Other US,False,False
630,Undesignated,Undesignated,Mountain,2,L2,Leisure Destination,Undesignated,Other US,False,False
660,Undesignated,Non-Metro,Mountain,2,L2,Leisure Destination,Free,Other US,False,False
652,Undesignated,Non-Metro,Mountain,2,L2,Leisure Destination,Free,Other US,False,False
5378,Undesignated,Undesignated,Mountain,2,L2,Leisure Destination,Undesignated,Other US,False,False
5374,Undesignated,Undesignated,Mountain,2,L2,Leisure Destination,Undesignated,Other US,False,False
5475,Undesignated,Undesignated,Mountain,2,L2,Leisure Destination,Undesignated,Other US,False,False
5494,Undesignated,Non-Metro,Mountain,2,L2,Leisure Destination,Free,Other US,False,False
23058,Undesignated,Non-Metro,Mountain,1,L2,Leisure Destination,Undesignated,Other US,False,False
22971,Undesignated,Undesignated,Mountain,2,L2,Leisure Destination,Undesignated,Other US,False,False
17944,Undesignated,Non-Metro,Mountain,2,L2,Leisure Destination,Undesignated,Other US,False,False
17915,Undesignated,Undesignated,Mountain,2,L2,Leisure Destination,Undesignated,Other US,False,False
30308,Undesignated,Undesignated,Mountain,2,L2,Leisure Destination,Undesignated,Other US,False,False
34109,Undesignated,Undesignated,Mountain,2,L2,Leisure Destination,Undesignated,Other US,False,False
37963,Undesignated,Non-Metro,Mountain,2,L2,Leisure Destination,Undesignated,Other US,False,False
37936,Undesignated,Non-Metro,Mountain,2,L2,Leisure Destination,Undesignated,Other US,False,False
41652,Undesignated,Non-Metro,Mountain,2,L2,Leisure Destination,Undesignated,Other US,False,False
41653,Undesignated,Non-Metro,Mountain,2,L2,Leisure Destination,Undesignated,Other US,False,False
41660,Undesignated,Non-Metro,Mountain,2,L2,Leisure Destination,Undesignated,Other US,False,False
41661,Undesignated,Non-Metro,Mountain,2,L2,Leisure Destination,Undesignated,Other US,False,False
41662,Undesignated,Non-Metro,Mountain,2,L2,Leisure Destination,Undesignated,Other US,False,False
4611,"Burlington-South Burlington, VT Metro Area",Metro Area,New England,1,L2,Leisure Destination,Paid,Other US,False,False
4581,"Burlington-South Burlington, VT Metro Area",Metro Area,New England,2,L2,Leisure Destination,Paid,Other US,False,False
4598,"Burlington-South Burlington, VT Metro Area",Metro Area,New England,1,L2,Leisure Destination,Paid,Other US,False,False
4701,"Providence-Warwick, RI-MA Metro Area",Metro Area,New England,2,L2,Leisure Destination,Free,Other US,False,False
4694,"Providence-Warwick, RI-MA Metro Area",Metro Area,New England,2,L2,Leisure Destination,Free,Other US,False,False
4695,"Providence-Warwick, RI-MA Metro Area",Metro Area,New England,2,L2,Leisure Destination,Free,Other US,False,False
4670,"Providence-Warwick, RI-MA Metro Area",Metro Area,New England,2,L2,Leisure Destination,Free,Other US,False,False
4837,"Providence-Warwick, RI-MA Metro Area",Metro Area,New England,2,L2,Leisure Destination,Free,Other US,False,False
4890,"Providence-Warwick, RI-MA Metro Area",Metro Area,New England,2,L2,Leisure Destination,Free,Other US,False,False
4888,"Providence-Warwick, RI-MA Metro Area",Metro Area,New England,2,L2,Leisure Destination,Free,Other US,False,False
4918,"Providence-Warwick, RI-MA Metro Area",Metro Area,New England,2,L2,Leisure Destination,Free,Other US,False,False
5196,"Providence-Warwick, RI-MA Metro Area",Metro Area,New England,2,L2,Leisure Destination,Free,Other US,False,False
13485,"Worcester, MA-CT Metro Area",Metro Area,New England,2,L2,Leisure Destination,Undesignated,Other US,False,False
13486,"Worcester, MA-CT Metro Area",Metro Area,New England,2,L2,Leisure Destination,Undesignated,Other US,False,False
13392,"Boston-Cambridge-Newton, MA-NH Metro Area",Metro Area,New England,2,L2,Leisure Destination,Undesignated,Other US,False,False
13393,"Boston-Cambridge-Newton, MA-NH Metro Area",Metro Area,New England,2,L2,Leisure Destination,Undesignated,Other US,False,False
13394,"Boston-Cambridge-Newton, MA-NH Metro Area",Metro Area,New England,2,L2,Leisure Destination,Undesignated,Other US,False,False
13426,Undesignated,Metro Area,New England,2,L2,Leisure Destination,Undesignated,Other US,False,False
13427,Undesignated,Metro Area,New England,2,L2,Leisure Destination,Free,Other US,False,False
13428,Undesignated,Metro Area,New England,2,L2,Leisure Destination,Free,Other US,False,False
13441,"Boston-Cambridge-Newton, MA-NH Metro Area",Metro Area,New England,2,L2,Leisure Destination,Undesignated,Other US,False,False
13454,"Boston-Cambridge-Newton, MA-NH Metro Area",Metro Area,New England,2,L2,Leisure Destination,Undesignated,Other US,False,False
13455,"Boston-Cambridge-Newton, MA-NH Metro Area",Metro Area,New England,2,L2,Leisure Destination,Undesignated,Other US,False,False
13321,Undesignated,Metro Area,New England,2,L2,Leisure Destination,Undesignated,Other US,False,False
13322,Undesignated,Metro Area,New England,2,L2,Leisure Destination,Undesignated,Other US,False,False
13326,"Boston-Cambridge-Newton, MA-NH Metro Area",Metro Area,New England,2,L2,Leisure Destination,Undesignated,Other US,False,False
13327,"Boston-Cambridge-Newton, MA-NH Metro Area",Metro Area,New England,2,L2,Leisure Destination,Undesignated,Other US,False,False
13328,"Boston-Cambridge-Newton, MA-NH Metro Area",Metro Area,New England,2,L2,Leisure Destination,Undesignated,Other US,False,False
13318,"Boston-Cambridge-Newton, MA-NH Metro Area",Metro Area,New England,2,L2,Leisure Destination,Undesignated,Other US,False,False
13319,"Worcester, MA-CT Metro Area",Metro Area,New England,2,L2,Leisure Destination,Undesignated,Other US,False,False
13181,"Worcester, MA-CT Metro Area",Metro Area,New England,2,L2,Leisure Destination,Free,Other US,False,False
13182,"Worcester, MA-CT Metro Area",Metro Area,New England,2,L2,Leisure Destination,Undesignated,Other US,False,False
13171,"Boston-Cambridge-Newton, MA-NH Metro Area",Metro Area,New England,2,L2,Leisure Destination,Undesignated,Other US,False,False
13172,"Boston-Cambridge-Newton, MA-NH Metro Area",Metro Area,New England,2,L2,Leisure Destination,Undesignated,Other US,False,False
13105,"Boston-Cambridge-Newton, MA-NH Metro Area",Metro Area,New England,2,L2,Leisure Destination,Undesignated,Other US,False,False
13106,"Boston-Cambridge-Newton, MA-NH Metro Area",Metro Area,New England,2,L2,Leisure Destination,Free,Other US,False,False
13107,"Boston-Cambridge-Newton, MA-NH Metro Area",Metro Area,New England,2,L2,Leisure Destination,Undesignated,Other US,False,False
13108,"Boston-Cambridge-Newton, MA-NH Metro Area",Metro Area,New England,2,L2,Leisure Destination,Undesignated,Other US,False,False
13109,"Boston-Cambridge-Newton, MA-NH Metro Area",Metro Area,New England,2,L2,Leisure Destination,Undesignated,Other US,False,False
41533,"Boston-Cambridge-Newton, MA-NH Metro Area",Metro Area,New England,2,L2,Leisure Destination,Undesignated,Other US,False,False
41534,"Boston-Cambridge-Newton, MA-NH Metro Area",Metro Area,New England,2,L2,Leisure Destination,Undesignated,Other US,False,False
5668,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Metro Area,Pacific,2,L2,Leisure Destination,Paid,Other US,False,False
2170,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Metro Area,Pacific,1,L2,Leisure Destination,Free,Other US,False,False
2244,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Metro Area,Pacific,2,L2,Leisure Destination,Paid,Other US,False,False
2386,Undesignated,Metro Area,Pacific,2,L2,Leisure Destination,Free,Other US,False,False
3462,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Metro Area,Pacific,2,L2,Leisure Destination,Paid,Other US,False,False
3586,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Metro Area,Pacific,1,L2,Leisure Destination,Free,Other US,False,False
3565,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Metro Area,Pacific,2,L2,Leisure Destination,Paid,Other US,False,False
3372,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Metro Area,Pacific,2,L2,Leisure Destination,Paid,Other US,False,False
10540,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Metro Area,Pacific,2,L2,Leisure Destination,Paid,Other US,False,False
15360,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Metro Area,Pacific,2,L2,Leisure Destination,Paid,Other US,False,False
14837,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Metro Area,Pacific,2,L2,Leisure Destination,Paid,Other US,False,False
30598,"Seattle-Tacoma-Bellevue, WA Metro Area",Metro Area,Pacific,2,L2,Leisure Destination,Undesignated,Other US,False,False
30599,"Seattle-Tacoma-Bellevue, WA Metro Area",Metro Area,Pacific,2,L2,Leisure Destination,Undesignated,Other US,False,False
30621,"Seattle-Tacoma-Bellevue, WA Metro Area",Metro Area,Pacific,2,L2,Leisure Destination,Undesignated,Other US,False,False
30622,"Seattle-Tacoma-Bellevue, WA Metro Area",Metro Area,Pacific,2,L2,Leisure Destination,Undesignated,Other US,False,False
30623,"Seattle-Tacoma-Bellevue, WA Metro Area",Metro Area,Pacific,2,L2,Leisure Destination,Undesignated,Other US,False,False
30607,"Seattle-Tacoma-Bellevue, WA Metro Area",Metro Area,Pacific,2,L2,Leisure Destination,Undesignated,Other US,False,False
30608,"Seattle-Tacoma-Bellevue, WA Metro Area",Metro Area,Pacific,2,L2,Leisure Destination,Undesignated,Other US,False,False
30609,"Seattle-Tacoma-Bellevue, WA Metro Area",Metro Area,Pacific,2,L2,Leisure Destination,Undesignated,Other US,False,False
30610,"Seattle-Tacoma-Bellevue, WA Metro Area",Metro Area,Pacific,2,L2,Leisure Destination,Undesignated,Other US,False,False
30611,"Seattle-Tacoma-Bellevue, WA Metro Area",Metro Area,Pacific,2,L2,Leisure Destination,Undesignated,Other US,False,False
25139,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Metro Area,Pacific,2,L2,Leisure Destination,Free,Other US,False,False
25143,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Metro Area,Pacific,2,L2,Leisure Destination,Free,Other US,False,False
25144,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Metro Area,Pacific,2,L2,Leisure Destination,Free,Other US,False,False
31312,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Metro Area,Pacific,2,L2,Leisure Destination,Free,Other US,False,False
28509,Undesignated,Metro Area,Pacific,2,L2,Leisure Destination,Paid,Other US,False,False
34149,"Seattle-Tacoma-Bellevue, WA Metro Area",Metro Area,Pacific,2,L2,Leisure Destination,Undesignated,Other US,False,False
7501,"Baltimore-Columbia-Towson, MD Metro Area",Metro Area,South Atlantic,2,L2,Leisure Destination,Free,Other US,False,False
5087,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",Metro Area,South Atlantic,2,L2,Leisure Destination,Free,Other US,False,False
5088,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",Metro Area,South Atlantic,2,L2,Leisure Destination,Free,Other US,False,False
3268,Undesignated,Metro Area,South Atlantic,2,L2,Leisure Destination,Paid,Other US,False,False
3240,"Baltimore-Columbia-Towson, MD Metro Area",Metro Area,South Atlantic,1,L2,Leisure Destination,Paid,Other US,False,False
3296,"Baltimore-Columbia-Towson, MD Metro Area",Metro Area,South Atlantic,2,L2,Leisure Destination,Free,Other US,False,False
3012,"Baltimore-Columbia-Towson, MD Metro Area",Metro Area,South Atlantic,1,L2,Leisure Destination,Paid,Other US,False,False
3105,"Baltimore-Columbia-Towson, MD Metro Area",Metro Area,South Atlantic,1,L2,Leisure Destination,Paid,Other US,False,False
2804,"Baltimore-Columbia-Towson, MD Metro Area",Metro Area,South Atlantic,2,L2,Leisure Destination,Paid,Other US,False,False
2762,"Baltimore-Columbia-Towson, MD Metro Area",Metro Area,South Atlantic,2,L2,Leisure Destination,Paid,Other US,False,False
2603,"Baltimore-Columbia-Towson, MD Metro Area",Metro Area,South Atlantic,1,L2,Leisure Destination,Paid,Other US,False,False
2569,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",Metro Area,South Atlantic,2,L2,Leisure Destination,Paid,Other US,False,False
2644,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",Metro Area,South Atlantic,2,L2,Leisure Destination,Paid,Other US,False,False
2635,"Baltimore-Columbia-Towson, MD Metro Area",Metro Area,South Atlantic,1,L2,Leisure Destination,Paid,Other US,False,False
2650,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",Metro Area,South Atlantic,2,L2,Leisure Destination,Paid,Other US,False,False
2610,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",Metro Area,South Atlantic,2,L2,Leisure Destination,Paid,Other US,False,False
2664,"Baltimore-Columbia-Towson, MD Metro Area",Metro Area,South Atlantic,1,L2,Leisure Destination,Paid,Other US,False,False
2485,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",Metro Area,South Atlantic,2,L2,Leisure Destination,Paid,Other US,False,False
5794,Undesignated,Metro Area,South Atlantic,2,L2,Leisure Destination,Paid,Other US,False,False
5781,Undesignated,Metro Area,South Atlantic,2,L2,Leisure Destination,Paid,Other US,False,False
23774,"Baltimore-Columbia-Towson, MD Metro Area",Metro Area,South Atlantic,2,L2,Leisure Destination,Paid,Other US,False,False
24538,Undesignated,Metro Area,South Atlantic,2,L2,Leisure Destination,Paid,Other US,False,False
10316,"Baltimore-Columbia-Towson, MD Metro Area",Metro Area,South Atlantic,2,L2,Leisure Destination,Free,Other US,False,False
10168,"Baltimore-Columbia-Towson, MD Metro Area",Metro Area,South Atlantic,2,L2,Leisure Destination,Paid,Other US,False,False
10973,"Baltimore-Columbia-Towson, MD Metro Area",Metro Area,South Atlantic,2,L2,Leisure Destination,Paid,Other US,False,False
10902,"Baltimore-Columbia-Towson, MD Metro Area",Metro Area,South Atlantic,2,L2,Leisure Destination,Free,Other US,False,False
8817,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",Metro Area,South Atlantic,2,L2,Leisure Destination,Paid,Other US,False,False
4468,Undesignated,Metro Area,West North Central,2,L2,Leisure Destination,Paid,Other Midwest,False,True
4422,Undesignated,Metro Area,West North Central,2,L2,Leisure Destination,Paid,Other Midwest,False,True
4306,"Kansas City, MO-KS Metro Area",Metro Area,West North Central,2,L2,Leisure Destination,Paid,Other Midwest,False,True
2630,"Kansas City, MO-KS Metro Area",Metro Area,West North Central,2,L2,Leisure Destination,Paid,Other Midwest,False,True
2515,"Kansas City, MO-KS Metro Area",Metro Area,West North Central,2,L2,Leisure Destination,Paid,Other Midwest,False,True
2525,"Kansas City, MO-KS Metro Area",Metro Area,West North Central,2,L2,Leisure Destination,Paid,Other Midwest,False,True
2750,"Kansas City, MO-KS Metro Area",Metro Area,West North Central,2,L2,Leisure Destination,Paid,Other Midwest,False,True
2765,"Kansas City, MO-KS Metro Area",Metro Area,West North Central,2,L2,Leisure Destination,Paid,Other Midwest,False,True
2810,"Kansas City, MO-KS Metro Area",Metro Area,West North Central,2,L2,Leisure Destination,Paid,Other Midwest,False,True
2829,Undesignated,Metro Area,West North Central,2,L2,Leisure Destination,Paid,Other Midwest,False,True
2837,"Kansas City, MO-KS Metro Area",Metro Area,West North Central,2,L2,Leisure Destination,Paid,Other Midwest,False,True
3087,"Kansas City, MO-KS Metro Area",Metro Area,West North Central,2,L2,Leisure Destination,Paid,Other Midwest,False,True
3125,"Kansas City, MO-KS Metro Area",Metro Area,West North Central,2,L2,Leisure Destination,Paid,Other Midwest,False,True
3121,"Kansas City, MO-KS Metro Area",Metro Area,West North Central,2,L2,Leisure Destination,Paid,Other Midwest,False,True
3057,"Kansas City, MO-KS Metro Area",Metro Area,West North Central,2,L2,Leisure Destination,Paid,Other Midwest,False,True
3046,"Kansas City, MO-KS Metro Area",Metro Area,West North Central,2,L2,Leisure Destination,Paid,Other Midwest,False,True
3067,"Kansas City, MO-KS Metro Area",Metro Area,West North Central,2,L2,Leisure Destination,Paid,Other Midwest,False,True
3077,"Kansas City, MO-KS Metro Area",Metro Area,West North Central,2,L2,Leisure Destination,Paid,Other Midwest,False,True
3061,"Kansas City, MO-KS Metro Area",Metro Area,West North Central,2,L2,Leisure Destination,Paid,Other Midwest,False,True
3298,"Kansas City, MO-KS Metro Area",Metro Area,West North Central,2,L2,Leisure Destination,Paid,Other Midwest,False,True
3294,"Kansas City, MO-KS Metro Area",Metro Area,West North Central,2,L2,Leisure Destination,Paid,Other Midwest,False,True
3285,"Kansas City, MO-KS Metro Area",Metro Area,West North Central,2,L2,Leisure Destination,Paid,Other Midwest,False,True
3307,"Kansas City, MO-KS Metro Area",Metro Area,West North Central,2,L2,Leisure Destination,Paid,Other Midwest,False,True
3308,"Kansas City, MO-KS Metro Area",Metro Area,West North Central,2,L2,Leisure Destination,Paid,Other Midwest,False,True
