vehicle_id,ownership,electrification_level,vehicle_type,state,sessions,mean_soc_start,median_soc_start,sd_soc_start,mean_soc_gain,mean_energy,soc_persona,soc_persona_label
621,Fleet,BEV (Battery Electric Vehicle),PASSENGER CAR,Texas,13,78.46153846153847,85.0,14.344658614593476,18.46153846153846,7.3538461538461535,1,top-up chargers
622,Fleet,BEV (Battery Electric Vehicle),PASSENGER CAR,Texas,30,61.666666666666664,60.0,16.099546648860976,27.166666666666668,10.120000000000001,0,deep chargers
623,Fleet,BEV (Battery Electric Vehicle),PASSENGER CAR,Texas,161,73.9751552795031,75.0,9.033237452983713,25.279503105590063,10.064596273291926,1,top-up chargers
624,Fleet,BEV (Battery Electric Vehicle),PASSENGER CAR,Texas,29,81.37931034482759,90.0,16.360697228208327,16.551724137931036,6.496551724137931,1,top-up chargers
626,Fleet,BEV (Battery Electric Vehicle),PASSENGER CAR,Texas,396,76.06060606060606,75.0,8.427583622113177,18.11868686868687,11.158858333333333,1,top-up chargers
630,Fleet,PHEV (Plug-in Hybrid Electric Vehicle),MULTIPURPOSE PASSENGER VEHICLE (MPV),Ohio,46,2.8260869565217392,0.0,14.245941874912365,6.195652173913044,0.8750782608695652,0,deep chargers
636,Fleet,BEV (Battery Electric Vehicle),PASSENGER CAR,Ohio,5,33.0,25.0,20.796634343085422,31.0,11.68,0,deep chargers
638,Fleet,BEV (Battery Electric Vehicle),PASSENGER CAR,New York,57,52.45614035087719,50.0,17.781481313271836,35.78947368421053,22.2264149122807,0,deep chargers
639,Fleet,BEV (Battery Electric Vehicle),PASSENGER CAR,New York,90,47.166666666666664,50.0,14.182795401233793,45.27777777777778,26.141466666666666,0,deep chargers
640,Fleet,BEV (Battery Electric Vehicle),PASSENGER CAR,New York,66,49.92424242424242,55.0,17.9634762834614,35.75757575757576,22.518087878787878,0,deep chargers
641,Fleet,BEV (Battery Electric Vehicle),PASSENGER CAR,New York,156,44.39102564102564,40.0,20.978813803899715,29.487179487179485,18.60608269230769,0,deep chargers
642,Fleet,BEV (Battery Electric Vehicle),PASSENGER CAR,New York,111,56.171171171171174,65.0,23.00153112448026,31.98198198198198,20.385342342342344,0,deep chargers
643,Fleet,BEV (Battery Electric Vehicle),PASSENGER CAR,New York,105,70.19047619047619,75.0,14.998778949080155,20.38095238095238,13.593450952380952,1,top-up chargers
644,Fleet,BEV (Battery Electric Vehicle),PASSENGER CAR,New York,20,48.0,45.0,13.218806379747877,40.0,24.01155,0,deep chargers
645,Fleet,BEV (Battery Electric Vehicle),PASSENGER CAR,New York,32,54.375,50.0,17.12148245013622,31.25,19.22728125,0,deep chargers
646,Personal,BEV (Battery Electric Vehicle),PASSENGER CAR,New York,308,54.39935064935065,55.0,15.859098629775824,33.45779220779221,19.43299512987013,0,deep chargers
648,Personal,BEV (Battery Electric Vehicle),PASSENGER CAR,Other,140,54.57142857142857,55.0,16.55039952880916,24.928571428571427,15.925507142857143,0,deep chargers
649,Personal,PHEV (Plug-in Hybrid Electric Vehicle),MULTIPURPOSE PASSENGER VEHICLE (MPV),New York,226,56.349557522123895,60.0,31.426343157417904,35.663716814159294,4.18083982300885,0,deep chargers
650,Personal,PHEV (Plug-in Hybrid Electric Vehicle),PASSENGER CAR,Georgia,256,46.93359375,45.0,24.072429196623897,13.73046875,1.746166015625,0,deep chargers
652,Personal,PHEV (Plug-in Hybrid Electric Vehicle),PASSENGER CAR,New York,54,78.70370370370371,90.0,22.637112314698793,15.925925925925926,2.4028722222222223,1,top-up chargers
653,Personal,PHEV (Plug-in Hybrid Electric Vehicle),MULTIPURPOSE PASSENGER VEHICLE (MPV),Other,44,51.47727272727273,55.0,27.09971993021299,47.95454545454545,5.338375,0,deep chargers
654,Personal,BEV (Battery Electric Vehicle),PASSENGER CAR,Georgia,85,46.1764705882353,40.0,19.29790049682696,38.588235294117645,22.6295,0,deep chargers
656,Personal,BEV (Battery Electric Vehicle),PASSENGER CAR,New York,63,64.28571428571429,65.0,19.71279965012791,25.396825396825395,14.635674603174603,0,deep chargers
658,Personal,BEV (Battery Electric Vehicle),PASSENGER CAR,New York,127,59.29133858267716,60.0,17.005186060607524,17.086614173228348,9.77905905511811,1,top-up chargers
659,Personal,PHEV (Plug-in Hybrid Electric Vehicle),PASSENGER CAR,Other,210,58.42857142857143,65.0,29.263808221652038,35.976190476190474,5.099666666666667,0,deep chargers
661,Personal,BEV (Battery Electric Vehicle),MULTIPURPOSE PASSENGER VEHICLE (MPV),Other,13,36.15384615384615,30.0,14.016931153942327,44.23076923076923,24.665384615384614,0,deep chargers
662,Personal,PHEV (Plug-in Hybrid Electric Vehicle),PASSENGER CAR,California,44,85.22727272727273,95.0,20.796761416438432,6.704545454545454,0.8234704545454545,1,top-up chargers
664,Personal,PHEV (Plug-in Hybrid Electric Vehicle),MULTIPURPOSE PASSENGER VEHICLE (MPV),California,112,51.830357142857146,60.0,29.462111381883457,27.767857142857142,3.2224339285714287,0,deep chargers
665,Personal,BEV (Battery Electric Vehicle),MULTIPURPOSE PASSENGER VEHICLE (MPV),Other,83,45.12048192771084,45.0,16.982342041907174,41.86746987951807,24.73277108433735,0,deep chargers
666,Personal,BEV (Battery Electric Vehicle),PASSENGER CAR,California,151,54.437086092715234,55.0,18.819697538816573,23.344370860927153,13.099334437086092,0,deep chargers
667,Personal,BEV (Battery Electric Vehicle),PASSENGER CAR,California,78,59.1025641025641,57.5,17.81476823778427,34.03846153846154,20.076679487179486,0,deep chargers
668,Personal,BEV (Battery Electric Vehicle),PASSENGER CAR,California,51,50.09803921568628,55.0,17.506861399989184,23.627450980392158,15.346372549019607,0,deep chargers
669,Personal,BEV (Battery Electric Vehicle),PASSENGER CAR,California,24,23.333333333333332,25.0,17.236631030319188,49.583333333333336,25.77208333333333,0,deep chargers
670,Personal,PHEV (Plug-in Hybrid Electric Vehicle),PASSENGER CAR,New York,136,49.85294117647059,50.0,22.31044578858529,40.845588235294116,5.8598,0,deep chargers
671,Personal,BEV (Battery Electric Vehicle),MULTIPURPOSE PASSENGER VEHICLE (MPV),New York,195,58.02564102564103,55.0,23.155110299095025,25.358974358974358,14.637076923076924,0,deep chargers
673,Personal,BEV (Battery Electric Vehicle),PASSENGER CAR,Other,11,61.36363636363637,60.0,23.24767828094981,11.363636363636363,7.068181818181818,1,top-up chargers
674,Personal,BEV (Battery Electric Vehicle),PASSENGER CAR,Other,94,63.138297872340424,65.0,17.566831565912977,13.51063829787234,7.575765957446808,1,top-up chargers
675,Personal,PHEV (Plug-in Hybrid Electric Vehicle),PASSENGER CAR,Other,50,47.2,45.0,24.14158914675279,39.6,6.275600000000001,0,deep chargers
676,Personal,BEV (Battery Electric Vehicle),PASSENGER CAR,Other,113,67.16814159292035,70.0,18.93216398414691,26.5929203539823,15.712429203539823,1,top-up chargers
677,Personal,BEV (Battery Electric Vehicle),PASSENGER CAR,Other,33,70.3030303030303,70.0,15.857736377878872,24.393939393939394,13.531818181818181,1,top-up chargers
679,Personal,PHEV (Plug-in Hybrid Electric Vehicle),PASSENGER CAR,Other,248,37.96370967741935,35.0,22.296917361698224,11.048387096774194,1.4526947580645162,0,deep chargers
680,Personal,BEV (Battery Electric Vehicle),MULTIPURPOSE PASSENGER VEHICLE (MPV),Other,43,45.46511627906977,45.0,18.054611384576017,37.7906976744186,21.543023255813953,0,deep chargers
681,Personal,PHEV (Plug-in Hybrid Electric Vehicle),PASSENGER CAR,Other,503,53.79721669980119,55.0,20.908037880554474,12.554671968190855,1.6449373757455268,1,top-up chargers
682,Personal,BEV (Battery Electric Vehicle),PASSENGER CAR,Other,65,42.46153846153846,45.0,13.14353087439421,43.46153846153846,24.511915384615385,0,deep chargers
683,Personal,PHEV (Plug-in Hybrid Electric Vehicle),PASSENGER CAR,California,15,83.66666666666667,90.0,23.86469797679848,5.0,0.8117666666666667,1,top-up chargers
684,Personal,BEV (Battery Electric Vehicle),PASSENGER CAR,California,141,47.5177304964539,45.0,25.964426993451593,31.77304964539007,18.704808510638298,0,deep chargers
685,Personal,PHEV (Plug-in Hybrid Electric Vehicle),PASSENGER CAR,Other,44,68.86363636363636,77.5,25.308874175884235,17.727272727272727,2.4986363636363635,1,top-up chargers
686,Fleet,BEV (Battery Electric Vehicle),PASSENGER CAR,Texas,41,41.829268292682926,40.0,17.880020188781096,34.75609756097561,20.252268292682928,0,deep chargers
687,Fleet,BEV (Battery Electric Vehicle),PASSENGER CAR,Texas,46,45.54347826086956,40.0,15.06387366699125,37.28260869565217,24.54647608695652,0,deep chargers
688,Fleet,BEV (Battery Electric Vehicle),PASSENGER CAR,Texas,10,24.5,17.5,16.064107680028652,57.5,34.11837,0,deep chargers
689,Fleet,BEV (Battery Electric Vehicle),PASSENGER CAR,Texas,66,52.196969696969695,50.0,12.31411909709863,33.56060606060606,19.843454545454545,0,deep chargers
690,Fleet,BEV (Battery Electric Vehicle),PASSENGER CAR,Texas,46,59.78260869565217,60.0,21.831590814412106,32.608695652173914,21.547995652173913,0,deep chargers
691,Fleet,BEV (Battery Electric Vehicle),PASSENGER CAR,Texas,11,40.45454545454545,35.0,21.500528534729728,33.63636363636363,22.3992,0,deep chargers
692,Fleet,BEV (Battery Electric Vehicle),PASSENGER CAR,Texas,30,36.0,30.0,17.340405277052025,37.333333333333336,23.4498,0,deep chargers
693,Fleet,BEV (Battery Electric Vehicle),PASSENGER CAR,Texas,106,58.34905660377358,60.0,19.526803289852005,36.367924528301884,21.076896226415094,0,deep chargers
694,Fleet,BEV (Battery Electric Vehicle),PASSENGER CAR,Texas,14,46.785714285714285,50.0,11.025694266844791,46.785714285714285,26.94107142857143,0,deep chargers
695,Fleet,BEV (Battery Electric Vehicle),PASSENGER CAR,Texas,18,23.61111111111111,20.0,10.820127697892147,74.16666666666667,41.61025,0,deep chargers
696,Fleet,BEV (Battery Electric Vehicle),PASSENGER CAR,Texas,70,56.214285714285715,55.0,16.82035762526534,37.92857142857143,22.67262857142857,0,deep chargers
697,Fleet,BEV (Battery Electric Vehicle),BUS,California,297,49.10774410774411,45.0,22.9635839934926,23.804713804713806,119.20962483304713,2,variable threshold chargers
698,Fleet,BEV (Battery Electric Vehicle),BUS,California,385,47.506493506493506,45.0,20.804536374700433,25.636363636363637,126.82206450297143,2,variable threshold chargers
699,Fleet,BEV (Battery Electric Vehicle),BUS,California,248,48.185483870967744,40.0,25.85254572402288,23.18548387096774,114.27010793322178,2,variable threshold chargers
700,Fleet,BEV (Battery Electric Vehicle),BUS,California,419,52.20763723150358,50.0,22.050015762390576,23.818615751789977,119.53146801689975,2,variable threshold chargers
701,Fleet,BEV (Battery Electric Vehicle),BUS,California,304,52.598684210526315,47.5,23.476484932749994,21.43092105263158,107.74122338633882,2,variable threshold chargers
702,Fleet,BEV (Battery Electric Vehicle),BUS,California,426,48.16901408450704,45.0,23.124818904774692,25.211267605633804,125.3890857827864,2,variable threshold chargers
703,Fleet,BEV (Battery Electric Vehicle),BUS,California,352,49.31818181818182,45.0,22.34706578930106,23.508522727272727,116.17591328457671,2,variable threshold chargers
745,Fleet,BEV (Battery Electric Vehicle),PASSENGER CAR,Washington,75,54.266666666666666,55.0,23.861839564195126,19.4,7.653333333333333,0,deep chargers
746,Fleet,BEV (Battery Electric Vehicle),PASSENGER CAR,Washington,34,58.6764705882353,57.5,16.66555254743238,26.470588235294116,10.08235294117647,0,deep chargers
747,Fleet,BEV (Battery Electric Vehicle),PASSENGER CAR,New York,10,59.0,60.0,17.91957340762082,18.5,12.20927,1,top-up chargers
749,Fleet,BEV (Battery Electric Vehicle),PASSENGER CAR,New York,291,63.69415807560137,65.0,8.779635541239449,16.61512027491409,10.46182766323024,1,top-up chargers
750,Fleet,BEV (Battery Electric Vehicle),PASSENGER CAR,New York,104,45.04807692307692,45.0,19.502242742670017,39.61538461538461,24.912540384615383,0,deep chargers
751,Fleet,BEV (Battery Electric Vehicle),PASSENGER CAR,New York,114,63.90350877192982,65.0,10.34277080542495,19.385964912280702,12.138551754385965,1,top-up chargers
753,Fleet,BEV (Battery Electric Vehicle),PASSENGER CAR,New York,316,59.50949367088607,60.0,10.21187785212037,21.53481012658228,13.76729509493671,1,top-up chargers
754,Fleet,BEV (Battery Electric Vehicle),PASSENGER CAR,New York,74,66.28378378378379,65.0,10.88736891655706,18.513513513513512,12.092761486486488,1,top-up chargers
768,Fleet,BEV (Battery Electric Vehicle),PASSENGER CAR,Georgia,12,63.75,65.0,15.094399924836663,30.0,19.175475000000002,0,deep chargers
770,Fleet,PHEV (Plug-in Hybrid Electric Vehicle),PASSENGER CAR,California,49,68.9795918367347,75.0,18.791054826608285,18.06122448979592,5.418367346938775,1,top-up chargers
807,Personal,PHEV (Plug-in Hybrid Electric Vehicle),PASSENGER CAR,Other,26,42.11538461538461,45.0,26.913679678671848,7.3076923076923075,1.1224115384615385,0,deep chargers
809,Personal,BEV (Battery Electric Vehicle),PASSENGER CAR,Other,290,73.01724137931035,80.0,18.46018007547713,8.775862068965518,5.223756896551724,1,top-up chargers
811,Personal,BEV (Battery Electric Vehicle),PASSENGER CAR,Other,70,46.857142857142854,45.0,18.320247541430657,16.785714285714285,9.859428571428571,0,deep chargers
826,Personal,PHEV (Plug-in Hybrid Electric Vehicle),PASSENGER CAR,California,121,21.239669421487605,5.0,27.15143482807384,18.677685950413224,2.233673553719008,0,deep chargers
830,Personal,BEV (Battery Electric Vehicle),PASSENGER CAR,Ohio,203,52.01970443349754,50.0,26.318867341320562,15.270935960591133,8.16871921182266,0,deep chargers
848,Personal,BEV (Battery Electric Vehicle),MULTIPURPOSE PASSENGER VEHICLE (MPV),Other,59,54.49152542372882,60.0,27.397063070233322,31.864406779661017,18.660169491525423,0,deep chargers
858,Personal,PHEV (Plug-in Hybrid Electric Vehicle),MULTIPURPOSE PASSENGER VEHICLE (MPV),New York,49,21.836734693877553,15.0,24.63681775545792,64.08163265306122,8.390563265306122,0,deep chargers
860,Personal,BEV (Battery Electric Vehicle),PASSENGER CAR,Georgia,152,43.88157894736842,45.0,26.652021582687812,42.13815789473684,22.686375,0,deep chargers
863,Personal,BEV (Battery Electric Vehicle),MULTIPURPOSE PASSENGER VEHICLE (MPV),Other,12,51.666666666666664,50.0,8.876253645985946,37.083333333333336,24.373333333333335,0,deep chargers
864,Personal,PHEV (Plug-in Hybrid Electric Vehicle),PASSENGER CAR,Other,29,76.89655172413794,80.0,19.383986077588833,8.10344827586207,1.1056724137931035,1,top-up chargers
876,Personal,BEV (Battery Electric Vehicle),PASSENGER CAR,New York,43,36.04651162790697,35.0,17.64592693914174,36.51162790697674,20.61353488372093,0,deep chargers
885,Personal,BEV (Battery Electric Vehicle),PASSENGER CAR,Other,300,66.58333333333333,75.0,16.044765623152465,12.483333333333333,8.038668333333334,1,top-up chargers
898,Personal,BEV (Battery Electric Vehicle),MULTIPURPOSE PASSENGER VEHICLE (MPV),California,140,66.71428571428571,70.0,9.267632010564924,12.392857142857142,7.121642857142857,1,top-up chargers
904,Fleet,BEV (Battery Electric Vehicle),BUS,California,79,51.77215189873418,50.0,23.13613522181853,27.974683544303797,145.21645569620253,2,variable threshold chargers
906,Fleet,BEV (Battery Electric Vehicle),BUS,California,42,43.80952380952381,37.5,21.150146277805977,26.071428571428573,145.0702380952381,2,variable threshold chargers
907,Fleet,BEV (Battery Electric Vehicle),BUS,California,83,46.566265060240966,45.0,20.31651543190269,28.55421686746988,159.3379518072289,2,variable threshold chargers
908,Fleet,BEV (Battery Electric Vehicle),BUS,California,48,53.333333333333336,45.0,23.2088880015718,24.791666666666668,136.21145833333335,2,variable threshold chargers
911,Fleet,BEV (Battery Electric Vehicle),MULTIPURPOSE PASSENGER VEHICLE (MPV),Other,8,70.625,65.0,15.683817866104633,26.875,15.975000000000001,1,top-up chargers
912,Fleet,PHEV (Plug-in Hybrid Electric Vehicle),MULTIPURPOSE PASSENGER VEHICLE (MPV),Washington,20,83.5,85.0,11.596278894995855,11.5,1.5670935,1,top-up chargers
913,Fleet,PHEV (Plug-in Hybrid Electric Vehicle),MULTIPURPOSE PASSENGER VEHICLE (MPV),Washington,39,82.3076923076923,85.0,11.856940774686064,12.179487179487179,1.55664,1,top-up chargers
916,Fleet,PHEV (Plug-in Hybrid Electric Vehicle),MULTIPURPOSE PASSENGER VEHICLE (MPV),Washington,13,88.84615384615384,90.0,3.625055260409921,11.153846153846153,1.604196923076923,1,top-up chargers
918,Fleet,PHEV (Plug-in Hybrid Electric Vehicle),MULTIPURPOSE PASSENGER VEHICLE (MPV),Washington,9,77.22222222222223,85.0,29.059326290271155,12.222222222222221,1.5199933333333333,1,top-up chargers
919,Fleet,PHEV (Plug-in Hybrid Electric Vehicle),MULTIPURPOSE PASSENGER VEHICLE (MPV),Washington,22,81.5909090909091,85.0,13.308282744606444,13.863636363636363,1.7524745454545454,1,top-up chargers
920,Fleet,PHEV (Plug-in Hybrid Electric Vehicle),MULTIPURPOSE PASSENGER VEHICLE (MPV),Washington,13,41.53846153846154,20.0,43.07864007567127,8.846153846153847,1.1442323076923078,0,deep chargers
923,Fleet,PHEV (Plug-in Hybrid Electric Vehicle),MULTIPURPOSE PASSENGER VEHICLE (MPV),Washington,7,62.857142857142854,85.0,42.99778510353207,11.428571428571429,1.5112971428571427,0,deep chargers
924,Fleet,PHEV (Plug-in Hybrid Electric Vehicle),MULTIPURPOSE PASSENGER VEHICLE (MPV),Washington,18,87.22222222222223,85.0,2.556549962824568,12.777777777777779,1.7120433333333334,1,top-up chargers
925,Fleet,BEV (Battery Electric Vehicle),PASSENGER CAR,Other,9,85.0,90.0,14.142135623730951,14.444444444444445,6.088888888888889,1,top-up chargers
927,Fleet,BEV (Battery Electric Vehicle),MULTIPURPOSE PASSENGER VEHICLE (MPV),Other,17,45.88235294117647,40.0,18.306017975454058,46.1764705882353,28.55529411764706,0,deep chargers
928,Fleet,BEV (Battery Electric Vehicle),MULTIPURPOSE PASSENGER VEHICLE (MPV),Other,14,50.714285714285715,50.0,16.273756936711475,45.0,28.274285714285718,0,deep chargers
930,Fleet,BEV (Battery Electric Vehicle),PASSENGER CAR,Other,5,76.0,80.0,14.747881203752625,17.0,3.7627200000000003,1,top-up chargers
935,Fleet,BEV (Battery Electric Vehicle),PASSENGER CAR,Other,5,79.0,80.0,18.841443681416774,20.0,7.040000000000001,1,top-up chargers
942,Fleet,PHEV (Plug-in Hybrid Electric Vehicle),PASSENGER CAR,Colorado,8,95.0,95.0,0.0,5.0,0.5126,1,top-up chargers
945,Fleet,PHEV (Plug-in Hybrid Electric Vehicle),MULTIPURPOSE PASSENGER VEHICLE (MPV),Colorado,6,31.666666666666668,5.0,45.240100206196125,7.5,1.1039999999999999,0,deep chargers
946,Fleet,PHEV (Plug-in Hybrid Electric Vehicle),MULTIPURPOSE PASSENGER VEHICLE (MPV),Colorado,6,35.833333333333336,22.5,35.6954712346912,10.0,1.4061050000000002,0,deep chargers
950,Fleet,PHEV (Plug-in Hybrid Electric Vehicle),MULTIPURPOSE PASSENGER VEHICLE (MPV),Colorado,33,85.3030303030303,90.0,15.509039397406374,7.424242424242424,1.0454545454545454,1,top-up chargers
952,Fleet,PHEV (Plug-in Hybrid Electric Vehicle),MULTIPURPOSE PASSENGER VEHICLE (MPV),Colorado,8,73.125,82.5,20.51784937212336,12.5,1.4949712499999999,1,top-up chargers
969,Fleet,PHEV (Plug-in Hybrid Electric Vehicle),MULTIPURPOSE PASSENGER VEHICLE (MPV),Colorado,5,35.0,25.0,36.571847095819486,11.0,1.374342,0,deep chargers
971,Fleet,PHEV (Plug-in Hybrid Electric Vehicle),MULTIPURPOSE PASSENGER VEHICLE (MPV),Colorado,5,0.0,0.0,0.0,6.0,0.7176,0,deep chargers
972,Fleet,PHEV (Plug-in Hybrid Electric Vehicle),MULTIPURPOSE PASSENGER VEHICLE (MPV),Colorado,10,72.0,90.0,37.94733192202055,10.0,1.518,0,deep chargers
979,Fleet,PHEV (Plug-in Hybrid Electric Vehicle),PASSENGER CAR,Colorado,7,78.57142857142857,90.0,34.72682509174113,8.571428571428571,0.698782857142857,1,top-up chargers
984,Personal,BEV (Battery Electric Vehicle),PASSENGER CAR,Ohio,10,51.0,50.0,25.582111805799855,23.0,13.50205,0,deep chargers
985,Personal,BEV (Battery Electric Vehicle),PASSENGER CAR,Ohio,72,42.083333333333336,40.0,21.12588026335018,35.90277777777778,21.587305555555556,0,deep chargers
986,Personal,BEV (Battery Electric Vehicle),MULTIPURPOSE PASSENGER VEHICLE (MPV),Ohio,9,32.22222222222222,30.0,7.120003121097943,43.888888888888886,29.941111111111113,0,deep chargers
987,Personal,BEV (Battery Electric Vehicle),PASSENGER CAR,Ohio,48,36.25,30.0,20.224800448743355,42.708333333333336,25.801635416666667,0,deep chargers
988,Personal,BEV (Battery Electric Vehicle),PASSENGER CAR,Other,67,67.91044776119404,70.0,15.838896639796888,18.059701492537314,9.707574626865672,1,top-up chargers
990,Fleet,PHEV (Plug-in Hybrid Electric Vehicle),PASSENGER CAR,Other,50,62.5,65.0,21.219215396447066,30.3,3.4555160000000003,0,deep chargers
991,Fleet,BEV (Battery Electric Vehicle),PASSENGER CAR,New York,65,73.23076923076923,80.0,18.59163893962925,17.076923076923077,10.098461538461539,1,top-up chargers
995,Fleet,BEV (Battery Electric Vehicle),PASSENGER CAR,Other,5,55.0,65.0,22.360679774997898,28.0,16.4922,0,deep chargers
1009,Fleet,BEV (Battery Electric Vehicle),PASSENGER CAR,Colorado,57,52.10526315789474,55.0,26.99119182419008,29.29824561403509,23.827434210526313,0,deep chargers
1010,Fleet,BEV (Battery Electric Vehicle),PASSENGER CAR,Colorado,8,64.375,65.0,21.619683491802423,23.75,20.0399,0,deep chargers
1011,Fleet,BEV (Battery Electric Vehicle),PASSENGER CAR,Colorado,74,55.270270270270274,60.0,25.196377918262886,18.85135135135135,15.03545945945946,0,deep chargers
1012,Fleet,BEV (Battery Electric Vehicle),PASSENGER CAR,Ohio,14,61.07142857142857,65.0,23.053330430895315,33.214285714285715,19.51571428571429,0,deep chargers
1013,Fleet,BEV (Battery Electric Vehicle),PASSENGER CAR,Ohio,68,71.17647058823529,75.0,15.064974874003136,24.33823529411765,9.271911764705882,1,top-up chargers
1017,Fleet,BEV (Battery Electric Vehicle),PASSENGER CAR,Ohio,20,91.5,95.0,11.367080817685318,7.0,4.402,1,top-up chargers
1019,Fleet,BEV (Battery Electric Vehicle),PASSENGER CAR,Ohio,58,78.44827586206897,85.0,16.889914372237424,21.120689655172413,12.686327586206897,1,top-up chargers
1020,Fleet,BEV (Battery Electric Vehicle),PASSENGER CAR,Ohio,92,67.5,75.0,21.387322937141594,26.847826086956523,16.524347826086956,0,deep chargers
1023,Personal,BEV (Battery Electric Vehicle),PASSENGER CAR,Ohio,353,55.12747875354108,55.0,16.031685906362362,8.640226628895185,5.272345609065155,1,top-up chargers
1025,Fleet,BEV (Battery Electric Vehicle),PASSENGER CAR,Ohio,72,59.44444444444444,62.5,23.66960902161898,30.833333333333332,18.953055555555554,0,deep chargers
1026,Fleet,BEV (Battery Electric Vehicle),MULTIPURPOSE PASSENGER VEHICLE (MPV),Colorado,334,67.9940119760479,70.0,12.598678135527509,10.568862275449101,8.628755089820359,1,top-up chargers
1027,Fleet,BEV (Battery Electric Vehicle),PASSENGER CAR,Ohio,15,65.66666666666667,65.0,16.3517874368814,31.333333333333332,18.434666666666665,0,deep chargers
1028,Fleet,BEV (Battery Electric Vehicle),PASSENGER CAR,Ohio,21,76.19047619047619,75.0,12.932977412873834,18.095238095238095,7.295238095238095,1,top-up chargers
1029,Fleet,BEV (Battery Electric Vehicle),PASSENGER CAR,Ohio,82,57.13414634146341,55.0,19.658040917626064,34.63414634146341,21.56390243902439,0,deep chargers
1030,Fleet,BEV (Battery Electric Vehicle),PASSENGER CAR,Ohio,55,57.0,60.0,18.993176162525867,37.0,22.579272727272727,0,deep chargers
1031,Fleet,BEV (Battery Electric Vehicle),PASSENGER CAR,Ohio,108,42.638888888888886,40.0,20.455768710079052,20.925925925925927,12.85925925925926,0,deep chargers
1032,Fleet,BEV (Battery Electric Vehicle),PASSENGER CAR,Ohio,40,60.375,60.0,18.271018805888414,30.625,18.8325,0,deep chargers
1036,Fleet,BEV (Battery Electric Vehicle),PASSENGER CAR,Ohio,34,70.44117647058823,70.0,22.80907737492219,20.735294117647058,12.83764705882353,1,top-up chargers
1037,Fleet,BEV (Battery Electric Vehicle),PASSENGER CAR,Ohio,145,60.03448275862069,60.0,18.309611089194323,35.96551724137931,22.255862068965516,0,deep chargers
1039,Fleet,BEV (Battery Electric Vehicle),PASSENGER CAR,Ohio,24,72.5,75.0,19.615876444748835,25.0,14.905833333333334,1,top-up chargers
1040,Fleet,BEV (Battery Electric Vehicle),PASSENGER CAR,Ohio,80,68.0625,70.0,18.580882887009416,24.875,14.8275,1,top-up chargers
1041,Fleet,BEV (Battery Electric Vehicle),MULTIPURPOSE PASSENGER VEHICLE (MPV),Other,36,36.388888888888886,32.5,16.971030405248616,33.05555555555556,20.62222222222222,0,deep chargers
1042,Fleet,BEV (Battery Electric Vehicle),MULTIPURPOSE PASSENGER VEHICLE (MPV),Other,41,49.8780487804878,55.0,16.29753834471823,32.4390243902439,20.846829268292684,0,deep chargers
1048,Fleet,BEV (Battery Electric Vehicle),PASSENGER CAR,Georgia,14,34.642857142857146,20.0,25.07406610840753,63.57142857142857,34.03888214285714,0,deep chargers
1049,Fleet,BEV (Battery Electric Vehicle),PASSENGER CAR,Texas,39,68.33333333333333,70.0,21.00542954036976,25.512820512820515,15.553846153846154,1,top-up chargers
1051,Fleet,BEV (Battery Electric Vehicle),PASSENGER CAR,Georgia,15,42.333333333333336,40.0,16.460631244043494,47.0,29.245659999999997,0,deep chargers
1052,Fleet,BEV (Battery Electric Vehicle),PASSENGER CAR,Georgia,5,53.0,55.0,5.70087712549569,47.0,30.9452,0,deep chargers
1054,Fleet,BEV (Battery Electric Vehicle),PASSENGER CAR,New York,23,34.56521739130435,30.0,11.669019149231795,50.869565217391305,31.663202173913042,0,deep chargers
1055,Fleet,BEV (Battery Electric Vehicle),MULTIPURPOSE PASSENGER VEHICLE (MPV),New York,10,79.0,85.0,17.448336437736533,8.0,7.3,1,top-up chargers
1056,Personal,BEV (Battery Electric Vehicle),PASSENGER CAR,Ohio,33,61.21212121212121,65.0,19.12256124280554,12.727272727272727,8.443257575757576,1,top-up chargers
1057,Fleet,BEV (Battery Electric Vehicle),PASSENGER CAR,New York,35,84.0,85.0,11.232830034690064,15.428571428571429,9.985671428571427,1,top-up chargers
1058,Fleet,BEV (Battery Electric Vehicle),PASSENGER CAR,New York,28,86.25,85.0,6.888664870909579,13.75,8.767917857142857,1,top-up chargers
1059,Fleet,BEV (Battery Electric Vehicle),MULTIPURPOSE PASSENGER VEHICLE (MPV),New York,28,68.03571428571429,65.0,17.76071850160127,26.785714285714285,15.492857142857144,1,top-up chargers
1060,Personal,BEV (Battery Electric Vehicle),PASSENGER CAR,Ohio,328,61.58536585365854,65.0,9.107850187280063,9.893292682926829,5.403658536585366,1,top-up chargers
1061,Fleet,BEV (Battery Electric Vehicle),MULTIPURPOSE PASSENGER VEHICLE (MPV),Colorado,198,75.5050505050505,80.0,18.890479829004487,7.626262626262626,6.51147803030303,1,top-up chargers
1063,Personal,PHEV (Plug-in Hybrid Electric Vehicle),PASSENGER CAR,Ohio,107,54.345794392523366,55.0,19.77567726757516,9.626168224299066,1.3270093457943926,1,top-up chargers
1064,Personal,PHEV (Plug-in Hybrid Electric Vehicle),MULTIPURPOSE PASSENGER VEHICLE (MPV),New York,8,44.375,42.5,20.948491251502713,48.125,7.0225,0,deep chargers
