vehicle_id,date,trip_km,trips,charged_kwh,estimated_consumed_kwh,net_kwh
64,2021-11-20,101.88317,11.0,8.06,20.5983140722815,-12.5383140722815
64,2021-11-21,114.73907,12.0,40.92,23.197466276535096,17.722533723464906
64,2021-11-23,44.3884,2.0,9.92,8.97426144441776,0.9457385555822402
64,2021-11-24,116.47034000000001,10.0,4.96,23.54748721918852,-18.587487219188517
64,2021-11-26,0.0,0.0,1.24,0.0,1.24
64,2021-11-29,6.75482,3.0,0.0,1.3656613144421057,-1.3656613144421057
64,2021-11-30,54.3793,2.0,0.0,10.994179906561774,-10.994179906561774
64,2021-12-03,115.75695,8.0,44.64,23.4032570065241,21.2367429934759
64,2021-12-04,46.859700000000004,2.0,5.58,9.473898563746,-3.8938985637459993
64,2021-12-05,68.317249,7.0,0.0,13.812096261396846,-13.812096261396846
64,2021-12-06,7.340310000000001,2.0,9.3,1.484033238933463,7.815966761066537
64,2021-12-07,8.26662,2.0,0.0,1.671310728515845,-1.671310728515845
64,2021-12-08,81.776776,6.0,0.0,16.533287253101882,-16.533287253101882
64,2021-12-09,153.95965,9.0,39.68,31.126919442715952,8.553080557284048
64,2021-12-10,78.13212,4.0,46.5,15.79642591502784,30.70357408497216
64,2021-12-11,190.847738,16.0,4.96,38.58479911165399,-33.62479911165399
64,2021-12-12,146.85116,11.0,9.3,29.68975460381594,-20.389754603815938
64,2021-12-16,199.665229,16.0,44.64,40.36748263973342,4.272517360266583
64,2021-12-17,135.82202,10.0,41.54,27.45992911186116,14.080070888138838
64,2021-12-18,178.11295,12.0,41.54,36.0101328260651,5.529867173934896
64,2021-12-19,158.41292,11.0,3.1,32.02726298433003,-28.927262984330028
64,2021-12-21,115.28975,10.0,25.42,23.308800460515865,2.1111995394841365
64,2021-12-22,110.95134,7.0,36.58,22.43167883430099,14.14832116569901
64,2021-12-23,114.9619,7.0,6.2,23.242517115890863,-17.042517115890863
64,2021-12-24,189.7447,11.0,53.94,38.36179149265606,15.578208507343938
64,2021-12-26,121.86639,10.0,27.18,24.638438086242758,2.541561913757242
64,2021-12-29,131.00914,11.0,50.22,26.486881121381455,23.733118878618544
64,2021-12-30,131.287505,14.0,9.3,26.543159795246144,-17.243159795246143
64,2021-12-31,165.84407,12.0,47.739999999999995,33.529661875316975,14.21033812468302
64,2022-01-02,100.32231,6.0,38.44,20.282745912173592,18.157254087826406
64,2022-01-06,155.18874,8.0,45.26,31.375411728960092,13.884588271039906
