evse_id,metro_area,land_use,region,num_ports,charge_level,venue,pricing,is_corridor,is_metro
19358,"Albany-Schenectady-Troy, NY Metro Area",Metro Area,Middle Atlantic,2,L2,Business Office,Undesignated,False,True
19359,"Albany-Schenectady-Troy, NY Metro Area",Metro Area,Middle Atlantic,2,L2,Business Office,Undesignated,False,True
19360,"Albany-Schenectady-Troy, NY Metro Area",Metro Area,Middle Atlantic,2,L2,Business Office,Undesignated,False,True
19361,"Albany-Schenectady-Troy, NY Metro Area",Metro Area,Middle Atlantic,2,L2,Business Office,Undesignated,False,True
19344,Undesignated,Metro Area,Middle Atlantic,2,L2,Business Office,Undesignated,False,True
19345,Undesignated,Metro Area,Middle Atlantic,2,L2,Business Office,Undesignated,False,True
19346,Undesignated,Metro Area,Middle Atlantic,2,L2,Business Office,Undesignated,False,True
19377,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Metro Area,Middle Atlantic,2,L2,Business Office,Undesignated,False,True
19378,"Albany-Schenectady-Troy, NY Metro Area",Metro Area,Middle Atlantic,2,L2,Business Office,Undesignated,False,True
19381,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Metro Area,Middle Atlantic,2,L2,Business Office,Undesignated,False,True
19382,Undesignated,Metro Area,Middle Atlantic,2,L2,Business Office,Undesignated,False,True
19383,Undesignated,Metro Area,Middle Atlantic,2,L2,Business Office,Undesignated,False,True
19384,Undesignated,Metro Area,Middle Atlantic,2,L2,Business Office,Undesignated,False,True
19385,Undesignated,Metro Area,Middle Atlantic,2,L2,Business Office,Undesignated,False,True
19386,Undesignated,Metro Area,Middle Atlantic,2,L2,Business Office,Undesignated,False,True
19387,Undesignated,Metro Area,Middle Atlantic,2,L2,Business Office,Undesignated,False,True
19388,Undesignated,Metro Area,Middle Atlantic,2,L2,Business Office,Undesignated,False,True
19389,Undesignated,Metro Area,Middle Atlantic,2,L2,Business Office,Undesignated,False,True
19391,Undesignated,Metro Area,Middle Atlantic,2,L2,Business Office,Undesignated,False,True
19366,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Metro Area,Middle Atlantic,2,L2,Business Office,Undesignated,False,True
19367,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Metro Area,Middle Atlantic,2,L2,Business Office,Undesignated,False,True
19368,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Metro Area,Middle Atlantic,2,L2,Business Office,Undesignated,False,True
19369,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Metro Area,Middle Atlantic,2,L2,Business Office,Undesignated,False,True
19370,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Metro Area,Middle Atlantic,2,L2,Business Office,Undesignated,False,True
19371,"Albany-Schenectady-Troy, NY Metro Area",Metro Area,Middle Atlantic,2,L2,Business Office,Undesignated,False,True
19372,"Albany-Schenectady-Troy, NY Metro Area",Metro Area,Middle Atlantic,2,L2,Business Office,Undesignated,False,True
19373,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Metro Area,Middle Atlantic,2,L2,Business Office,Undesignated,False,True
19248,"Albany-Schenectady-Troy, NY Metro Area",Metro Area,Middle Atlantic,2,L2,Business Office,Undesignated,False,True
19257,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Metro Area,Middle Atlantic,2,L2,Business Office,Undesignated,False,True
19418,Undesignated,Metro Area,Middle Atlantic,2,L2,Business Office,Undesignated,False,True
19419,Undesignated,Metro Area,Middle Atlantic,2,L2,Business Office,Undesignated,False,True
19420,Undesignated,Metro Area,Middle Atlantic,2,L2,Business Office,Undesignated,False,True
19421,Undesignated,Metro Area,Middle Atlantic,2,L2,Business Office,Undesignated,False,True
19408,Undesignated,Metro Area,Middle Atlantic,2,L2,Business Office,Undesignated,False,True
19409,Undesignated,Metro Area,Middle Atlantic,2,L2,Business Office,Undesignated,False,True
19410,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Metro Area,Middle Atlantic,2,L2,Business Office,Undesignated,False,True
19437,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Metro Area,Middle Atlantic,1,L2,Business Office,Undesignated,False,True
19438,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Metro Area,Middle Atlantic,1,L2,Business Office,Undesignated,False,True
19439,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Metro Area,Middle Atlantic,1,L2,Business Office,Undesignated,False,True
19451,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Metro Area,Middle Atlantic,2,L2,Business Office,Undesignated,False,True
19452,"Albany-Schenectady-Troy, NY Metro Area",Metro Area,Middle Atlantic,2,L2,Business Office,Undesignated,False,True
19453,"Albany-Schenectady-Troy, NY Metro Area",Metro Area,Middle Atlantic,2,L2,Business Office,Undesignated,False,True
19455,"Albany-Schenectady-Troy, NY Metro Area",Metro Area,Middle Atlantic,2,L2,Business Office,Undesignated,False,True
19442,"Rochester, NY Metro Area",Metro Area,Middle Atlantic,2,L2,Business Office,Undesignated,False,True
19433,"Albany-Schenectady-Troy, NY Metro Area",Metro Area,Middle Atlantic,2,L2,Business Office,Undesignated,False,True
27817,"Pittsburgh, PA Metro Area",Metro Area,Middle Atlantic,2,L2,Business Office,Paid,False,True
27818,"Pittsburgh, PA Metro Area",Metro Area,Middle Atlantic,2,L2,Business Office,Paid,False,True
27503,Undesignated,Metro Area,Middle Atlantic,1,L2,Business Office,Free,False,True
27597,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",Metro Area,Middle Atlantic,1,L2,Business Office,Free,False,True
27604,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",Metro Area,Middle Atlantic,1,L2,Business Office,Free,False,True
27605,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",Metro Area,Middle Atlantic,1,L2,Business Office,Free,False,True
25347,Undesignated,Metro Area,Middle Atlantic,2,L2,Business Office,Paid,False,True
29560,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",Metro Area,Middle Atlantic,1,L2,Business Office,Free,False,True
29374,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",Metro Area,Middle Atlantic,2,L2,Business Office,Free,False,True
29377,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",Metro Area,Middle Atlantic,2,L2,Business Office,Free,False,True
29378,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",Metro Area,Middle Atlantic,2,L2,Business Office,Free,False,True
30629,Undesignated,Metro Area,Middle Atlantic,2,L2,Business Office,Undesignated,False,True
30636,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Metro Area,Middle Atlantic,2,L2,Business Office,Undesignated,False,True
30637,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Metro Area,Middle Atlantic,2,L2,Business Office,Undesignated,False,True
30647,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Metro Area,Middle Atlantic,2,L2,Business Office,Undesignated,False,True
25627,"Pittsburgh, PA Metro Area",Metro Area,Middle Atlantic,1,L2,Business Office,Free,False,True
25628,"Pittsburgh, PA Metro Area",Metro Area,Middle Atlantic,1,L2,Business Office,Free,False,True
25702,"Pittsburgh, PA Metro Area",Metro Area,Middle Atlantic,1,L2,Business Office,Free,False,True
25727,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",Metro Area,Middle Atlantic,2,L2,Business Office,Free,False,True
25728,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",Metro Area,Middle Atlantic,2,L2,Business Office,Free,False,True
25729,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",Metro Area,Middle Atlantic,2,L2,Business Office,Free,False,True
25730,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",Metro Area,Middle Atlantic,2,L2,Business Office,Free,False,True
25731,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",Metro Area,Middle Atlantic,2,L2,Business Office,Free,False,True
25790,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",Metro Area,Middle Atlantic,2,L2,Business Office,Free,False,True
30660,Undesignated,Metro Area,Middle Atlantic,2,L2,Business Office,Undesignated,False,True
30661,Undesignated,Metro Area,Middle Atlantic,2,L2,Business Office,Undesignated,False,True
29814,"Pittsburgh, PA Metro Area",Metro Area,Middle Atlantic,1,L2,Business Office,Free,False,True
31811,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",Metro Area,Middle Atlantic,2,L2,Business Office,Paid,False,True
31929,Undesignated,Metro Area,Middle Atlantic,2,L2,Business Office,Paid,False,True
31595,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",Metro Area,Middle Atlantic,2,L2,Business Office,Paid,False,True
31233,Undesignated,Metro Area,Middle Atlantic,1,L2,Business Office,Free,False,True
31462,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",Metro Area,Middle Atlantic,2,L2,Business Office,Free,False,True
31464,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",Metro Area,Middle Atlantic,2,L2,Business Office,Free,False,True
31558,Undesignated,Metro Area,Middle Atlantic,2,L2,Business Office,Free,False,True
31559,Undesignated,Metro Area,Middle Atlantic,2,L2,Business Office,Free,False,True
31560,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",Metro Area,Middle Atlantic,2,L2,Business Office,Free,False,True
31562,"Pittsburgh, PA Metro Area",Metro Area,Middle Atlantic,2,L2,Business Office,Free,False,True
30721,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Metro Area,Middle Atlantic,2,L2,Business Office,Undesignated,False,True
30722,Undesignated,Metro Area,Middle Atlantic,2,L2,Business Office,Undesignated,False,True
30723,"Albany-Schenectady-Troy, NY Metro Area",Metro Area,Middle Atlantic,2,L2,Business Office,Undesignated,False,True
30724,"Albany-Schenectady-Troy, NY Metro Area",Metro Area,Middle Atlantic,2,L2,Business Office,Undesignated,False,True
30725,"Albany-Schenectady-Troy, NY Metro Area",Metro Area,Middle Atlantic,2,L2,Business Office,Undesignated,False,True
30726,Undesignated,Metro Area,Middle Atlantic,2,L2,Business Office,Undesignated,False,True
30700,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Metro Area,Middle Atlantic,1,L2,Business Office,Undesignated,False,True
30701,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Metro Area,Middle Atlantic,1,L2,Business Office,Undesignated,False,True
30702,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Metro Area,Middle Atlantic,1,L2,Business Office,Undesignated,False,True
30703,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Metro Area,Middle Atlantic,1,L2,Business Office,Undesignated,False,True
30704,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Metro Area,Middle Atlantic,1,L2,Business Office,Undesignated,False,True
30705,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Metro Area,Middle Atlantic,1,L2,Business Office,Undesignated,False,True
30706,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Metro Area,Middle Atlantic,1,L2,Business Office,Undesignated,False,True
30707,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Metro Area,Middle Atlantic,1,L2,Business Office,Undesignated,False,True
30708,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Metro Area,Middle Atlantic,1,L2,Business Office,Undesignated,False,True
30709,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Metro Area,Middle Atlantic,1,L2,Business Office,Undesignated,False,True
30685,"Rochester, NY Metro Area",Metro Area,Middle Atlantic,2,L2,Business Office,Undesignated,False,True
30686,"Rochester, NY Metro Area",Metro Area,Middle Atlantic,2,L2,Business Office,Undesignated,False,True
30731,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Metro Area,Middle Atlantic,1,L2,Business Office,Undesignated,False,True
30736,"Albany-Schenectady-Troy, NY Metro Area",Metro Area,Middle Atlantic,2,L2,Business Office,Undesignated,False,True
30747,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Metro Area,Middle Atlantic,2,L2,Business Office,Undesignated,False,True
30748,"Albany-Schenectady-Troy, NY Metro Area",Metro Area,Middle Atlantic,2,L2,Business Office,Undesignated,False,True
30745,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Metro Area,Middle Atlantic,2,L2,Business Office,Undesignated,False,True
32617,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",Metro Area,Middle Atlantic,2,L2,Business Office,Free,False,True
32688,"Pittsburgh, PA Metro Area",Metro Area,Middle Atlantic,2,L2,Business Office,Paid,False,True
32706,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",Metro Area,Middle Atlantic,2,L2,Business Office,Free,False,True
36897,"Pittsburgh, PA Metro Area",Metro Area,Middle Atlantic,2,L2,Business Office,Free,False,True
36898,"Pittsburgh, PA Metro Area",Metro Area,Middle Atlantic,2,L2,Business Office,Free,False,True
36972,Undesignated,Metro Area,Middle Atlantic,2,L2,Business Office,Free,False,True
36966,Undesignated,Metro Area,Middle Atlantic,2,L2,Business Office,Paid,False,True
37153,"Pittsburgh, PA Metro Area",Metro Area,Middle Atlantic,2,L2,Business Office,Free,False,True
37154,"Pittsburgh, PA Metro Area",Metro Area,Middle Atlantic,2,L2,Business Office,Free,False,True
37156,"Pittsburgh, PA Metro Area",Metro Area,Middle Atlantic,2,L2,Business Office,Free,False,True
34852,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",Metro Area,Middle Atlantic,2,L2,Business Office,Paid,False,True
34853,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",Metro Area,Middle Atlantic,2,L2,Business Office,Paid,False,True
34739,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",Metro Area,Middle Atlantic,2,L2,Business Office,Paid,False,True
34740,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",Metro Area,Middle Atlantic,2,L2,Business Office,Paid,False,True
36450,Undesignated,Metro Area,Middle Atlantic,2,L2,Business Office,Free,False,True
36451,Undesignated,Metro Area,Middle Atlantic,2,L2,Business Office,Free,False,True
32221,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",Metro Area,Middle Atlantic,2,L2,Business Office,Free,False,True
34639,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",Metro Area,Middle Atlantic,2,L2,Business Office,Paid,False,True
32473,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",Metro Area,Middle Atlantic,2,L2,Business Office,Free,False,True
32476,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",Metro Area,Middle Atlantic,2,L2,Business Office,Free,False,True
32516,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",Metro Area,Middle Atlantic,2,L2,Business Office,Free,False,True
34275,Undesignated,Metro Area,Middle Atlantic,2,L2,Business Office,Undesignated,False,True
34276,Undesignated,Metro Area,Middle Atlantic,2,L2,Business Office,Undesignated,False,True
34278,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Metro Area,Middle Atlantic,2,L2,Business Office,Undesignated,False,True
34279,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Metro Area,Middle Atlantic,2,L2,Business Office,Undesignated,False,True
34272,"Rochester, NY Metro Area",Metro Area,Middle Atlantic,2,L2,Business Office,Undesignated,False,True
34294,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Metro Area,Middle Atlantic,2,L2,Business Office,Undesignated,False,True
34295,"Albany-Schenectady-Troy, NY Metro Area",Metro Area,Middle Atlantic,1,L2,Business Office,Undesignated,False,True
34296,Undesignated,Metro Area,Middle Atlantic,2,L2,Business Office,Undesignated,False,True
34311,"Albany-Schenectady-Troy, NY Metro Area",Metro Area,Middle Atlantic,2,L2,Business Office,Undesignated,False,True
34329,"Rochester, NY Metro Area",Metro Area,Middle Atlantic,1,L2,Business Office,Undesignated,False,True
34285,"Rochester, NY Metro Area",Metro Area,Middle Atlantic,2,L2,Business Office,Undesignated,False,True
29014,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",Metro Area,Middle Atlantic,2,L2,Business Office,Paid,False,True
34183,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Metro Area,Middle Atlantic,2,L2,Business Office,Undesignated,False,True
34089,"Rochester, NY Metro Area",Metro Area,Middle Atlantic,2,L2,Business Office,Undesignated,False,True
33183,"Pittsburgh, PA Metro Area",Metro Area,Middle Atlantic,2,L2,Business Office,Paid,False,True
33188,"Pittsburgh, PA Metro Area",Metro Area,Middle Atlantic,2,L2,Business Office,Paid,False,True
33189,"Pittsburgh, PA Metro Area",Metro Area,Middle Atlantic,2,L2,Business Office,Paid,False,True
33255,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",Metro Area,Middle Atlantic,2,L2,Business Office,Paid,False,True
33315,"Pittsburgh, PA Metro Area",Metro Area,Middle Atlantic,1,L2,Business Office,Free,False,True
33316,"Pittsburgh, PA Metro Area",Metro Area,Middle Atlantic,1,L2,Business Office,Free,False,True
28611,"Pittsburgh, PA Metro Area",Metro Area,Middle Atlantic,2,L2,Business Office,Paid,False,True
28735,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",Metro Area,Middle Atlantic,2,L2,Business Office,Free,False,True
28736,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",Metro Area,Middle Atlantic,1,L2,Business Office,Free,False,True
28737,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",Metro Area,Middle Atlantic,1,L2,Business Office,Free,False,True
35397,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",Metro Area,Middle Atlantic,2,L2,Business Office,Paid,False,True
35398,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",Metro Area,Middle Atlantic,2,L2,Business Office,Paid,False,True
38431,"Pittsburgh, PA Metro Area",Metro Area,Middle Atlantic,1,L2,Business Office,Free,False,True
38432,"Pittsburgh, PA Metro Area",Metro Area,Middle Atlantic,1,L2,Business Office,Free,False,True
38546,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",Metro Area,Middle Atlantic,1,L2,Business Office,Free,False,True
38548,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",Metro Area,Middle Atlantic,1,L2,Business Office,Free,False,True
38464,Undesignated,Metro Area,Middle Atlantic,2,L2,Business Office,Free,False,True
38933,"Pittsburgh, PA Metro Area",Metro Area,Middle Atlantic,2,L2,Business Office,Free,False,True
39337,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",Metro Area,Middle Atlantic,1,L2,Business Office,Free,False,True
35556,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",Metro Area,Middle Atlantic,2,L2,Business Office,Paid,False,True
35467,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",Metro Area,Middle Atlantic,2,L2,Business Office,Free,False,True
38337,Undesignated,Metro Area,Middle Atlantic,2,L2,Business Office,Paid,False,True
38338,Undesignated,Metro Area,Middle Atlantic,2,L2,Business Office,Paid,False,True
33153,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",Metro Area,Middle Atlantic,2,L2,Business Office,Free,False,True
33154,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",Metro Area,Middle Atlantic,2,L2,Business Office,Free,False,True
41618,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Metro Area,Middle Atlantic,2,L2,Business Office,Undesignated,False,True
41619,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Metro Area,Middle Atlantic,2,L2,Business Office,Undesignated,False,True
41620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Metro Area,Middle Atlantic,2,L2,Business Office,Undesignated,False,True
36194,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",Metro Area,Middle Atlantic,2,L2,Business Office,Free,False,True
36196,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",Metro Area,Middle Atlantic,2,L2,Business Office,Free,False,True
36198,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",Metro Area,Middle Atlantic,2,L2,Business Office,Free,False,True
36199,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",Metro Area,Middle Atlantic,1,L2,Business Office,Free,False,True
36201,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",Metro Area,Middle Atlantic,2,L2,Business Office,Free,False,True
36202,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",Metro Area,Middle Atlantic,2,L2,Business Office,Free,False,True
36203,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",Metro Area,Middle Atlantic,2,L2,Business Office,Free,False,True
36204,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",Metro Area,Middle Atlantic,2,L2,Business Office,Free,False,True
36205,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",Metro Area,Middle Atlantic,2,L2,Business Office,Free,False,True
36206,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",Metro Area,Middle Atlantic,2,L2,Business Office,Free,False,True
36207,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",Metro Area,Middle Atlantic,2,L2,Business Office,Free,False,True
36208,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",Metro Area,Middle Atlantic,2,L2,Business Office,Free,False,True
36192,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",Metro Area,Middle Atlantic,1,L2,Business Office,Free,False,True
41697,Undesignated,Metro Area,Middle Atlantic,1,L2,Business Office,Undesignated,False,True
41699,Undesignated,Metro Area,Middle Atlantic,1,L2,Business Office,Undesignated,False,True
41700,Undesignated,Metro Area,Middle Atlantic,1,L2,Business Office,Undesignated,False,True
36158,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",Metro Area,Middle Atlantic,2,L2,Business Office,Free,False,True
41599,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Metro Area,Middle Atlantic,2,L2,Business Office,Undesignated,False,True
41600,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Metro Area,Middle Atlantic,2,L2,Business Office,Undesignated,False,True
41601,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Metro Area,Middle Atlantic,2,L2,Business Office,Undesignated,False,True
41602,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Metro Area,Middle Atlantic,2,L2,Business Office,Undesignated,False,True
41603,Undesignated,Metro Area,Middle Atlantic,1,L2,Business Office,Undesignated,False,True
41607,Undesignated,Metro Area,Middle Atlantic,1,L2,Business Office,Undesignated,False,True
41608,Undesignated,Metro Area,Middle Atlantic,1,L2,Business Office,Undesignated,False,True
41609,Undesignated,Metro Area,Middle Atlantic,1,L2,Business Office,Undesignated,False,True
41610,Undesignated,Metro Area,Middle Atlantic,1,L2,Business Office,Undesignated,False,True
41611,Undesignated,Metro Area,Middle Atlantic,1,L2,Business Office,Undesignated,False,True
41582,Undesignated,Metro Area,Middle Atlantic,1,L2,Business Office,Undesignated,False,True
41583,Undesignated,Metro Area,Middle Atlantic,1,L2,Business Office,Undesignated,False,True
41584,Undesignated,Metro Area,Middle Atlantic,1,L2,Business Office,Undesignated,False,True
41585,Undesignated,Metro Area,Middle Atlantic,1,L2,Business Office,Undesignated,False,True
41587,"Rochester, NY Metro Area",Metro Area,Middle Atlantic,2,L2,Business Office,Undesignated,False,True
41588,"Rochester, NY Metro Area",Metro Area,Middle Atlantic,2,L2,Business Office,Undesignated,False,True
41589,"Rochester, NY Metro Area",Metro Area,Middle Atlantic,2,L2,Business Office,Undesignated,False,True
41594,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Metro Area,Middle Atlantic,2,L2,Business Office,Undesignated,False,True
41595,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Metro Area,Middle Atlantic,2,L2,Business Office,Undesignated,False,True
41596,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Metro Area,Middle Atlantic,2,L2,Business Office,Undesignated,False,True
41597,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Metro Area,Middle Atlantic,2,L2,Business Office,Undesignated,False,True
41598,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Metro Area,Middle Atlantic,2,L2,Business Office,Undesignated,False,True
40744,"Pittsburgh, PA Metro Area",Metro Area,Middle Atlantic,2,L2,Business Office,Paid,False,True
40274,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",Metro Area,Middle Atlantic,2,L2,Business Office,Free,False,True
40275,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",Metro Area,Middle Atlantic,2,L2,Business Office,Free,False,True
40196,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",Metro Area,Middle Atlantic,2,L2,Business Office,Paid,False,True
22877,Undesignated,Undesignated,Middle Atlantic,2,L2,Business Office,Undesignated,False,False
22878,Undesignated,Undesignated,Middle Atlantic,2,L2,Business Office,Undesignated,False,False
22891,Undesignated,Undesignated,Middle Atlantic,2,L2,Business Office,Undesignated,False,False
22892,Undesignated,Undesignated,Middle Atlantic,2,L2,Business Office,Undesignated,False,False
22914,Undesignated,Undesignated,Middle Atlantic,2,L2,Business Office,Undesignated,False,False
22900,Undesignated,Undesignated,Middle Atlantic,2,L2,Business Office,Undesignated,False,False
22901,Undesignated,Undesignated,Middle Atlantic,2,L2,Business Office,Undesignated,False,False
22902,Undesignated,Undesignated,Middle Atlantic,2,L2,Business Office,Undesignated,False,False
22903,Undesignated,Undesignated,Middle Atlantic,2,L2,Business Office,Undesignated,False,False
22904,Undesignated,Undesignated,Middle Atlantic,2,L2,Business Office,Undesignated,False,False
11628,Undesignated,Non-Metro,Middle Atlantic,2,L2,Business Office,Undesignated,False,False
11614,Undesignated,Undesignated,Middle Atlantic,2,L2,Business Office,Undesignated,False,False
11407,Undesignated,Undesignated,Middle Atlantic,2,L2,Business Office,Undesignated,False,False
11450,Undesignated,Undesignated,Middle Atlantic,2,L2,Business Office,Undesignated,False,False
11451,Undesignated,Undesignated,Middle Atlantic,2,L2,Business Office,Undesignated,False,False
11418,Undesignated,Undesignated,Middle Atlantic,2,L2,Business Office,Undesignated,False,False
13548,Undesignated,Undesignated,Middle Atlantic,2,L2,Business Office,Undesignated,False,False
13549,Undesignated,Undesignated,Middle Atlantic,2,L2,Business Office,Undesignated,False,False
13550,Undesignated,Undesignated,Middle Atlantic,2,L2,Business Office,Undesignated,False,False
13551,Undesignated,Undesignated,Middle Atlantic,2,L2,Business Office,Undesignated,False,False
13552,Undesignated,Undesignated,Middle Atlantic,2,L2,Business Office,Undesignated,False,False
13553,Undesignated,Undesignated,Middle Atlantic,2,L2,Business Office,Undesignated,False,False
13554,Undesignated,Undesignated,Middle Atlantic,2,L2,Business Office,Undesignated,False,False
13555,Undesignated,Undesignated,Middle Atlantic,2,L2,Business Office,Undesignated,False,False
13556,Undesignated,Undesignated,Middle Atlantic,2,L2,Business Office,Undesignated,False,False
13557,Undesignated,Undesignated,Middle Atlantic,2,L2,Business Office,Undesignated,False,False
13558,Undesignated,Undesignated,Middle Atlantic,2,L2,Business Office,Undesignated,False,False
13559,Undesignated,Undesignated,Middle Atlantic,2,L2,Business Office,Undesignated,False,False
13560,Undesignated,Undesignated,Middle Atlantic,2,L2,Business Office,Undesignated,False,False
13561,Undesignated,Undesignated,Middle Atlantic,2,L2,Business Office,Undesignated,False,False
13562,Undesignated,Undesignated,Middle Atlantic,2,L2,Business Office,Undesignated,False,False
