hour,is_weekend,energy_kwh,total_duration,charge_duration,is_dcfc,overstay_hours,venue,land_use,cluster,pca1,pca2
13,0,22.146784,3.1466666666666665,3.056388888888889,0,0.09027777777777768,Transit Facility,Metro Area,0,0.17220064751637165,0.7844023466289928
10,0,9.285,0.4280555555555556,0.4222222222222222,1,0.005833333333333357,Corridor,Metro Area,3,-3.3682494627362733,0.19025608620548232
17,0,11.381105,2.9525,2.943333333333334,0,0.009166666666666323,Multi-Unit Dwelling,Metro Area,5,0.30370096543727687,1.1787352816069385
8,0,42.193001,8.533055555555556,4.3925,0,4.140555555555556,Single Family Residential,Metro Area,1,1.8069189859876664,0.2610927590793117
11,0,21.58,0.5594444444444444,0.5558333333333333,1,0.0036111111111111205,Undesignated,Metro Area,3,-2.9950488304684515,0.4527094127667884
17,0,4.623794,0.8813888888888889,0.8697222222222222,0,0.011666666666666714,Multi-use Parking Garage/Lot,Metro Area,4,-0.8125660235045765,0.4024479548408371
16,0,7.979,1.3111111111111111,1.2969444444444445,0,0.01416666666666666,Medical or Educational Campus,Metro Area,0,-0.6177085074118964,0.6809018491567864
10,0,49.611999999999995,8.39777777777778,8.394166666666667,0,0.0036111111111125638,Retail,Metro Area,0,0.8216991455908886,1.0494074176012775
16,1,18.43,0.5038888888888889,0.49,1,0.01388888888888895,Corridor,Undesignated,2,-3.071689920961496,-4.333798712948927
15,1,8.4383,2.64,2.343055555555555,0,0.2969444444444451,Single Family Residential,Metro Area,1,0.4096783591118116,-0.1346855147426758
0,0,180.686005,5.038888888888889,1.8141666666666667,1,3.224722222222222,Undesignated,Non-Metro,3,-1.5818240097537846,-3.193820858139417
22,0,14.528745,10.866944444444444,4.986944444444444,0,5.88,Multi-Unit Dwelling,Metro Area,5,1.8763973556903693,1.171621460948511
15,0,31.4188,4.7811111111111115,3.4066666666666667,0,1.3744444444444448,Single Family Residential,Metro Area,1,1.2059403988841284,0.13270973560364877
8,0,22.1082,5.355555555555555,5.351666666666667,0,0.0038888888888886086,Fleet,Metro Area,0,0.9554151877351735,1.3016419241154393
4,0,21.167,0.3511111111111111,0.3416666666666667,1,0.009444444444444422,Undesignated,Metro Area,3,-3.2936214096062977,0.5579763831549257
14,0,19.555,0.6211111111111111,0.6077777777777778,1,0.013333333333333308,Corridor,Metro Area,3,-3.1125493719356383,0.23293435344175487
23,0,68.866203,9.588055555555556,7.360277777777778,0,2.227777777777778,Single Family Residential,Metro Area,1,2.1676118712678973,0.2574151389681554
9,0,12.58,2.3697222222222223,2.0533333333333337,0,0.3163888888888886,Business Office,Metro Area,0,-0.1512771775441229,0.8611448951253053
20,0,49.871258000000005,8.93138888888889,8.764166666666666,0,0.1672222222222235,Multi-Unit Dwelling,Metro Area,5,1.559966428946583,1.4657232845238062
11,0,36.256001,1.0027777777777778,1.001111111111111,1,0.0016666666666667052,Undesignated,Metro Area,3,-2.660866319430192,0.5513019741341053
15,0,13.208652,2.3669444444444445,2.0808333333333335,0,0.286111111111111,Multi-Unit Dwelling,Metro Area,5,0.14541250325883529,1.1519927719778904
14,0,17.052,0.45,0.45,1,0.0,Corridor,Metro Area,3,-3.252268169540427,0.20028028135483247
18,1,1.7216,14.127222222222224,0.695,0,13.432222222222224,Single Family Residential,Metro Area,1,1.4605593956518363,-0.4933836998418576
9,0,21.030001,1.0905555555555555,1.0725,1,0.01805555555555549,Undesignated,Metro Area,3,-2.6860800704421326,0.5353357458900899
21,0,43.572598,12.8375,12.832222222222224,0,0.005277777777775938,Municipal Building,Metro Area,0,1.55333265995936,0.8363756890000636
8,0,5.68,3.0077777777777777,0.8808333333333334,0,2.1269444444444443,Single Family Residential,Metro Area,1,0.33662971872317826,-0.10521194471323803
20,0,3.221,22.267222222222223,1.678611111111111,0,20.588611111111113,Multi-Unit Dwelling,Metro Area,5,1.9682662818317394,0.8697581479369536
9,0,2.026,2.8666666666666667,0.3402777777777778,0,2.526388888888889,Municipal Building,Metro Area,0,-0.5157263667438563,0.1944927404746948
16,0,3.6985,1.0180555555555555,1.0155555555555555,0,0.0024999999999999467,Single Family Residential,Metro Area,1,-0.3092103744990984,-0.18561755442077532
6,0,23.362,0.4077777777777778,0.4063888888888889,1,0.001388888888888884,Undesignated,Metro Area,3,-3.1863631988653482,0.524207289649505
15,0,9.292,0.2138888888888888,0.2047222222222222,1,0.0091666666666666,Corridor,Undesignated,2,-3.332682958939501,-4.311209942930274
21,0,32.026501,8.988333333333333,2.8725,0,6.115833333333333,Single Family Residential,Metro Area,1,1.8407581289345845,0.020566679011066038
17,0,6.4842,0.8547222222222223,0.8530555555555556,0,0.0016666666666667052,Single Family Residential,Metro Area,1,-0.3552880268649544,-0.16621439994949028
15,1,5.764,0.36,0.3472222222222222,1,0.012777777777777777,Corridor,Metro Area,3,-3.4613233535684858,-0.03650493615944792
6,0,4.2031,1.2138888888888888,1.2105555555555556,0,0.0033333333333331883,Single Family Residential,Metro Area,1,-0.3256974272154264,-0.018836625852963893
9,1,74.0,4.9061111111111115,3.4955555555555557,1,1.4105555555555558,Undesignated,Metro Area,3,-1.292220154505074,0.6575305873747176
21,1,11.6739,3.8375,3.6558333333333337,0,0.1816666666666662,Single Family Residential,Metro Area,1,0.8085736366723566,-0.08657731905640531
18,0,5.7605,2.2288888888888887,1.81,0,0.41888888888888864,Single Family Residential,Metro Area,1,0.3176672145809149,-0.11483561507528106
12,0,4.797543,1.5177777777777777,1.5147222222222223,0,0.003055555555555367,Multi-Unit Dwelling,Metro Area,5,-0.3350802850775977,1.0668776925455439
17,1,5.958311,1.0408333333333333,1.0355555555555556,0,0.005277777777777715,Hotel,Metro Area,0,-0.7866827034874274,0.37820698964653504
7,0,8.129,2.0144444444444445,2.010555555555555,0,0.003888888888889497,Leisure Destination,Metro Area,0,-0.5723713617105922,0.53181731724656
15,1,3.700267,1.145,1.1369444444444443,0,0.008055555555555705,Business Office,Metro Area,0,-0.7863796524508895,0.5076636171652913
7,0,4.1039,0.5369444444444444,0.5347222222222222,0,0.0022222222222222365,Single Family Residential,Undesignated,2,-0.5603784284337525,-4.524017746344768
23,0,1.1832,9.311111111111112,0.6261111111111111,0,8.685,Single Family Residential,Metro Area,1,1.1661926700348428,-0.43000794421688926
6,0,7.126608999999999,5.014444444444444,3.7222222222222223,0,1.2922222222222217,Business Office,Metro Area,0,0.5225749319624167,0.9319304493483354
13,0,11.444,0.1125,0.1088888888888888,1,0.0036111111111112038,Undesignated,Undesignated,2,-3.2483366287331017,-4.10627061209537
20,0,21.7661,10.154722222222222,3.114444444444445,0,7.040277777777778,Single Family Residential,Non-Metro,1,1.9500912471089655,-4.302908813334742
11,0,2.849,0.0661111111111111,0.0572222222222222,1,0.008888888888888904,Undesignated,Metro Area,3,-3.5969627070333603,0.2045379494907406
17,0,35.2327,17.20777777777778,4.358888888888889,0,12.84888888888889,Single Family Residential,Metro Area,1,2.5716414386472364,0.10041420756704765
12,0,22.586897,3.889444444444445,3.884166666666667,0,0.005277777777777715,Multi-Unit Dwelling,Metro Area,5,0.5584231254792466,1.3346318747910713
21,1,49.498901,18.993055555555557,8.398888888888889,0,10.594166666666668,Single Family Residential,Non-Metro,1,2.9390563842395427,-4.2043532988305845
7,0,13.273,7.638611111111112,2.466666666666667,0,5.171944444444446,Medical or Educational Campus,Metro Area,0,0.8917481095117521,0.8593534535547254
15,0,15.774802,2.5208333333333335,2.513888888888889,0,0.006944444444444642,Multi-Unit Dwelling,Metro Area,5,0.18019165637805976,1.2036448652692935
22,1,7.944,15.355277777777776,2.3336111111111113,0,13.021666666666665,Single Family Residential,Metro Area,1,2.067902727161248,-0.2800963132903314
20,0,13.5041,15.885833333333334,3.723888888888889,0,12.161944444444446,Single Family Residential,Metro Area,1,2.3725390762054896,-0.03445638791085424
11,0,13.6811,2.1013888888888888,2.096111111111111,0,0.005277777777777715,Multi-Unit Dwelling,Metro Area,5,-0.021464677932097106,1.2105509475628007
13,0,21.504,18.98027777777778,3.473888888888889,0,15.50638888888889,Retail,Metro Area,0,1.688795637023926,0.6845214248310215
16,0,18.551001,2.8105555555555557,2.625,0,0.1855555555555557,Single Family Residential,Metro Area,1,0.5820763924705556,0.06251622128391979
18,0,4.967,0.3069444444444444,0.2913888888888888,1,0.0155555555555556,Corridor,Non-Metro,3,-3.428603383057713,-4.269476865171336
21,0,5.8757,21.25138888888889,1.8008333333333333,0,19.450555555555557,Single Family Residential,Metro Area,1,2.2671164356156654,-0.2265210800870563
9,0,47.084599,23.898888888888887,10.49638888888889,0,13.402499999999998,Single Family Residential,Metro Area,1,3.1780778963165908,0.363922989993797
9,0,37.889999,1.3913888888888888,1.385,1,0.006388888888888777,Corridor,Metro Area,3,-2.666009831020868,0.43663875793827756
19,0,37.8992,17.27611111111111,5.221111111111111,0,12.055,Single Family Residential,Metro Area,1,2.6717498085481974,0.12116813166223965
14,0,5.591953,1.1544444444444444,1.15,0,0.004444444444444473,Multi-Unit Dwelling,Metro Area,5,-0.48141674871104456,1.0257145396467724
18,0,6.5695,11.952222222222222,1.2794444444444444,0,10.672777777777778,Single Family Residential,Metro Area,1,1.6468100800907575,-0.21552876376273444
20,0,36.174824,12.86,6.810555555555555,0,6.049444444444444,Multi-Unit Dwelling,Metro Area,5,2.2024808642496523,1.3206873707437337
11,1,32.000954,4.501944444444445,4.497777777777777,0,0.004166666666667318,Retail,Metro Area,0,0.1256517581242597,0.7711010609153154
17,1,30.436001,1.133888888888889,1.1166666666666667,1,0.01722222222222225,Corridor,Metro Area,3,-2.7819708230173776,0.18341525201955552
10,0,27.552088,9.038611111111113,7.556111111111111,0,1.4825000000000017,Transit Facility,Metro Area,0,1.381099539601829,0.9572360622285047
21,0,1.4408,15.117222222222226,0.3425,0,14.774722222222227,Single Family Residential,Undesignated,2,1.605289535630743,-4.8663578266588665
16,0,33.6716,14.505,4.848888888888889,0,9.656111111111112,Single Family Residential,Metro Area,1,2.4411951864065635,0.13055187191639964
13,0,9.647,0.3127777777777777,0.3075,1,0.005277777777777715,Undesignated,Metro Area,3,-3.23960645331378,0.3212625267822585
16,0,4.4792,23.218611111111112,1.2819444444444446,0,21.936666666666667,Single Family Residential,Metro Area,1,2.1578668773348966,-0.25015867800194985
19,0,6.1001,21.482222222222223,1.966388888888889,0,19.515833333333333,Single Family Residential,Metro Area,1,2.299590610713946,-0.1978533912553696
14,0,0.753,0.1333333333333333,0.1283333333333333,0,0.0050000000000000044,Municipal Building,Non-Metro,0,-1.672211147078915,-4.217756112466854
15,0,7.911,1.3791666666666669,1.3747222222222222,0,0.004444444444444695,Business Office,Metro Area,0,-0.5551110172835291,0.7073659755456867
11,0,15.893,3.3027777777777776,2.6433333333333335,0,0.6594444444444441,Retail,Metro Area,0,-0.0915426520762017,0.7216507091303913
7,0,46.290001,7.679444444444444,7.670555555555556,0,0.008888888888888502,Business Office,Metro Area,0,0.9863175647578719,1.2345997587755277
12,0,40.073204,72.68388888888889,7.4075,0,65.27638888888889,Multi-use Parking Garage/Lot,Metro Area,4,3.644427896801554,0.7927593719214635
17,0,3.96746,0.6625,0.6597222222222222,0,0.002777777777777768,Multi-use Parking Garage/Lot,Metro Area,4,-0.966556719887158,0.3670531765875425
8,0,7.43,6.393888888888889,1.863611111111111,0,4.530277777777778,Medical or Educational Campus,Metro Area,0,0.6191026087300995,0.75718877538132
5,0,8.3507,2.7263888888888888,2.42,0,0.3063888888888888,Single Family Residential,Metro Area,1,0.34491068066083636,0.13851359981910757
8,0,27.598499,4.59,4.285,0,0.3049999999999997,Single Family Residential,Metro Area,1,0.9937500506605081,0.26960322745694
7,0,6.082000000000001,4.428333333333334,2.0744444444444445,0,2.353888888888889,Medical or Educational Campus,Metro Area,0,0.29682450540268007,0.7894662868192587
18,0,16.639799,13.54138888888889,4.666111111111111,0,8.875277777777779,Single Family Residential,Metro Area,1,2.315682685793016,0.044360164813720314
11,0,13.774,4.614166666666667,4.576388888888889,0,0.037777777777777466,Multi-use Parking Garage/Lot,Metro Area,4,0.48286265126107836,0.7755909976378709
15,1,37.999001,1.205833333333333,1.1930555555555555,1,0.012777777777777555,Undesignated,Metro Area,3,-2.5552396292748587,0.41191393778490315
13,0,7.447727,3.1911111111111112,1.3844444444444444,0,1.8066666666666669,Business Office,Metro Area,0,0.0769136998635087,0.6869088550420134
21,1,62.067,10.481944444444444,10.474722222222224,0,0.0072222222222197985,Medical or Educational Campus,Metro Area,0,1.3925473317861508,1.0328585808502657
9,0,2.157096,0.3719444444444444,0.365,0,0.00694444444444442,Retail,Metro Area,0,-1.663848613491003,0.41192788925273793
23,0,13.4673,8.001388888888886,1.9747222222222225,0,6.026666666666664,Single Family Residential,Non-Metro,1,1.5611424997661691,-4.424925455826649
13,0,3.5,21.128888888888888,1.7352777777777777,0,19.39361111111111,Fleet,Metro Area,1,2.033661002983784,0.8041849606569982
21,0,37.027699,10.458055555555555,5.299166666666666,0,5.158888888888889,Single Family Residential,Undesignated,2,2.355017250369629,-4.2771840081838235
8,0,7.8624,2.099166666666666,2.095833333333333,0,0.0033333333333329662,Single Family Residential,Metro Area,1,0.14817952678976193,0.06045893121979342
10,1,46.832558,11.29888888888889,7.881944444444445,0,3.416944444444445,Multi-Unit Dwelling,Metro Area,5,1.9305981863551314,1.3718454838611958
18,1,8.831,1.6513888888888888,1.5244444444444445,0,0.1269444444444443,Multi-use Parking Garage/Lot,Metro Area,4,-0.40074575490303754,0.38698608902837284
8,0,73.599998,8.319444444444445,4.12,1,4.1994444444444445,Undesignated,Metro Area,3,-0.6644860404111775,0.7871759094625387
10,1,14.229,0.4313888888888889,0.4272222222222222,1,0.004166666666666652,Undesignated,Metro Area,3,-3.196425153133599,0.2943094896578266
15,0,51.351002,1.5430555555555556,1.0972222222222223,1,0.4458333333333333,Undesignated,Metro Area,3,-2.3042055059056317,0.5352966901013974
7,0,5.603,0.1786111111111111,0.1572222222222222,1,0.0213888888888889,Corridor,Metro Area,3,-3.6811638590209306,0.15560777774831977
23,0,43.4491,8.001111111111111,6.054166666666666,0,1.946944444444445,Single Family Residential,Metro Area,1,1.9014292188789317,0.18388608971039752
22,0,68.578728,12.454444444444444,12.451666666666666,0,0.002777777777778212,Business Office,Metro Area,0,1.682487235310328,1.1946924284427234
14,0,10.891,1.8458333333333337,1.8369444444444445,0,0.008888888888889168,Retail,Metro Area,0,-0.6398426937932796,0.6223731828817127
16,0,6.199,1.886111111111111,1.8791666666666669,0,0.006944444444444198,Medical or Educational Campus,Metro Area,0,-0.38228763487272477,0.7047572032409796
18,1,5.831531,2.410833333333333,1.9591666666666667,0,0.45166666666666644,Multi-Unit Dwelling,Metro Area,5,0.07454339869669936,0.9250777044528365
15,0,12.262,2.0236111111111112,2.0208333333333335,0,0.002777777777777768,Retail,Non-Metro,0,-0.5396739534391177,-3.66662129319035
16,0,3.63,16.995,1.2077777777777778,0,15.787222222222223,Single Family Residential,Metro Area,1,1.859809057043855,-0.2630151789891216
16,0,10.6636,15.970555555555556,4.559722222222222,0,11.410833333333334,Single Family Residential,Metro Area,1,2.4085516867979635,0.010357664214110742
12,0,13.073527,5.608333333333333,2.721111111111111,0,2.8872222222222224,Multi-Unit Dwelling,Metro Area,5,0.9732532107527045,1.1797311737714002
14,0,14.304878,4.322777777777778,4.319166666666667,0,0.0036111111111107874,Retail,Metro Area,0,0.10384455394124174,0.7720900643811591
9,0,5.506,0.9916666666666668,0.9869444444444444,0,0.004722222222222405,Business Office,Metro Area,0,-0.8590497505890141,0.7148496409976668
7,0,6.903344000000001,6.734444444444445,1.5858333333333334,0,5.148611111111111,Multi-Unit Dwelling,Metro Area,5,0.8547501656869435,1.114339770873225
10,0,7.2273,24.580555555555556,2.460277777777778,0,22.12027777777778,Single Family Residential,Metro Area,1,2.431882428828652,-0.06506640872915043
19,0,12.31,0.3052777777777777,0.2952777777777777,1,0.010000000000000009,Corridor,Metro Area,3,-3.359661376619496,0.1030921337717398
12,1,21.2861,39.53638888888889,6.9591666666666665,0,32.57722222222222,Single Family Residential,Non-Metro,1,3.4143203207439248,-4.268844746424794
16,0,52.149712,20.906111111111112,9.03138888888889,0,11.874722222222223,Multi-Unit Dwelling,Metro Area,5,2.813177351713988,1.4148115340955354
18,0,13.881,0.4047222222222222,0.3966666666666666,1,0.008055555555555594,Undesignated,Metro Area,3,-3.0855069920265135,0.3189896270194125
9,0,47.544,9.234722222222222,7.0425,0,2.192222222222222,Business Office,Metro Area,0,1.471970878147644,1.1407899692626111
15,0,15.3969,23.176666666666662,4.629444444444444,0,18.547222222222217,Single Family Residential,Metro Area,1,2.7796926477774204,0.04012615454610199
22,1,0.524475,0.0816666666666666,0.0775,0,0.004166666666666596,Retail,Metro Area,0,-1.933427274279777,0.04776832859341842
18,0,2.6369,0.6963888888888888,0.6947222222222222,0,0.0016666666666665941,Single Family Residential,Metro Area,1,-0.5160794137835288,-0.2622339555760667
6,0,13.5789,10.096666666666666,5.8436111111111115,0,4.253055555555554,Single Family Residential,Metro Area,1,1.9090039664157967,0.24065887125802868
18,0,10.278,0.2363888888888889,0.2261111111111111,1,0.010277777777777802,Corridor,Metro Area,3,-3.4452488449965992,0.08415351158752142
12,1,16.672199,4.891944444444444,3.948888888888889,0,0.9430555555555555,Single Family Residential,Metro Area,1,1.0785337711530696,0.02022015970639626
17,0,9.451,1.5983333333333334,1.593611111111111,0,0.004722222222222294,Multi-use Parking Garage/Lot,Non-Metro,4,-0.3722072677220744,-3.7744424892205126
14,0,1.847168,0.3158333333333333,0.3102777777777777,0,0.005555555555555591,Multi-Unit Dwelling,Metro Area,5,-1.1269679196433213,0.8459274809696162
17,0,10.82,0.2666666666666666,0.2666666666666666,1,0.0,Corridor,Metro Area,3,-3.419427855510723,0.10394560183753852
9,1,2.659321,0.8072222222222222,0.8036111111111112,0,0.0036111111111110095,Multi-Unit Dwelling,Metro Area,5,-0.8519586368374257,0.8804716520706354
22,0,31.734301,8.309166666666666,8.3075,0,0.0016666666666669272,Single Family Residential,Metro Area,1,1.6742842970903653,0.25946076947011926
21,1,7.3512,10.1575,6.2988888888888885,0,3.858611111111112,Single Family Residential,Metro Area,1,1.9921345045840289,-0.09335066920864232
7,0,4.71566,2.2291666666666665,1.8302777777777777,0,0.39888888888888885,Business Office,Metro Area,0,-0.3126196709480033,0.7950058737557342
16,1,41.814945,21.705833333333334,5.915555555555556,0,15.790277777777778,Leisure Destination,Metro Area,0,2.1973069327331016,0.5064659880036406
19,0,3.2569,11.585277777777778,0.5258333333333334,0,11.059444444444445,Single Family Residential,Metro Area,1,1.3373015304769664,-0.35563701546652216
8,0,26.836197,3.7275,3.7005555555555554,0,0.02694444444444466,Multi-Unit Dwelling,Metro Area,5,0.48455648364688836,1.3995937011892454
19,1,3.1398,14.417777777777774,0.6297222222222222,0,13.788055555555552,Single Family Residential,Metro Area,1,1.499304276955299,-0.4689315636130562
5,0,3.059674,12.434444444444445,1.0819444444444444,0,11.352500000000001,Municipal Building,Metro Area,0,0.7969927406619272,0.3468176027375235
12,0,15.669559,3.296388888888889,3.2755555555555556,0,0.02083333333333348,Business Office,Metro Area,0,0.15556384116283203,0.9167488583608998
14,0,3.448,0.6244444444444445,0.62,0,0.004444444444444473,Multi-use Parking Garage/Lot,Metro Area,4,-1.0306697989085862,0.3799631240142071
16,1,1.989,0.8794444444444445,0.875,0,0.004444444444444473,Municipal Building,Metro Area,0,-1.086160682392942,0.10088902377839153
22,0,12.9372,13.15277777777778,2.4391666666666665,0,10.713611111111113,Single Family Residential,Metro Area,1,2.0451188801247002,-0.1088269670067663
8,0,10.989009,7.753611111111111,3.328333333333333,0,4.425277777777778,Business Office,Metro Area,0,1.0378107006284691,0.8818535701285711
9,1,18.6,4.123055555555555,0.8533333333333334,1,3.2697222222222218,Corridor,Metro Area,3,-2.0439136806201144,0.15440138408863066
7,0,31.254242,10.609722222222222,5.945277777777778,0,4.664444444444444,Municipal Building,Metro Area,0,1.4610126226439073,0.7581061105379583
20,1,75.361,12.335833333333332,9.93138888888889,0,2.404444444444442,Single Family Residential,Metro Area,1,2.411662741810338,0.22074562576172285
22,0,2.974,0.8597222222222223,0.8497222222222223,0,0.010000000000000009,Leisure Destination,Metro Area,0,-1.0472739653380947,0.18930133616504816
8,0,3.3248,5.683888888888889,3.2780555555555555,0,2.4058333333333337,Single Family Residential,Metro Area,1,1.1190779860602338,0.00856378325559706
9,1,22.349001,0.9144444444444444,0.8944444444444445,1,0.019999999999999907,Undesignated,Metro Area,3,-2.8360466772314847,0.40631812507356013
7,0,6.879,2.2011111111111115,2.195277777777778,0,0.005833333333333357,Fleet,Metro Area,0,0.04959994137482033,1.0791515785477566
8,0,5.891,8.356666666666667,1.853888888888889,0,6.502777777777778,Leisure Destination,Metro Area,0,0.6772993908013336,0.4043600426438657
9,0,2.497,0.7169444444444445,0.7113888888888888,0,0.005555555555555647,Medical or Educational Campus,Metro Area,0,-1.126678057476772,0.6143198669913164
7,0,2.690676,2.5169444444444444,0.8655555555555555,0,1.651388888888889,Medical or Educational Campus,Metro Area,0,-0.39036519944967035,0.6379876545386188
8,0,13.777,16.913611111111113,2.6494444444444443,0,14.264166666666668,Multi-use Parking Garage/Lot,Metro Area,4,1.7146643256513032,0.6409383129503534
15,0,6.993,3.399722222222222,2.369166666666666,0,1.030555555555556,Municipal Building,Metro Area,0,0.10965283885612682,0.4119518930445269
8,0,23.121,3.9658333333333338,3.9575,0,0.008333333333333748,Business Office,Metro Area,0,0.2987853951333336,1.0398573664903972
7,0,14.231529,4.342222222222222,4.34,0,0.0022222222222225696,Business Office,Metro Area,0,0.3218304464885512,1.0288255116957021
22,0,55.40271,16.739444444444445,9.078888888888889,0,7.660555555555556,Multi-use Parking Garage/Lot,Metro Area,4,2.4304832002139913,0.8371928409477659
8,0,8.025199,6.814722222222223,2.2519444444444443,0,4.562777777777779,Medical or Educational Campus,Metro Area,0,0.7380625903034317,0.7879076771761903
22,1,4.9066,7.228333333333333,1.4066666666666667,0,5.821666666666665,Single Family Residential,Metro Area,1,1.2139788642723646,-0.35872931696489607
19,0,17.5765,9.8875,4.815,0,5.072499999999999,Single Family Residential,Metro Area,1,2.0247365385056852,0.06336243579864584
6,0,14.044682,4.1675,3.245277777777778,0,0.9222222222222225,Retail,Metro Area,0,0.06161197654458277,0.8191066467122784
13,1,6.295118,1.0977777777777775,1.0911111111111111,0,0.0066666666666663765,Multi-Unit Dwelling,Metro Area,5,-0.5665337002269515,0.923979585526192
16,1,4.7275,1.3472222222222223,1.3444444444444446,0,0.002777777777777768,Single Family Residential,Metro Area,1,-0.1704522562855456,-0.2530952402319994
8,0,6.897809,9.209444444444443,2.411388888888889,0,6.798055555555555,Retail,Metro Area,0,0.7437609041233595,0.6253779901948202
13,0,33.349998,0.6905555555555556,0.6786111111111112,1,0.011944444444444424,Corridor,Metro Area,3,-3.0272805372216234,0.30199973758380144
16,0,22.297001,14.313055555555556,2.381111111111111,0,11.931944444444444,Single Family Residential,Metro Area,1,2.110987605770091,-0.01833226171166977
22,0,5.8571,12.964722222222225,1.7738888888888888,0,11.190833333333336,Single Family Residential,Metro Area,1,1.8476657119615423,-0.21930486297798946
0,1,20.4998,6.001388888888889,2.2625,0,3.738888888888889,Single Family Residential,Metro Area,1,0.8499548358707618,0.3260654471466319
8,0,16.607191,2.8216666666666668,2.819166666666667,0,0.0024999999999999467,Business Office,Metro Area,0,-0.032987974683603996,0.9577265304633358
13,0,10.548174,1.8091666666666664,1.8038888888888889,0,0.005277777777777493,Business Office,Metro Area,0,-0.35975787416093413,0.7863224729599202
13,0,10.618,3.915277777777778,1.8027777777777776,0,2.1125000000000003,Business Office,Metro Area,0,0.3284889949819648,0.7454138205525223
19,1,27.132999,11.282777777777778,7.158611111111111,0,4.1241666666666665,Single Family Residential,Metro Area,1,2.228945956920459,0.058673943429485474
20,0,10.8062,10.429166666666667,1.926388888888889,0,8.502777777777778,Single Family Residential,Metro Area,1,1.7286842402087197,-0.13447079309824964
9,0,13.198,0.3755555555555555,0.3652777777777777,1,0.010277777777777775,Undesignated,Metro Area,3,-3.2102178078472883,0.4100842689975021
14,0,14.1345,18.73,6.151666666666666,0,12.578333333333333,Single Family Residential,Non-Metro,1,2.6972106115919003,-4.202184992078648
14,0,12.791,66.03,2.2486111111111113,0,63.78138888888889,Municipal Building,Metro Area,1,2.7374819697591226,0.3543003455332016
12,1,15.136,2.066388888888889,2.060277777777778,0,0.006111111111111178,Leisure Destination,Undesignated,2,-0.31346588061818065,-4.012326458654914
5,0,12.422713,2.046111111111111,2.042777777777778,0,0.0033333333333334103,Medical or Educational Campus,Metro Area,0,-0.4191803541197979,0.9387923368917171
10,0,4.229532,0.7438888888888889,0.7419444444444444,0,0.0019444444444445264,Retail,Metro Area,0,-1.3264289822542714,0.49455304695108043
16,0,6.095,0.2619444444444444,0.2511111111111111,1,0.010833333333333306,Corridor,Non-Metro,3,-3.469207035059778,-4.24150993539401
12,0,13.179,2.234166666666667,2.231388888888889,0,0.002777777777777768,Municipal Building,Metro Area,0,-0.30491409760393945,0.5184517333406599
19,1,33.078998999999996,0.5477777777777778,0.5372222222222223,1,0.01055555555555554,Undesignated,Metro Area,3,-2.943603751345406,0.2934106623754395
0,1,7.7114,10.259722222222225,2.234722222222222,0,8.025000000000002,Single Family Residential,Metro Area,1,1.231707935633063,0.21552937091816832
9,0,29.460196999999997,4.958888888888889,4.953333333333333,0,0.005555555555555536,Multi-Unit Dwelling,Metro Area,5,0.770566289065687,1.439724183517742
17,0,28.428452000000004,15.759444444444444,7.457777777777777,0,8.301666666666666,Multi-Unit Dwelling,Metro Area,5,2.4050547217214144,1.3274929096573371
16,0,13.561481,3.256111111111111,2.2311111111111113,0,1.025,Multi-Unit Dwelling,Metro Area,5,0.46892740957016216,1.1372444090547071
23,1,9.0876,16.401666666666667,1.6075,0,14.794166666666667,Single Family Residential,Metro Area,1,1.9989744239819398,-0.32511266671018224
7,0,14.262,2.535277777777778,2.4394444444444443,0,0.09583333333333366,Business Office,Metro Area,0,-0.13865410682476118,0.9379637073825438
0,1,9.9336,38.666666666666664,1.5333333333333334,0,37.13333333333333,Single Family Residential,Metro Area,1,2.2425221242988935,0.1463734240498221
0,0,12.759,0.7694444444444445,0.7572222222222222,1,0.012222222222222245,Corridor,Metro Area,3,-3.452680657321301,0.63473321488597
22,0,22.48,0.4166666666666667,0.285,1,0.1316666666666667,Undesignated,Metro Area,3,-3.023499973059349,0.31289119330231885
8,0,6.54,1.5672222222222223,1.5627777777777778,0,0.004444444444444473,Leisure Destination,Metro Area,0,-0.7572597661412006,0.4628580504627859
1,0,55.719028,16.323333333333334,9.658888888888889,0,6.664444444444445,Transit Facility,Metro Area,0,2.0126385347988895,1.2892355352268323
12,0,13.3122,3.4875,3.485,0,0.0024999999999999467,Single Family Residential,Metro Area,1,0.6732209889488099,0.123198688089927
5,0,24.418000000000003,7.623333333333333,4.076944444444445,0,3.546388888888888,Medical or Educational Campus,Metro Area,0,1.0390753427599773,1.044202607442322
20,0,16.126499,12.5375,4.421944444444446,0,8.115555555555554,Single Family Residential,Metro Area,1,2.2345463225095457,0.020199537829164473
21,0,2.194,0.0588888888888888,0.0511111111111111,1,0.007777777777777703,Undesignated,Metro Area,3,-3.5310449309020213,0.09071892401335767
8,1,6.12,21.85611111111111,4.315277777777778,0,17.54083333333333,Medical or Educational Campus,Metro Area,0,1.9543566370500935,0.7017586670344279
9,0,14.314564,2.0594444444444444,2.051388888888889,0,0.008055555555555483,Multi-use Parking Garage/Lot,Metro Area,4,-0.24782773909292197,0.6887309481592067
23,0,4.3251,7.0,1.3916666666666666,0,5.608333333333333,Single Family Residential,Metro Area,1,1.2347081194866878,-0.2588561059939469
