hour,is_weekend,energy_kwh,total_duration,charge_duration,is_dcfc,overstay_hours,venue,land_use,cluster,pca1,pca2
17,0,17.080099,14.338333333333331,1.833888888888889,0,12.504444444444442,Single Family Residential,Metro Area,1,1.9976015379253793,-0.08645819450997705
17,1,25.559,13.825555555555557,2.722777777777778,0,11.102777777777778,Single Family Residential,Metro Area,1,2.100760780754146,-0.11095107556340555
7,0,5.542000000000001,2.2183333333333337,2.079166666666667,0,0.13916666666666666,Medical or Educational Campus,Metro Area,0,-0.3608759654215017,0.8218074535399098
8,0,14.11341,7.8597222222222225,2.6638888888888888,0,5.195833333333334,Business Office,Metro Area,0,1.004328427628394,0.8676916527833355
21,0,10.744,0.3858333333333333,0.3713888888888889,1,0.014444444444444426,Corridor,Metro Area,3,-3.288164986383867,0.08731288843216654
11,0,7.855,19.358055555555556,2.7125,0,16.645555555555557,Single Family Residential,Metro Area,1,2.2858588042321455,-0.04979181238061498
9,0,13.960207999999998,3.35,3.3433333333333333,0,0.006666666666666821,Multi-use Parking Garage/Lot,Metro Area,4,0.15544152242496703,0.7567801213567786
21,0,20.1826,11.339722222222225,3.151666666666667,0,8.188055555555557,Single Family Residential,Metro Area,1,2.0434289780035733,-0.017702251999778127
0,0,12.6393,2.5,2.498611111111111,0,0.001388888888889106,Single Family Residential,Non-Metro,1,0.01064156421471559,-3.832495927367324
14,1,3.1271,19.51861111111111,1.5308333333333333,0,17.987777777777776,Single Family Residential,Non-Metro,1,1.9877694696577577,-4.651697831298332
7,0,9.622,4.330277777777778,1.7661111111111112,0,2.564166666666667,Hotel,Non-Metro,0,0.33277029681258535,-3.624735757954362
12,0,0.816177,0.25,0.2458333333333333,0,0.004166666666666707,Retail,Metro Area,0,-1.7823114377458291,0.29939139205408766
13,0,22.3986,3.0677777777777777,3.0655555555555556,0,0.0022222222222221255,Single Family Residential,Metro Area,1,0.6161561213899376,0.13963912487906885
13,0,17.3358,4.265833333333333,4.263888888888889,0,0.0019444444444438602,Single Family Residential,Metro Area,1,0.8910453239142048,0.16748084783350695
14,0,6.096,0.2922222222222222,0.2811111111111111,1,0.011111111111111127,Corridor,Metro Area,3,-3.4720347835426715,0.0849580767171673
15,1,36.102699,19.9725,5.455,0,14.5175,Single Family Residential,Metro Area,1,2.735848411134727,0.03594918835024221
14,0,8.3105,1.970555555555556,1.4058333333333333,0,0.5647222222222228,Single Family Residential,Metro Area,1,0.20412655967807802,-0.08115126307961573
13,1,30.096354,5.058055555555556,5.050833333333333,0,0.007222222222222463,Leisure Destination,Metro Area,0,0.3748469730408606,0.585061897135298
7,0,4.520097,1.3222222222222222,1.3144444444444443,0,0.007777777777777883,Multi-use Parking Garage/Lot,Metro Area,4,-0.692599953779999,0.5698856845547926
15,1,1.215344,0.5405555555555556,0.5344444444444445,0,0.006111111111111067,Multi-use Parking Garage/Lot,Metro Area,4,-1.1995763773632027,0.174906617979758
6,0,7.224963000000001,9.071388888888889,3.756666666666667,0,5.314722222222222,Business Office,Metro Area,0,1.152203165573665,0.8974895786203336
12,0,3.238019,0.6461111111111111,0.5291666666666667,0,0.1169444444444444,Multi-Unit Dwelling,Metro Area,5,-0.8614134469522403,0.9338734160023353
20,1,9.1351,9.074166666666668,2.988611111111111,0,6.085555555555557,Single Family Residential,Undesignated,2,1.8618318429432874,-4.6072266330615586
18,0,31.08,14.918333333333331,4.040555555555556,0,10.877777777777776,Single Family Residential,Metro Area,1,2.406037310032866,0.0736722357376928
7,0,10.156137,4.076666666666667,4.073055555555555,0,0.0036111111111116756,Medical or Educational Campus,Metro Area,0,0.19529265536559606,0.9777013520677665
16,0,5.157308,0.8725,0.8672222222222222,0,0.005277777777777826,Retail,Metro Area,0,-1.1644168413341547,0.4560698517829729
14,0,32.298,0.6366666666666667,0.5625,1,0.07416666666666671,Corridor,Metro Area,3,-3.0611607662102944,0.2718907134093161
6,0,10.075,10.235833333333334,3.1666666666666665,0,7.069166666666668,Multi-use Parking Garage/Lot,Metro Area,4,1.2739007301546093,0.6983306010703589
16,0,42.176403,7.458055555555555,7.454444444444444,0,0.0036111111111107874,Multi-use Parking Garage/Lot,Metro Area,4,1.0969556949349353,0.9091131666723677
