evse_id,metro_area,land_use,region,num_ports,charge_level,venue,pricing
22619,Undesignated,Metro Area,East North Central,1,DCFC,Undesignated,Paid
26520,Undesignated,Metro Area,East North Central,1,DCFC,Undesignated,Free
26666,"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",Metro Area,East North Central,1,DCFC,Undesignated,Paid
26562,"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",Metro Area,East North Central,1,DCFC,Undesignated,Free
26565,"Detroit-Warren-Dearborn, MI Metro Area",Metro Area,East North Central,1,DCFC,Corridor,Paid
22655,Undesignated,Metro Area,East North Central,1,DCFC,Undesignated,Free
26800,"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",Metro Area,East North Central,1,DCFC,Corridor,Paid
22640,Undesignated,Metro Area,East North Central,1,DCFC,Undesignated,Free
26961,"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",Metro Area,East North Central,1,DCFC,Undesignated,Free
26892,Undesignated,Metro Area,East North Central,1,DCFC,Corridor,Free
26825,"Detroit-Warren-Dearborn, MI Metro Area",Metro Area,East North Central,1,DCFC,Corridor,Paid
26841,Undesignated,Metro Area,East North Central,1,DCFC,Undesignated,Free
27008,Undesignated,Metro Area,East North Central,1,DCFC,Corridor,Free
27044,Undesignated,Metro Area,East North Central,1,DCFC,Undesignated,Free
22541,Undesignated,Metro Area,East North Central,1,DCFC,Undesignated,Paid
22548,"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",Metro Area,East North Central,1,DCFC,Undesignated,Free
22549,"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",Metro Area,East North Central,1,DCFC,Undesignated,Free
22467,Undesignated,Metro Area,East North Central,1,DCFC,Undesignated,Free
22473,Undesignated,Metro Area,East North Central,1,DCFC,Corridor,Paid
22474,Undesignated,Metro Area,East North Central,1,DCFC,Corridor,Paid
22425,"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",Metro Area,East North Central,1,DCFC,Undesignated,Free
22426,"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",Metro Area,East North Central,1,DCFC,Undesignated,Free
22428,"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",Metro Area,East North Central,1,DCFC,Undesignated,Free
22429,"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",Metro Area,East North Central,1,DCFC,Corridor,Free
22412,Undesignated,Metro Area,East North Central,1,DCFC,Undesignated,Free
22489,"Ann Arbor, MI Metro Area",Metro Area,East North Central,1,DCFC,Corridor,Paid
22490,Undesignated,Metro Area,East North Central,1,DCFC,Corridor,Paid
22491,Undesignated,Metro Area,East North Central,1,DCFC,Corridor,Paid
22374,"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",Metro Area,East North Central,1,DCFC,Undesignated,Free
22298,Undesignated,Metro Area,East North Central,1,DCFC,Undesignated,Free
14083,Undesignated,Metro Area,East North Central,1,DCFC,Undesignated,Paid
14104,"Ann Arbor, MI Metro Area",Metro Area,East North Central,1,DCFC,Corridor,Paid
14036,Undesignated,Metro Area,East North Central,1,DCFC,Undesignated,Paid
30244,"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",Metro Area,East North Central,1,DCFC,Undesignated,Free
29901,"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",Metro Area,East North Central,1,DCFC,Undesignated,Free
29905,Undesignated,Metro Area,East North Central,1,DCFC,Undesignated,Free
29868,"Detroit-Warren-Dearborn, MI Metro Area",Metro Area,East North Central,1,DCFC,Undesignated,Free
29880,"Detroit-Warren-Dearborn, MI Metro Area",Metro Area,East North Central,1,DCFC,Corridor,Free
29882,"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",Metro Area,East North Central,1,DCFC,Undesignated,Free
29836,Undesignated,Metro Area,East North Central,1,DCFC,Undesignated,Paid
29826,Undesignated,Metro Area,East North Central,1,DCFC,Undesignated,Paid
29954,Undesignated,Metro Area,East North Central,1,DCFC,Corridor,Free
30024,Undesignated,Metro Area,East North Central,1,DCFC,Undesignated,Free
30026,Undesignated,Metro Area,East North Central,1,DCFC,Undesignated,Free
30028,"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",Metro Area,East North Central,1,DCFC,Undesignated,Paid
30029,Undesignated,Metro Area,East North Central,1,DCFC,Undesignated,Free
30031,"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",Metro Area,East North Central,1,DCFC,Undesignated,Free
30080,"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",Metro Area,East North Central,1,DCFC,Undesignated,Free
30138,Undesignated,Metro Area,East North Central,1,DCFC,Corridor,Free
30101,Undesignated,Metro Area,East North Central,1,DCFC,Corridor,Paid
30102,Undesignated,Metro Area,East North Central,1,DCFC,Undesignated,Free
30173,Undesignated,Metro Area,East North Central,1,DCFC,Undesignated,Free
30175,Undesignated,Metro Area,East North Central,1,DCFC,Undesignated,Free
30156,Undesignated,Metro Area,East North Central,1,DCFC,Undesignated,Free
30162,"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",Metro Area,East North Central,1,DCFC,Undesignated,Free
30163,"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",Metro Area,East North Central,1,DCFC,Corridor,Paid
30164,"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",Metro Area,East North Central,1,DCFC,Corridor,Paid
30166,Undesignated,Metro Area,East North Central,1,DCFC,Undesignated,Free
30213,Undesignated,Metro Area,East North Central,1,DCFC,Undesignated,Free
30214,Undesignated,Metro Area,East North Central,1,DCFC,Undesignated,Free
30222,"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",Metro Area,East North Central,1,DCFC,Corridor,Free
30227,Undesignated,Metro Area,East North Central,1,DCFC,Undesignated,Free
30196,"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",Metro Area,East North Central,1,DCFC,Undesignated,Free
30200,Undesignated,Metro Area,East North Central,1,DCFC,Undesignated,Free
30201,Undesignated,Metro Area,East North Central,1,DCFC,Undesignated,Free
30207,Undesignated,Metro Area,East North Central,1,DCFC,Corridor,Free
33716,Undesignated,Metro Area,East North Central,1,DCFC,Undesignated,Free
33718,Undesignated,Metro Area,East North Central,1,DCFC,Undesignated,Free
33649,"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",Metro Area,East North Central,1,DCFC,Undesignated,Free
33637,Undesignated,Metro Area,East North Central,1,DCFC,Undesignated,Free
33666,"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",Metro Area,East North Central,1,DCFC,Undesignated,Free
33738,Undesignated,Metro Area,East North Central,1,DCFC,Undesignated,Free
33754,Undesignated,Metro Area,East North Central,1,DCFC,Undesignated,Free
33769,Undesignated,Metro Area,East North Central,1,DCFC,Undesignated,Free
33795,"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",Metro Area,East North Central,1,DCFC,Corridor,Free
33796,"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",Metro Area,East North Central,1,DCFC,Corridor,Free
33810,Undesignated,Metro Area,East North Central,1,DCFC,Undesignated,Free
33812,Undesignated,Metro Area,East North Central,1,DCFC,Undesignated,Free
33818,"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",Metro Area,East North Central,1,DCFC,Undesignated,Free
33832,Undesignated,Metro Area,East North Central,1,DCFC,Undesignated,Free
33821,"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",Metro Area,East North Central,1,DCFC,Undesignated,Paid
33861,Undesignated,Metro Area,East North Central,1,DCFC,Undesignated,Free
33863,Undesignated,Metro Area,East North Central,1,DCFC,Corridor,Paid
33866,Undesignated,Metro Area,East North Central,1,DCFC,Undesignated,Free
33892,Undesignated,Metro Area,East North Central,1,DCFC,Undesignated,Free
33903,Undesignated,Metro Area,East North Central,1,DCFC,Undesignated,Free
33501,Undesignated,Metro Area,East North Central,1,DCFC,Corridor,Free
33504,"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",Metro Area,East North Central,1,DCFC,Undesignated,Free
33505,"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",Metro Area,East North Central,1,DCFC,Undesignated,Free
33508,Undesignated,Metro Area,East North Central,1,DCFC,Undesignated,Free
33545,Undesignated,Metro Area,East North Central,1,DCFC,Undesignated,Free
33559,"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",Metro Area,East North Central,1,DCFC,Corridor,Free
33629,"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",Metro Area,East North Central,1,DCFC,Undesignated,Free
33616,Undesignated,Metro Area,East North Central,1,DCFC,Undesignated,Free
33993,Undesignated,Metro Area,East North Central,1,DCFC,Undesignated,Free
37512,Undesignated,Metro Area,East North Central,1,DCFC,Undesignated,Free
37497,Undesignated,Metro Area,East North Central,1,DCFC,Undesignated,Free
37492,Undesignated,Metro Area,East North Central,1,DCFC,Undesignated,Free
37441,Undesignated,Metro Area,East North Central,1,DCFC,Undesignated,Free
37470,Undesignated,Metro Area,East North Central,1,DCFC,Corridor,Paid
37471,Undesignated,Metro Area,East North Central,1,DCFC,Corridor,Paid
37473,"Detroit-Warren-Dearborn, MI Metro Area",Metro Area,East North Central,1,DCFC,Undesignated,Free
37485,Undesignated,Metro Area,East North Central,1,DCFC,Undesignated,Free
37486,Undesignated,Metro Area,East North Central,1,DCFC,Undesignated,Free
37488,Undesignated,Metro Area,East North Central,1,DCFC,Undesignated,Free
37489,"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",Metro Area,East North Central,1,DCFC,Undesignated,Free
37490,"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",Metro Area,East North Central,1,DCFC,Undesignated,Free
37537,Undesignated,Metro Area,East North Central,1,DCFC,Undesignated,Free
37539,Undesignated,Metro Area,East North Central,1,DCFC,Undesignated,Free
37501,Undesignated,Metro Area,East North Central,1,DCFC,Undesignated,Free
37518,Undesignated,Metro Area,East North Central,1,DCFC,Undesignated,Free
37612,"Detroit-Warren-Dearborn, MI Metro Area",Metro Area,East North Central,1,DCFC,Undesignated,Free
37587,Undesignated,Metro Area,East North Central,1,DCFC,Undesignated,Free
37555,"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",Metro Area,East North Central,1,DCFC,Undesignated,Free
37362,Undesignated,Metro Area,East North Central,1,DCFC,Undesignated,Free
37371,Undesignated,Metro Area,East North Central,1,DCFC,Undesignated,Free
37372,Undesignated,Metro Area,East North Central,1,DCFC,Undesignated,Free
37283,"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",Metro Area,East North Central,1,DCFC,Corridor,Free
37332,Undesignated,Metro Area,East North Central,1,DCFC,Undesignated,Free
37621,Undesignated,Metro Area,East North Central,1,DCFC,Undesignated,Free
41356,Undesignated,Metro Area,East North Central,1,DCFC,Undesignated,Free
41365,Undesignated,Metro Area,East North Central,1,DCFC,Undesignated,Free
41427,Undesignated,Metro Area,East North Central,1,DCFC,Undesignated,Free
41263,"Ann Arbor, MI Metro Area",Metro Area,East North Central,1,DCFC,Undesignated,Free
41337,Undesignated,Metro Area,East North Central,1,DCFC,Undesignated,Free
41339,Undesignated,Metro Area,East North Central,1,DCFC,Undesignated,Paid
41340,Undesignated,Metro Area,East North Central,1,DCFC,Undesignated,Free
41216,Undesignated,Metro Area,East North Central,1,DCFC,Undesignated,Paid
40993,Undesignated,Metro Area,East North Central,1,DCFC,Undesignated,Free
41062,Undesignated,Metro Area,East North Central,1,DCFC,Undesignated,Free
41063,Undesignated,Metro Area,East North Central,1,DCFC,Undesignated,Free
40951,Undesignated,Metro Area,East North Central,1,DCFC,Undesignated,Free
40933,Undesignated,Metro Area,East North Central,1,DCFC,Undesignated,Free
40934,Undesignated,Metro Area,East North Central,1,DCFC,Undesignated,Free
40961,Undesignated,Metro Area,East North Central,1,DCFC,Undesignated,Free
40967,Undesignated,Metro Area,East North Central,1,DCFC,Undesignated,Paid
41117,"Detroit-Warren-Dearborn, MI Metro Area",Metro Area,East North Central,1,DCFC,Undesignated,Free
41201,"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",Metro Area,East North Central,1,DCFC,Undesignated,Free
41175,Undesignated,Metro Area,East North Central,1,DCFC,Undesignated,Free
37635,Undesignated,Metro Area,East North Central,1,DCFC,Undesignated,Free
37668,"Detroit-Warren-Dearborn, MI Metro Area",Metro Area,East North Central,1,DCFC,Corridor,Free
37669,"Detroit-Warren-Dearborn, MI Metro Area",Metro Area,East North Central,1,DCFC,Corridor,Free
37689,"Detroit-Warren-Dearborn, MI Metro Area",Metro Area,East North Central,2,DCFC,Undesignated,Free
37700,"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",Metro Area,East North Central,1,DCFC,Undesignated,Free
37702,Undesignated,Metro Area,East North Central,1,DCFC,Undesignated,Free
37703,Undesignated,Metro Area,East North Central,1,DCFC,Undesignated,Free
37742,Undesignated,Metro Area,East North Central,1,DCFC,Undesignated,Free
37749,Undesignated,Metro Area,East North Central,1,DCFC,Undesignated,Free
37625,"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",Metro Area,East North Central,1,DCFC,Undesignated,Free
37725,Undesignated,Metro Area,East North Central,1,DCFC,Undesignated,Free
37771,"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",Metro Area,East North Central,1,DCFC,Corridor,Free
37772,"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",Metro Area,East North Central,1,DCFC,Undesignated,Free
37660,Undesignated,Metro Area,East North Central,1,DCFC,Undesignated,Free
37662,Undesignated,Metro Area,East North Central,1,DCFC,Undesignated,Free
37718,"Detroit-Warren-Dearborn, MI Metro Area",Metro Area,East North Central,1,DCFC,Corridor,Free
37721,Undesignated,Metro Area,East North Central,1,DCFC,Undesignated,Free
37832,"Detroit-Warren-Dearborn, MI Metro Area",Metro Area,East North Central,1,DCFC,Undesignated,Free
37834,"Detroit-Warren-Dearborn, MI Metro Area",Metro Area,East North Central,1,DCFC,Undesignated,Free
37787,Undesignated,Metro Area,East North Central,1,DCFC,Undesignated,Free
37875,"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",Metro Area,East North Central,1,DCFC,Corridor,Free
6036,Undesignated,Metro Area,Mountain,1,DCFC,Undesignated,Free
6057,Undesignated,Metro Area,Mountain,1,DCFC,Undesignated,Free
6129,Undesignated,Metro Area,Mountain,1,DCFC,Undesignated,Free
6136,"Las Vegas-Henderson-Paradise, NV Metro Area",Metro Area,Mountain,1,DCFC,Undesignated,Undesignated
5349,Undesignated,Metro Area,Mountain,1,DCFC,Corridor,Paid
5367,Undesignated,Metro Area,Mountain,1,DCFC,Corridor,Paid
5341,Undesignated,Metro Area,Mountain,1,DCFC,Undesignated,Free
5344,"Denver-Aurora-Lakewood, CO Metro Area",Metro Area,Mountain,1,DCFC,Corridor,Paid
5270,"Denver-Aurora-Lakewood, CO Metro Area",Metro Area,Mountain,1,DCFC,Corridor,Paid
5292,Undesignated,Metro Area,Mountain,1,DCFC,Undesignated,Free
5312,Undesignated,Metro Area,Mountain,1,DCFC,Corridor,Paid
5354,Undesignated,Metro Area,Mountain,1,DCFC,Corridor,Paid
973,"Las Vegas-Henderson-Paradise, NV Metro Area",Metro Area,Mountain,1,DCFC,Undesignated,Paid
987,"Boulder, CO Metro Area",Metro Area,Mountain,1,DCFC,Undesignated,Free
950,Undesignated,Metro Area,Mountain,1,DCFC,Undesignated,Free
1044,Undesignated,Metro Area,Mountain,1,DCFC,Undesignated,Undesignated
1205,Undesignated,Metro Area,Mountain,1,DCFC,Undesignated,Free
1206,Undesignated,Metro Area,Mountain,1,DCFC,Undesignated,Free
1876,Undesignated,Metro Area,Mountain,1,DCFC,Undesignated,Free
1905,Undesignated,Metro Area,Mountain,1,DCFC,Undesignated,Free
1897,"Denver-Aurora-Lakewood, CO Metro Area",Metro Area,Mountain,1,DCFC,Undesignated,Free
1938,"Reno, NV Metro Area",Metro Area,Mountain,1,DCFC,Undesignated,Free
1823,"Las Vegas-Henderson-Paradise, NV Metro Area",Metro Area,Mountain,1,DCFC,Undesignated,Free
1967,Undesignated,Metro Area,Mountain,1,DCFC,Corridor,Free
1971,Undesignated,Metro Area,Mountain,1,DCFC,Corridor,Free
899,Undesignated,Metro Area,Mountain,1,DCFC,Corridor,Paid
900,"Denver-Aurora-Lakewood, CO Metro Area",Metro Area,Mountain,1,DCFC,Undesignated,Paid
932,Undesignated,Metro Area,Mountain,1,DCFC,Corridor,Paid
829,Undesignated,Metro Area,Mountain,1,DCFC,Undesignated,Undesignated
835,Undesignated,Metro Area,Mountain,1,DCFC,Undesignated,Free
1375,"Denver-Aurora-Lakewood, CO Metro Area",Metro Area,Mountain,1,DCFC,Corridor,Free
1336,"Denver-Aurora-Lakewood, CO Metro Area",Metro Area,Mountain,1,DCFC,Undesignated,Free
1337,"Denver-Aurora-Lakewood, CO Metro Area",Metro Area,Mountain,1,DCFC,Corridor,Paid
1296,"Denver-Aurora-Lakewood, CO Metro Area",Metro Area,Mountain,1,DCFC,Undesignated,Paid
1501,"Las Vegas-Henderson-Paradise, NV Metro Area",Metro Area,Mountain,1,DCFC,Undesignated,Paid
1536,"Phoenix-Mesa-Chandler, AZ Metro Area",Metro Area,Mountain,1,DCFC,Undesignated,Paid
1537,"Phoenix-Mesa-Chandler, AZ Metro Area",Metro Area,Mountain,1,DCFC,Corridor,Free
1538,"Phoenix-Mesa-Chandler, AZ Metro Area",Metro Area,Mountain,1,DCFC,Corridor,Paid
1539,"Phoenix-Mesa-Chandler, AZ Metro Area",Metro Area,Mountain,1,DCFC,Undesignated,Paid
1576,"Las Vegas-Henderson-Paradise, NV Metro Area",Metro Area,Mountain,1,DCFC,Undesignated,Paid
1572,Undesignated,Metro Area,Mountain,1,DCFC,Undesignated,Undesignated
1623,Undesignated,Metro Area,Mountain,1,DCFC,Undesignated,Paid
1624,"Denver-Aurora-Lakewood, CO Metro Area",Metro Area,Mountain,1,DCFC,Corridor,Free
1614,"Las Vegas-Henderson-Paradise, NV Metro Area",Metro Area,Mountain,1,DCFC,Undesignated,Paid
1618,"Denver-Aurora-Lakewood, CO Metro Area",Metro Area,Mountain,1,DCFC,Undesignated,Free
1619,"Denver-Aurora-Lakewood, CO Metro Area",Metro Area,Mountain,1,DCFC,Undesignated,Free
1620,"Denver-Aurora-Lakewood, CO Metro Area",Metro Area,Mountain,1,DCFC,Undesignated,Free
1688,"Denver-Aurora-Lakewood, CO Metro Area",Metro Area,Mountain,1,DCFC,Corridor,Free
1689,"Denver-Aurora-Lakewood, CO Metro Area",Metro Area,Mountain,1,DCFC,Corridor,Paid
1694,"Las Vegas-Henderson-Paradise, NV Metro Area",Metro Area,Mountain,1,DCFC,Undesignated,Paid
1695,"Denver-Aurora-Lakewood, CO Metro Area",Metro Area,Mountain,1,DCFC,Undesignated,Free
1706,"Phoenix-Mesa-Chandler, AZ Metro Area",Metro Area,Mountain,1,DCFC,Undesignated,Paid
1700,Undesignated,Metro Area,Mountain,1,DCFC,Undesignated,Free
1697,Undesignated,Metro Area,Mountain,1,DCFC,Corridor,Undesignated
1698,Undesignated,Metro Area,Mountain,1,DCFC,Corridor,Paid
1719,Undesignated,Metro Area,Mountain,1,DCFC,Undesignated,Free
1712,Undesignated,Metro Area,Mountain,1,DCFC,Undesignated,Undesignated
1721,Undesignated,Metro Area,Mountain,1,DCFC,Undesignated,Undesignated
1723,Undesignated,Metro Area,Mountain,1,DCFC,Undesignated,Free
1729,"Phoenix-Mesa-Chandler, AZ Metro Area",Metro Area,Mountain,1,DCFC,Undesignated,Free
1730,"Phoenix-Mesa-Chandler, AZ Metro Area",Metro Area,Mountain,1,DCFC,Undesignated,Free
1731,"Phoenix-Mesa-Chandler, AZ Metro Area",Metro Area,Mountain,1,DCFC,Undesignated,Free
1738,"Phoenix-Mesa-Chandler, AZ Metro Area",Metro Area,Mountain,1,DCFC,Undesignated,Free
1745,"Reno, NV Metro Area",Metro Area,Mountain,1,DCFC,Undesignated,Free
1743,"Reno, NV Metro Area",Metro Area,Mountain,1,DCFC,Undesignated,Paid
407,"Denver-Aurora-Lakewood, CO Metro Area",Metro Area,Mountain,1,DCFC,Corridor,Undesignated
403,"Denver-Aurora-Lakewood, CO Metro Area",Metro Area,Mountain,1,DCFC,Corridor,Undesignated
429,"Denver-Aurora-Lakewood, CO Metro Area",Metro Area,Mountain,1,DCFC,Corridor,Undesignated
518,"Boulder, CO Metro Area",Metro Area,Mountain,1,DCFC,Corridor,Undesignated
521,Undesignated,Metro Area,Mountain,1,DCFC,Corridor,Undesignated
507,Undesignated,Metro Area,Mountain,1,DCFC,Corridor,Undesignated
1814,Undesignated,Metro Area,Mountain,1,DCFC,Undesignated,Free
1816,Undesignated,Metro Area,Mountain,1,DCFC,Undesignated,Free
22372,Undesignated,Metro Area,Mountain,1,DCFC,Corridor,Paid
22354,Undesignated,Metro Area,Mountain,1,DCFC,Undesignated,Paid
22432,Undesignated,Metro Area,Mountain,1,DCFC,Corridor,Paid
22437,Undesignated,Metro Area,Mountain,1,DCFC,Undesignated,Free
22438,"Reno, NV Metro Area",Metro Area,Mountain,1,DCFC,Undesignated,Free
27048,Undesignated,Metro Area,Mountain,1,DCFC,Undesignated,Free
27051,"Las Vegas-Henderson-Paradise, NV Metro Area",Metro Area,Mountain,1,DCFC,Undesignated,Free
26988,"Las Vegas-Henderson-Paradise, NV Metro Area",Metro Area,Mountain,1,DCFC,Undesignated,Free
27062,Undesignated,Metro Area,Mountain,1,DCFC,Undesignated,Free
27070,"Las Vegas-Henderson-Paradise, NV Metro Area",Metro Area,Mountain,1,DCFC,Undesignated,Free
26856,"Phoenix-Mesa-Chandler, AZ Metro Area",Metro Area,Mountain,1,DCFC,Undesignated,Free
26857,"Phoenix-Mesa-Chandler, AZ Metro Area",Metro Area,Mountain,1,DCFC,Undesignated,Free
26813,"Las Vegas-Henderson-Paradise, NV Metro Area",Metro Area,Mountain,1,DCFC,Undesignated,Free
26895,Undesignated,Metro Area,Mountain,1,DCFC,Undesignated,Free
22674,"Phoenix-Mesa-Chandler, AZ Metro Area",Metro Area,Mountain,1,DCFC,Undesignated,Free
22638,Undesignated,Metro Area,Mountain,1,DCFC,Corridor,Free
26798,"Phoenix-Mesa-Chandler, AZ Metro Area",Metro Area,Mountain,1,DCFC,Undesignated,Free
26799,"Phoenix-Mesa-Chandler, AZ Metro Area",Metro Area,Mountain,1,DCFC,Undesignated,Free
22695,"Denver-Aurora-Lakewood, CO Metro Area",Metro Area,Mountain,1,DCFC,Corridor,Paid
22696,"Denver-Aurora-Lakewood, CO Metro Area",Metro Area,Mountain,1,DCFC,Corridor,Paid
22697,"Denver-Aurora-Lakewood, CO Metro Area",Metro Area,Mountain,1,DCFC,Corridor,Paid
22698,"Denver-Aurora-Lakewood, CO Metro Area",Metro Area,Mountain,1,DCFC,Corridor,Paid
22699,"Phoenix-Mesa-Chandler, AZ Metro Area",Metro Area,Mountain,1,DCFC,Undesignated,Free
22656,Undesignated,Metro Area,Mountain,1,DCFC,Undesignated,Paid
22657,Undesignated,Metro Area,Mountain,1,DCFC,Undesignated,Paid
22658,Undesignated,Metro Area,Mountain,1,DCFC,Corridor,Paid
26760,"Phoenix-Mesa-Chandler, AZ Metro Area",Metro Area,Mountain,1,DCFC,Undesignated,Free
26761,"Phoenix-Mesa-Chandler, AZ Metro Area",Metro Area,Mountain,1,DCFC,Undesignated,Free
26752,"Denver-Aurora-Lakewood, CO Metro Area",Metro Area,Mountain,1,DCFC,Corridor,Paid
26753,"Denver-Aurora-Lakewood, CO Metro Area",Metro Area,Mountain,1,DCFC,Corridor,Paid
26742,"Denver-Aurora-Lakewood, CO Metro Area",Metro Area,Mountain,1,DCFC,Corridor,Paid
26743,"Denver-Aurora-Lakewood, CO Metro Area",Metro Area,Mountain,1,DCFC,Corridor,Paid
26746,"Phoenix-Mesa-Chandler, AZ Metro Area",Metro Area,Mountain,1,DCFC,Undesignated,Free
26747,"Denver-Aurora-Lakewood, CO Metro Area",Metro Area,Mountain,1,DCFC,Corridor,Paid
26749,"Denver-Aurora-Lakewood, CO Metro Area",Metro Area,Mountain,1,DCFC,Corridor,Paid
26717,Undesignated,Metro Area,Mountain,1,DCFC,Corridor,Paid
26721,Undesignated,Metro Area,Mountain,1,DCFC,Undesignated,Free
26581,Undesignated,Metro Area,Mountain,1,DCFC,Corridor,Paid
26569,Undesignated,Metro Area,Mountain,1,DCFC,Corridor,Free
26660,"Phoenix-Mesa-Chandler, AZ Metro Area",Metro Area,Mountain,1,DCFC,Undesignated,Free
22622,Undesignated,Metro Area,Mountain,1,DCFC,Undesignated,Free
22626,Undesignated,Metro Area,Mountain,1,DCFC,Corridor,Free
22590,Undesignated,Metro Area,Mountain,1,DCFC,Corridor,Paid
22593,Undesignated,Metro Area,Mountain,1,DCFC,Corridor,Paid
22594,Undesignated,Metro Area,Mountain,1,DCFC,Corridor,Paid
22617,"Phoenix-Mesa-Chandler, AZ Metro Area",Metro Area,Mountain,1,DCFC,Undesignated,Free
22989,Undesignated,Metro Area,Mountain,1,DCFC,Corridor,Undesignated
22990,Undesignated,Metro Area,Mountain,1,DCFC,Corridor,Undesignated
22991,Undesignated,Metro Area,Mountain,1,DCFC,Corridor,Undesignated
22992,Undesignated,Metro Area,Mountain,1,DCFC,Corridor,Undesignated
14037,Undesignated,Metro Area,Mountain,1,DCFC,Undesignated,Paid
14033,Undesignated,Metro Area,Mountain,1,DCFC,Undesignated,Paid
14041,"Phoenix-Mesa-Chandler, AZ Metro Area",Metro Area,Mountain,1,DCFC,Undesignated,Free
14029,"Denver-Aurora-Lakewood, CO Metro Area",Metro Area,Mountain,1,DCFC,Corridor,Paid
13989,Undesignated,Metro Area,Mountain,1,DCFC,Undesignated,Free
13990,"Denver-Aurora-Lakewood, CO Metro Area",Metro Area,Mountain,1,DCFC,Corridor,Paid
14016,"Phoenix-Mesa-Chandler, AZ Metro Area",Metro Area,Mountain,1,DCFC,Undesignated,Undesignated
14010,Undesignated,Metro Area,Mountain,1,DCFC,Corridor,Paid
12465,"Denver-Aurora-Lakewood, CO Metro Area",Metro Area,Mountain,1,DCFC,Corridor,Undesignated
12466,"Boulder, CO Metro Area",Metro Area,Mountain,1,DCFC,Corridor,Undesignated
12467,"Denver-Aurora-Lakewood, CO Metro Area",Metro Area,Mountain,1,DCFC,Corridor,Undesignated
12468,"Denver-Aurora-Lakewood, CO Metro Area",Metro Area,Mountain,1,DCFC,Corridor,Paid
12470,"Boulder, CO Metro Area",Metro Area,Mountain,1,DCFC,Corridor,Undesignated
12472,"Denver-Aurora-Lakewood, CO Metro Area",Metro Area,Mountain,1,DCFC,Corridor,Undesignated
12474,"Denver-Aurora-Lakewood, CO Metro Area",Metro Area,Mountain,1,DCFC,Corridor,Undesignated
12477,"Denver-Aurora-Lakewood, CO Metro Area",Metro Area,Mountain,1,DCFC,Corridor,Undesignated
12478,"Denver-Aurora-Lakewood, CO Metro Area",Metro Area,Mountain,1,DCFC,Corridor,Undesignated
17892,Undesignated,Metro Area,Mountain,1,DCFC,Corridor,Undesignated
17884,"Denver-Aurora-Lakewood, CO Metro Area",Metro Area,Mountain,1,DCFC,Corridor,Undesignated
17885,"Denver-Aurora-Lakewood, CO Metro Area",Metro Area,Mountain,1,DCFC,Corridor,Undesignated
17886,"Denver-Aurora-Lakewood, CO Metro Area",Metro Area,Mountain,1,DCFC,Corridor,Undesignated
17887,"Denver-Aurora-Lakewood, CO Metro Area",Metro Area,Mountain,1,DCFC,Corridor,Undesignated
30171,"Denver-Aurora-Lakewood, CO Metro Area",Metro Area,Mountain,1,DCFC,Undesignated,Free
30105,Undesignated,Metro Area,Mountain,1,DCFC,Corridor,Free
30106,Undesignated,Metro Area,Mountain,1,DCFC,Corridor,Free
29953,Undesignated,Metro Area,Mountain,1,DCFC,Undesignated,Free
30057,Undesignated,Metro Area,Mountain,1,DCFC,Corridor,Free
