connector_id,evse_id,connector_number,connector_type,power_kw
51900,39262,1,J1772,<8 kW
53171,39263,1,J1772,<8 kW
15929,11434,2,J1772,<8 kW
16766,11434,1,J1772,<8 kW
36868,25645,1,J1772,>8 kW
10537,6194,1,J1772,>8 kW
22968,14965,1,J1772,>8 kW
31349,21833,1,J1772,>8 kW
35245,23821,1,J1772,>8 kW
39218,28833,1,J1772,>8 kW
14224,9843,1,J1772,>8 kW
13591,9226,1,J1772,<8 kW
13404,9044,1,J1772,>8 kW
49194,36495,1,J1772,>8 kW
53270,38543,1,J1772,>8 kW
32718,22909,1,J1772,<8 kW
32552,22910,2,J1772,<8 kW
32720,22911,1,J1772,<8 kW
32721,22912,1,J1772,<8 kW
32551,22909,2,J1772,<8 kW
32719,22910,1,J1772,<8 kW
32553,22911,2,J1772,<8 kW
32554,22912,2,J1772,<8 kW
15583,11053,2,J1772,<8 kW
15589,11059,2,J1772,<8 kW
15598,11068,2,J1772,<8 kW
15600,11070,2,J1772,<8 kW
16481,11090,1,J1772,<8 kW
15619,11090,2,J1772,<8 kW
16445,11053,1,J1772,<8 kW
16451,11059,1,J1772,<8 kW
16460,11068,1,J1772,<8 kW
16462,11070,1,J1772,<8 kW
44819,31994,1,J1772,>8 kW
43298,31862,1,J1772,>8 kW
44080,31845,1,J1772,>8 kW
43542,31375,1,J1772,>8 kW
54303,29353,1,J1772,>8 kW
38571,28779,1,J1772,>8 kW
39541,28529,1,J1772,>8 kW
40132,28530,1,J1772,>8 kW
39917,27953,1,J1772,>8 kW
36323,24685,1,J1772,>8 kW
37993,25783,1,J1772,>8 kW
35052,24320,1,J1772,>8 kW
34898,24182,1,J1772,>8 kW
30809,21926,1,J1772,>8 kW
36400,25092,1,J1772,>8 kW
36331,25333,1,J1772,>8 kW
34777,19948,1,J1772,>8 kW
43558,32678,1,J1772,>8 kW
23566,15434,1,J1772,>8 kW
11860,7512,1,J1772,<8 kW
11652,7304,1,J1772,<8 kW
11315,6969,1,J1772,>8 kW
48491,36362,1,J1772,>8 kW
48254,33362,1,J1772,>8 kW
54180,40310,1,J1772,>8 kW
48703,36463,1,J1772,>8 kW
49519,36691,1,J1772,>8 kW
54226,40806,1,J1772,>8 kW
54024,38504,1,J1772,>8 kW
46621,33565,1,CHAdeMO,30 kW - 100 kW
41748,33743,1,Combo,30 kW - 100 kW
50715,37499,1,Combo,<30 kW
41697,33565,1,Combo,30 kW - 100 kW
50471,33743,1,CHAdeMO,30 kW - 100 kW
42019,33530,2,CHAdeMO,30 kW - 100 kW
41674,33534,1,Combo,30 kW - 100 kW
46546,33941,1,Combo,<30 kW
46061,33964,1,Combo,<30 kW
46701,29931,1,Combo,<30 kW
37413,26813,1,Combo,<30 kW
33737,27051,1,Combo,30 kW - 100 kW
33891,27070,1,Combo,30 kW - 100 kW
33854,26988,1,Combo,30 kW - 100 kW
30481,22458,2,CHAdeMO,30 kW - 100 kW
34008,22458,1,Combo,30 kW - 100 kW
15207,10758,1,J1772,<8 kW
15149,10711,1,J1772,>8 kW
15154,10715,1,J1772,>8 kW
12759,8406,1,J1772,>8 kW
12766,8413,1,J1772,>8 kW
12756,8403,1,J1772,>8 kW
15063,10637,1,J1772,>8 kW
15117,10684,1,J1772,<8 kW
13074,8718,1,J1772,>8 kW
13031,8676,1,J1772,>8 kW
12882,8528,1,J1772,>8 kW
12927,8573,1,J1772,<8 kW
17979,12512,1,J1772,<8 kW
17725,12488,1,J1772,<8 kW
17774,12711,1,J1772,<8 kW
18186,12702,1,J1772,>8 kW
17784,12685,1,J1772,<8 kW
17678,12696,1,J1772,<8 kW
17826,12691,1,J1772,<8 kW
18223,12635,1,J1772,>8 kW
17948,12606,1,J1772,<8 kW
17950,12522,1,J1772,<8 kW
17924,12563,1,J1772,<8 kW
23559,15429,1,J1772,>8 kW
14773,8838,2,J1772,<8 kW
15359,8853,2,J1772,<8 kW
11129,6783,1,J1772,<8 kW
22586,7792,2,J1772,<8 kW
23323,15259,1,J1772,>8 kW
23359,15287,1,J1772,<8 kW
23241,15192,2,J1772,<8 kW
23284,15226,1,J1772,>8 kW
23313,15250,1,J1772,>8 kW
23221,15176,2,J1772,<8 kW
23238,15189,1,J1772,>8 kW
23164,15131,1,J1772,>8 kW
23471,15366,1,J1772,<8 kW
23474,15369,1,J1772,>8 kW
23039,15027,1,J1772,>8 kW
23060,15043,2,J1772,<8 kW
23524,15045,2,J1772,<8 kW
23058,15041,1,J1772,<8 kW
23047,15033,1,J1772,<8 kW
23090,15068,1,J1772,>8 kW
23160,15128,1,J1772,<8 kW
23135,15108,1,J1772,>8 kW
23126,15100,1,J1772,<8 kW
17936,13099,1,J1772,<8 kW
17856,13076,1,J1772,<8 kW
17947,13067,1,J1772,<8 kW
17861,13063,1,J1772,<8 kW
17909,13034,1,J1772,<8 kW
17684,13028,1,J1772,<8 kW
18193,13018,1,J1772,<8 kW
18000,12965,1,J1772,<8 kW
18180,12958,1,J1772,>8 kW
17967,12963,1,J1772,<8 kW
18055,12943,1,J1772,<8 kW
17701,12903,1,J1772,<8 kW
17872,12889,1,J1772,<8 kW
18287,12909,1,J1772,>8 kW
17874,12923,1,J1772,<8 kW
17897,12915,1,J1772,<8 kW
18027,12828,1,J1772,<8 kW
17778,12803,1,J1772,<8 kW
17854,12806,1,J1772,<8 kW
18191,12736,1,J1772,<8 kW
18043,12716,1,J1772,>8 kW
18025,12733,1,J1772,<8 kW
11350,7004,1,J1772,<8 kW
11405,7059,1,J1772,>8 kW
11422,7075,1,J1772,>8 kW
11532,7185,1,J1772,>8 kW
11537,7190,1,J1772,<8 kW
11538,7191,1,J1772,>8 kW
11507,7160,1,J1772,>8 kW
11503,7156,1,J1772,<8 kW
11496,7149,1,J1772,>8 kW
11479,7132,1,J1772,<8 kW
11492,7145,1,J1772,<8 kW
11452,7105,1,J1772,>8 kW
11673,7325,1,J1772,>8 kW
11675,7327,1,J1772,<8 kW
11684,7336,1,J1772,>8 kW
11679,7331,1,J1772,>8 kW
11623,7275,1,J1772,>8 kW
11584,7236,1,J1772,<8 kW
14676,10281,1,J1772,>8 kW
14844,10361,2,J1772,<8 kW
14757,10358,1,J1772,>8 kW
14709,10312,1,J1772,>8 kW
11043,6697,1,J1772,<8 kW
11015,6669,1,J1772,>8 kW
10967,6621,1,J1772,<8 kW
10997,6651,1,J1772,>8 kW
14537,10148,1,J1772,<8 kW
15428,10233,2,J1772,<8 kW
14627,10234,1,J1772,>8 kW
10944,6599,1,J1772,<8 kW
11273,6927,1,J1772,<8 kW
11274,6928,1,J1772,>8 kW
11302,6956,1,J1772,>8 kW
11314,6968,1,J1772,>8 kW
11208,6862,1,J1772,>8 kW
11250,6904,1,J1772,>8 kW
11237,6891,1,J1772,<8 kW
11179,6833,1,J1772,<8 kW
11134,6788,1,J1772,>8 kW
11106,6760,1,J1772,<8 kW
12152,6783,2,J1772,<8 kW
14032,9654,2,J1772,<8 kW
14115,9736,1,J1772,<8 kW
14128,9749,1,J1772,>8 kW
14249,9866,1,J1772,>8 kW
14251,9868,1,J1772,<8 kW
14210,9830,1,J1772,<8 kW
14161,9782,1,J1772,<8 kW
10533,6190,1,J1772,>8 kW
10550,6207,1,J1772,>8 kW
10658,6315,1,J1772,<8 kW
10633,6290,1,J1772,>8 kW
10615,6272,1,J1772,>8 kW
10516,6173,1,J1772,>8 kW
10517,6174,1,J1772,<8 kW
10524,6181,1,J1772,>8 kW
14285,9902,1,J1772,>8 kW
14304,9921,1,J1772,>8 kW
14272,9889,1,J1772,<8 kW
14203,9823,1,J1772,>8 kW
23690,9871,2,J1772,<8 kW
14258,9875,1,J1772,<8 kW
10721,6378,1,J1772,<8 kW
10722,6379,1,J1772,>8 kW
10711,6368,1,J1772,>8 kW
10769,6426,1,J1772,<8 kW
10743,6400,1,J1772,<8 kW
10818,6475,1,J1772,<8 kW
10819,6476,1,J1772,<8 kW
10889,6545,1,J1772,<8 kW
14522,10134,1,J1772,<8 kW
14524,10136,1,J1772,>8 kW
14532,10143,1,J1772,>8 kW
14513,10125,1,J1772,>8 kW
14454,10067,1,J1772,>8 kW
31705,10080,2,J1772,<8 kW
14425,10039,1,J1772,>8 kW
14422,10036,1,J1772,>8 kW
14391,10005,1,J1772,<8 kW
14355,9971,1,J1772,>8 kW
14352,9968,1,J1772,<8 kW
15470,9946,1,J1772,<8 kW
10924,6579,1,J1772,<8 kW
13388,9028,1,J1772,<8 kW
14760,10361,1,J1772,<8 kW
14330,9946,2,J1772,<8 kW
14626,10233,1,J1772,<8 kW
14254,9871,1,J1772,<8 kW
14467,10080,1,J1772,<8 kW
15357,10878,2,J1772,<8 kW
15017,10593,2,J1772,<8 kW
15042,10616,1,J1772,<8 kW
23342,10922,2,J1772,<8 kW
14926,10512,1,J1772,<8 kW
14916,10504,1,J1772,<8 kW
14870,10462,1,J1772,>8 kW
22689,10616,2,J1772,<8 kW
15013,10589,1,J1772,>8 kW
15007,10584,1,J1772,>8 kW
15284,10593,1,J1772,<8 kW
14991,10571,1,J1772,<8 kW
15001,10579,1,J1772,<8 kW
14970,10554,1,J1772,<8 kW
14982,10563,1,J1772,<8 kW
12455,8104,1,J1772,>8 kW
12430,8079,1,J1772,<8 kW
12321,7970,1,J1772,>8 kW
12309,7958,1,J1772,<8 kW
12292,7941,1,J1772,>8 kW
12271,7920,1,J1772,<8 kW
32121,5801,2,J1772,<8 kW
13752,5804,1,J1772,<8 kW
9718,5745,2,J1772,<8 kW
9805,5789,2,J1772,<8 kW
9807,5790,1,J1772,<8 kW
9810,5791,2,J1772,<8 kW
9727,5750,1,J1772,<8 kW
12582,8231,1,J1772,>8 kW
12528,8177,1,J1772,>8 kW
12521,8170,1,J1772,>8 kW
12609,8258,1,J1772,<8 kW
12631,8278,1,J1772,>8 kW
11884,7536,1,J1772,<8 kW
11920,7572,1,J1772,<8 kW
11909,7561,1,J1772,>8 kW
11938,7590,1,J1772,<8 kW
11966,7618,1,J1772,<8 kW
12014,7666,1,J1772,>8 kW
12046,7697,1,J1772,<8 kW
9091,5375,2,J1772,<8 kW
9062,5376,1,J1772,<8 kW
9063,5377,2,J1772,<8 kW
9065,5379,2,J1772,<8 kW
9066,5380,1,J1772,<8 kW
9067,5381,1,J1772,<8 kW
9070,5384,2,J1772,<8 kW
9074,5388,1,J1772,<8 kW
9122,5389,2,J1772,<8 kW
9223,5390,2,J1772,<8 kW
11802,7454,1,J1772,<8 kW
11795,7447,1,J1772,<8 kW
11743,7395,1,J1772,>8 kW
11703,7355,1,J1772,<8 kW
11709,7361,1,J1772,<8 kW
14791,10390,1,J1772,>8 kW
11698,7350,1,J1772,>8 kW
9654,5718,1,J1772,<8 kW
14539,5716,1,J1772,<8 kW
9647,5714,2,J1772,<8 kW
9661,5721,2,J1772,<8 kW
9663,5723,1,J1772,<8 kW
9674,5725,1,J1772,<8 kW
14910,5726,2,J1772,<8 kW
9561,5670,1,J1772,<8 kW
9503,5644,1,J1772,<8 kW
9507,5647,1,J1772,<8 kW
45070,5657,2,J1772,<8 kW
15238,5658,1,J1772,<8 kW
9528,5659,1,J1772,<8 kW
9529,5660,2,J1772,<8 kW
9535,5663,1,J1772,<8 kW
9616,5699,2,J1772,<8 kW
9626,5704,2,J1772,<8 kW
13539,5680,2,J1772,<8 kW
9575,5676,2,J1772,<8 kW
12153,7803,1,J1772,<8 kW
12148,7799,1,J1772,<8 kW
9447,5625,1,J1772,<8 kW
9552,5626,1,J1772,<8 kW
9451,5627,1,J1772,<8 kW
42826,5630,1,J1772,<8 kW
9465,5631,1,J1772,<8 kW
9550,5632,1,J1772,<8 kW
9468,5634,1,J1772,<8 kW
9470,5635,1,J1772,<8 kW
9474,5637,1,J1772,<8 kW
9752,5641,1,J1772,<8 kW
12141,7792,1,J1772,<8 kW
9431,5614,1,J1772,<8 kW
9436,5618,2,J1772,<8 kW
9443,5621,1,J1772,<8 kW
9446,5624,2,J1772,<8 kW
9628,5611,1,J1772,<8 kW
9495,5600,1,J1772,<8 kW
9493,5603,1,J1772,<8 kW
9450,5604,2,J1772,<8 kW
9415,5605,2,J1772,<8 kW
9422,5608,2,J1772,<8 kW
12061,7712,1,J1772,>8 kW
12083,7734,1,J1772,>8 kW
9077,5391,2,J1772,<8 kW
9078,5392,2,J1772,<8 kW
9081,5393,2,J1772,<8 kW
9441,5394,1,J1772,<8 kW
9083,5395,1,J1772,<8 kW
9366,5396,1,J1772,<8 kW
9087,5398,2,J1772,<8 kW
9206,5399,1,J1772,<8 kW
9128,5401,2,J1772,<8 kW
9092,5402,1,J1772,<8 kW
9095,5405,2,J1772,<8 kW
9096,5406,1,J1772,<8 kW
9099,5408,2,J1772,<8 kW
9100,5409,2,J1772,<8 kW
9183,5410,1,J1772,<8 kW
9103,5411,2,J1772,<8 kW
9104,5412,2,J1772,<8 kW
9276,5413,1,J1772,<8 kW
9107,5414,2,J1772,<8 kW
9120,5423,1,J1772,<8 kW
9135,5424,2,J1772,<8 kW
9109,5416,2,J1772,<8 kW
9111,5417,1,J1772,<8 kW
9112,5418,1,J1772,<8 kW
9173,5419,1,J1772,<8 kW
9116,5420,2,J1772,<8 kW
9267,5421,2,J1772,<8 kW
9130,5431,2,J1772,<8 kW
9230,5432,1,J1772,<8 kW
9641,5433,2,J1772,<8 kW
9134,5434,1,J1772,<8 kW
9137,5435,1,J1772,<8 kW
9560,5436,1,J1772,<8 kW
9140,5437,1,J1772,<8 kW
9141,5438,2,J1772,<8 kW
9143,5440,1,J1772,<8 kW
9144,5441,1,J1772,<8 kW
9146,5443,2,J1772,<8 kW
9126,5428,2,J1772,<8 kW
9127,5429,2,J1772,<8 kW
9148,5445,1,J1772,<8 kW
9149,5446,1,J1772,<8 kW
9152,5449,2,J1772,<8 kW
9208,5450,1,J1772,<8 kW
9160,5454,2,J1772,<8 kW
9161,5455,1,J1772,<8 kW
9292,5459,1,J1772,<8 kW
9166,5460,2,J1772,<8 kW
9167,5461,2,J1772,<8 kW
9168,5462,2,J1772,<8 kW
9169,5463,2,J1772,<8 kW
9171,5465,2,J1772,<8 kW
9174,5467,2,J1772,<8 kW
9177,5470,1,J1772,<8 kW
9221,5500,2,J1772,<8 kW
9195,5484,2,J1772,<8 kW
9197,5486,2,J1772,<8 kW
9345,5488,1,J1772,<8 kW
9205,5490,1,J1772,<8 kW
9213,5491,2,J1772,<8 kW
9254,5473,1,J1772,<8 kW
9509,5476,2,J1772,<8 kW
9188,5478,2,J1772,<8 kW
9189,5479,2,J1772,<8 kW
9190,5480,2,J1772,<8 kW
9258,5525,2,J1772,<8 kW
9260,5527,1,J1772,<8 kW
9262,5528,2,J1772,<8 kW
9265,5529,2,J1772,<8 kW
9266,5530,2,J1772,<8 kW
9253,5521,1,J1772,<8 kW
9256,5523,1,J1772,<8 kW
9228,5504,2,J1772,<8 kW
9231,5505,2,J1772,<8 kW
9232,5506,1,J1772,<8 kW
9233,5507,2,J1772,<8 kW
9288,5510,1,J1772,<8 kW
9237,5511,1,J1772,<8 kW
9238,5512,2,J1772,<8 kW
9239,5513,2,J1772,<8 kW
9242,5515,1,J1772,<8 kW
9246,5517,1,J1772,<8 kW
9249,5518,2,J1772,<8 kW
9346,5570,2,J1772,<8 kW
9351,5573,2,J1772,<8 kW
9721,5574,2,J1772,<8 kW
9362,5579,2,J1772,<8 kW
9367,5581,2,J1772,<8 kW
9381,5587,1,J1772,<8 kW
9384,5590,2,J1772,<8 kW
9273,5534,1,J1772,<8 kW
9275,5535,2,J1772,<8 kW
9282,5537,2,J1772,<8 kW
9286,5539,2,J1772,<8 kW
9270,5532,1,J1772,<8 kW
9293,5542,2,J1772,<8 kW
9302,5545,2,J1772,<8 kW
9309,5549,1,J1772,<8 kW
9311,5550,1,J1772,<8 kW
9314,5552,1,J1772,<8 kW
9504,5560,2,J1772,<8 kW
9330,5561,1,J1772,<8 kW
9335,5563,1,J1772,<8 kW
9336,5564,1,J1772,<8 kW
9388,5592,1,J1772,<8 kW
9488,5587,2,J1772,<8 kW
9437,5590,1,J1772,<8 kW
9400,5600,2,J1772,<8 kW
9411,5603,2,J1772,<8 kW
9413,5604,1,J1772,<8 kW
9556,5605,1,J1772,<8 kW
9547,5608,1,J1772,<8 kW
9425,5611,2,J1772,<8 kW
9061,5375,1,J1772,<8 kW
9080,5376,2,J1772,<8 kW
9357,5377,1,J1772,<8 kW
9332,5379,1,J1772,<8 kW
9138,5380,2,J1772,<8 kW
9371,5381,2,J1772,<8 kW
9153,5382,2,J1772,<8 kW
9200,5388,2,J1772,<8 kW
9075,5389,1,J1772,<8 kW
9076,5390,1,J1772,<8 kW
9607,5391,1,J1772,<8 kW
9715,5392,1,J1772,<8 kW
9201,5393,1,J1772,<8 kW
9082,5394,2,J1772,<8 kW
9576,5395,2,J1772,<8 kW
9085,5396,2,J1772,<8 kW
9086,5397,2,J1772,<8 kW
9097,5398,1,J1772,<8 kW
9088,5399,2,J1772,<8 kW
9089,5400,1,J1772,<8 kW
9090,5401,1,J1772,<8 kW
9110,5402,2,J1772,<8 kW
9323,5556,1,J1772,<8 kW
9343,5569,1,J1772,<8 kW
9386,5570,1,J1772,<8 kW
9665,5573,1,J1772,<8 kW
9352,5574,1,J1772,<8 kW
9592,5581,1,J1772,<8 kW
9359,5578,1,J1772,<8 kW
14985,5579,1,J1772,<8 kW
9579,5542,1,J1772,<8 kW
9574,5545,1,J1772,<8 kW
9379,5549,2,J1772,<8 kW
9376,5550,2,J1772,<8 kW
9296,5523,2,J1772,<8 kW
9328,5552,2,J1772,<8 kW
9327,5559,1,J1772,<8 kW
9329,5560,1,J1772,<8 kW
9331,5561,2,J1772,<8 kW
9571,5563,2,J1772,<8 kW
9364,5564,2,J1772,<8 kW
9313,5539,1,J1772,<8 kW
9487,5534,2,J1772,<8 kW
9303,5535,1,J1772,<8 kW
31713,5537,1,J1772,<8 kW
9546,5521,2,J1772,<8 kW
9426,5532,2,J1772,<8 kW
9522,5525,1,J1772,<8 kW
9421,5527,2,J1772,<8 kW
9412,5528,1,J1772,<8 kW
9269,5529,1,J1772,<8 kW
9369,5530,1,J1772,<8 kW
9192,5482,1,J1772,<8 kW
9307,5500,1,J1772,<8 kW
9402,5504,1,J1772,<8 kW
9361,5505,1,J1772,<8 kW
9301,5506,2,J1772,<8 kW
9274,5507,1,J1772,<8 kW
9202,5488,2,J1772,<8 kW
9203,5489,1,J1772,<8 kW
9572,5490,2,J1772,<8 kW
9207,5491,1,J1772,<8 kW
9236,5510,2,J1772,<8 kW
9464,5511,2,J1772,<8 kW
9410,5512,1,J1772,<8 kW
9449,5513,1,J1772,<8 kW
9473,5515,2,J1772,<8 kW
9719,5517,2,J1772,<8 kW
9597,5518,1,J1772,<8 kW
9179,5472,1,J1772,<8 kW
9181,5473,2,J1772,<8 kW
9475,5465,1,J1772,<8 kW
9305,5467,1,J1772,<8 kW
9289,5470,2,J1772,<8 kW
9186,5476,1,J1772,<8 kW
9339,5478,1,J1772,<8 kW
9396,5479,1,J1772,<8 kW
9281,5480,1,J1772,<8 kW
9317,5484,1,J1772,<8 kW
9285,5485,2,J1772,<8 kW
9469,5486,1,J1772,<8 kW
9244,5440,2,J1772,<8 kW
9594,5441,2,J1772,<8 kW
9476,5443,1,J1772,<8 kW
9482,5449,1,J1772,<8 kW
9154,5450,2,J1772,<8 kW
9315,5445,2,J1772,<8 kW
9212,5446,2,J1772,<8 kW
9395,5454,1,J1772,<8 kW
9279,5455,2,J1772,<8 kW
9165,5459,2,J1772,<8 kW
9514,5460,1,J1772,<8 kW
9393,5461,1,J1772,<8 kW
9298,5462,1,J1772,<8 kW
9204,5463,1,J1772,<8 kW
9277,5384,1,J1772,<8 kW
9072,5386,1,J1772,<8 kW
9094,5404,2,J1772,<8 kW
9559,5405,1,J1772,<8 kW
9101,5406,2,J1772,<8 kW
9098,5407,1,J1772,<8 kW
9199,5408,1,J1772,<8 kW
9119,5409,1,J1772,<8 kW
9102,5410,2,J1772,<8 kW
9291,5411,1,J1772,<8 kW
9106,5412,1,J1772,<8 kW
9105,5413,2,J1772,<8 kW
9264,5414,1,J1772,<8 kW
9182,5416,1,J1772,<8 kW
9479,5417,2,J1772,<8 kW
9194,5418,2,J1772,<8 kW
9113,5419,2,J1772,<8 kW
9283,5420,1,J1772,<8 kW
9117,5421,1,J1772,<8 kW
9211,5423,2,J1772,<8 kW
9121,5424,1,J1772,<8 kW
9722,5428,1,J1772,<8 kW
9248,5429,1,J1772,<8 kW
9159,5431,1,J1772,<8 kW
9131,5432,2,J1772,<8 kW
9132,5433,1,J1772,<8 kW
9229,5434,2,J1772,<8 kW
9263,5435,2,J1772,<8 kW
9139,5436,2,J1772,<8 kW
9344,5437,2,J1772,<8 kW
9508,5438,1,J1772,<8 kW
13830,5614,2,J1772,<8 kW
9460,5618,1,J1772,<8 kW
9545,5621,2,J1772,<8 kW
9517,5624,1,J1772,<8 kW
9672,5625,2,J1772,<8 kW
9448,5626,2,J1772,<8 kW
9601,5627,2,J1772,<8 kW
9462,5630,2,J1772,<8 kW
9532,5631,2,J1772,<8 kW
9466,5632,2,J1772,<8 kW
9496,5641,2,J1772,<8 kW
9480,5634,2,J1772,<8 kW
15507,5635,2,J1772,<8 kW
9544,5637,2,J1772,<8 kW
9585,5647,2,J1772,<8 kW
9511,5649,1,J1772,<8 kW
9520,5654,1,J1772,<8 kW
9526,5657,1,J1772,<8 kW
9527,5658,2,J1772,<8 kW
9678,5659,2,J1772,<8 kW
9631,5660,1,J1772,<8 kW
9524,5644,2,J1772,<8 kW
9677,5670,2,J1772,<8 kW
9730,5676,1,J1772,<8 kW
9584,5663,2,J1772,<8 kW
9582,5680,1,J1772,<8 kW
15390,5699,1,J1772,<8 kW
45369,5704,1,J1772,<8 kW
9629,5705,1,J1772,<8 kW
9698,5737,1,J1772,<8 kW
9742,5745,1,J1772,<8 kW
45428,5750,2,J1772,<8 kW
9668,5718,2,J1772,<8 kW
9650,5716,2,J1772,<8 kW
9823,5721,1,J1772,<8 kW
9781,5723,2,J1772,<8 kW
9746,5725,2,J1772,<8 kW
9675,5726,1,J1772,<8 kW
9638,5710,1,J1772,<8 kW
9840,5711,1,J1772,<8 kW
9800,5714,1,J1772,<8 kW
9832,5789,1,J1772,<8 kW
9848,5790,2,J1772,<8 kW
13958,5791,1,J1772,<8 kW
9816,5792,1,J1772,<8 kW
9818,5793,1,J1772,<8 kW
9837,5801,1,J1772,<8 kW
9842,5804,2,J1772,<8 kW
13293,8935,1,J1772,>8 kW
13301,8943,1,J1772,>8 kW
13319,8960,1,J1772,>8 kW
13288,8930,1,J1772,<8 kW
13950,9576,1,J1772,>8 kW
13933,9559,1,J1772,>8 kW
13953,9578,1,J1772,<8 kW
13975,9598,1,J1772,>8 kW
13983,9606,1,J1772,<8 kW
13602,9236,1,J1772,>8 kW
13534,9172,1,J1772,<8 kW
13379,9019,1,J1772,<8 kW
22840,9028,2,J1772,<8 kW
13356,8996,1,J1772,>8 kW
13375,9015,1,J1772,<8 kW
13433,9072,1,J1772,<8 kW
13423,9062,1,J1772,>8 kW
13440,9079,1,J1772,<8 kW
13873,9502,1,J1772,>8 kW
13836,9466,1,J1772,>8 kW
13846,9476,1,J1772,<8 kW
13833,9463,1,J1772,>8 kW
13637,9270,1,J1772,>8 kW
13634,9267,1,J1772,>8 kW
13615,9248,1,J1772,>8 kW
13565,9201,1,J1772,<8 kW
13814,9445,1,J1772,<8 kW
13795,9426,1,J1772,<8 kW
13799,9430,1,J1772,>8 kW
13776,9407,1,J1772,<8 kW
13777,9408,1,J1772,<8 kW
13767,9398,1,J1772,>8 kW
13770,9401,1,J1772,<8 kW
13720,9353,1,J1772,<8 kW
23727,15541,1,J1772,<8 kW
23756,15560,1,J1772,<8 kW
31253,15518,2,J1772,<8 kW
23778,15571,1,J1772,>8 kW
23765,15565,1,J1772,<8 kW
22467,14520,1,J1772,<8 kW
22468,14521,1,J1772,<8 kW
22421,14475,1,J1772,>8 kW
22439,14493,2,J1772,<8 kW
22352,14409,1,J1772,>8 kW
22495,14420,2,J1772,<8 kW
22370,14397,1,J1772,<8 kW
22345,14402,2,J1772,<8 kW
23495,15192,1,J1772,<8 kW
23268,15100,2,J1772,<8 kW
40233,15128,2,J1772,<8 kW
31644,15033,2,J1772,<8 kW
23225,15041,2,J1772,<8 kW
23065,15043,1,J1772,<8 kW
23062,15045,1,J1772,<8 kW
23686,15366,2,J1772,<8 kW
23515,15287,2,J1772,<8 kW
23688,15518,1,J1772,<8 kW
22772,14280,1,J1772,<8 kW
22220,14282,1,J1772,>8 kW
22249,14310,1,J1772,>8 kW
22247,14308,1,J1772,>8 kW
22257,14318,1,J1772,>8 kW
22292,14351,2,J1772,<8 kW
23072,14246,1,J1772,<8 kW
22202,14264,1,J1772,>8 kW
22198,14260,1,J1772,>8 kW
23335,14255,2,J1772,<8 kW
22305,14363,2,J1772,<8 kW
22466,14360,1,J1772,<8 kW
22129,14193,1,J1772,<8 kW
22120,14184,1,J1772,>8 kW
22117,14181,1,J1772,<8 kW
22713,14179,2,J1772,<8 kW
22095,14159,1,J1772,<8 kW
23209,14160,2,J1772,<8 kW
22101,14165,1,J1772,<8 kW
22059,14123,1,J1772,>8 kW
22062,14126,1,J1772,>8 kW
22057,14121,1,J1772,>8 kW
22673,14700,1,J1772,>8 kW
22646,14677,1,J1772,<8 kW
22654,14685,1,J1772,>8 kW
22700,14725,1,J1772,>8 kW
22696,14721,2,J1772,<8 kW
22532,14577,2,J1772,<8 kW
22538,14583,1,J1772,>8 kW
23406,14569,1,J1772,<8 kW
22543,14587,1,J1772,>8 kW
22546,14590,2,J1772,<8 kW
22610,14649,1,J1772,<8 kW
22618,14654,1,J1772,<8 kW
22627,14662,2,J1772,<8 kW
23187,14673,2,J1772,<8 kW
22837,14847,1,J1772,>8 kW
22838,14848,1,J1772,<8 kW
22792,14807,1,J1772,<8 kW
23233,14790,1,J1772,<8 kW
23286,14897,2,J1772,<8 kW
22859,14867,1,J1772,<8 kW
22841,14850,1,J1772,<8 kW
22917,14921,1,J1772,>8 kW
22925,14929,2,J1772,<8 kW
53375,38322,1,J1772,>8 kW
53115,38373,1,J1772,>8 kW
53404,38452,1,J1772,>8 kW
51646,38391,1,J1772,>8 kW
51742,38399,1,J1772,>8 kW
53577,38595,1,J1772,>8 kW
54057,38593,1,J1772,>8 kW
52367,38604,1,J1772,>8 kW
52744,38661,1,J1772,>8 kW
53214,38711,1,J1772,>8 kW
51655,38703,1,J1772,>8 kW
47712,34990,1,J1772,<8 kW
47879,34991,1,J1772,<8 kW
48587,34944,1,J1772,<8 kW
48060,34628,2,J1772,<8 kW
53305,39515,1,J1772,<8 kW
54318,40566,2,J1772,<8 kW
51691,38734,1,J1772,>8 kW
52823,36161,2,J1772,<8 kW
47813,35886,2,J1772,<8 kW
53474,36093,2,J1772,<8 kW
52674,36096,1,J1772,<8 kW
48992,35561,2,J1772,<8 kW
49247,35562,2,J1772,<8 kW
49684,35368,2,J1772,<8 kW
54157,35369,2,J1772,<8 kW
52028,38784,1,J1772,>8 kW
52886,38785,1,J1772,>8 kW
53729,38797,1,J1772,>8 kW
52251,38777,1,J1772,>8 kW
52254,38840,1,J1772,>8 kW
52686,38812,1,J1772,>8 kW
52484,38861,2,J1772,<8 kW
41741,33512,2,CHAdeMO,30 kW - 100 kW
41821,33513,2,CHAdeMO,30 kW - 100 kW
52293,40883,1,J1772,<8 kW
51454,37262,2,J1772,<8 kW
48286,37253,1,J1772,>8 kW
51727,37254,1,J1772,<8 kW
51759,37207,1,J1772,>8 kW
53566,40426,1,J1772,>8 kW
52687,40449,1,J1772,>8 kW
51694,37180,1,J1772,>8 kW
53559,40391,1,J1772,>8 kW
51555,37133,1,J1772,>8 kW
