connector_id,evse_id,connector_number,connector_type,power_kw
31304,21786,1,J1772,>8 kW
31313,21793,1,J1772,>8 kW
31906,21995,1,J1772,>8 kW
31742,22015,1,J1772,>8 kW
31827,21967,1,J1772,>8 kW
31905,21961,1,J1772,>8 kW
32189,21947,1,J1772,>8 kW
31250,21949,1,J1772,>8 kW
32008,21953,1,J1772,>8 kW
32066,21955,1,J1772,>8 kW
31403,21928,1,J1772,>8 kW
31514,21923,1,J1772,>8 kW
31196,21418,1,J1772,>8 kW
34545,21396,1,J1772,>8 kW
32098,21402,1,J1772,>8 kW
30889,21377,1,J1772,>8 kW
31064,21453,1,J1772,>8 kW
30841,21456,1,J1772,>8 kW
31624,21506,1,J1772,>8 kW
31222,21479,1,J1772,>8 kW
40256,21494,1,J1772,<8 kW
39780,25450,1,J1772,>8 kW
36428,25457,1,J1772,>8 kW
36718,25462,1,J1772,>8 kW
35515,25465,1,J1772,>8 kW
36736,25425,1,J1772,>8 kW
35692,25419,1,J1772,>8 kW
36167,25422,1,J1772,>8 kW
36642,25438,1,J1772,>8 kW
36694,25363,1,J1772,>8 kW
36417,25364,1,J1772,>8 kW
36037,25403,1,J1772,>8 kW
34441,25404,1,J1772,>8 kW
35934,25413,1,J1772,>8 kW
36240,25414,1,J1772,>8 kW
48016,25392,1,J1772,>8 kW
48353,25393,1,J1772,>8 kW
35998,25394,1,J1772,>8 kW
35425,25233,1,J1772,>8 kW
36358,25261,1,J1772,>8 kW
36263,25275,1,J1772,>8 kW
34682,25306,1,J1772,>8 kW
34482,25313,1,J1772,>8 kW
35802,25300,1,J1772,>8 kW
34789,25326,1,J1772,>8 kW
36723,25330,1,J1772,>8 kW
34658,25331,1,J1772,>8 kW
36149,25348,1,J1772,>8 kW
35155,25125,1,J1772,>8 kW
38247,25140,1,J1772,>8 kW
34409,25142,1,J1772,>8 kW
36124,25150,1,J1772,>8 kW
35815,25154,1,J1772,>8 kW
35160,25155,1,J1772,>8 kW
36452,25156,1,J1772,>8 kW
36764,25168,1,J1772,>8 kW
35535,25181,1,J1772,>8 kW
36693,25228,1,J1772,>8 kW
35895,25191,1,J1772,>8 kW
36125,25031,1,J1772,>8 kW
35503,25073,1,J1772,>8 kW
30274,22422,1,Combo,30 kW - 100 kW
38335,25057,1,J1772,>8 kW
30247,22550,1,Combo,30 kW - 100 kW
35163,24931,1,J1772,>8 kW
35580,24924,1,J1772,>8 kW
35077,24902,1,J1772,>8 kW
36021,24890,1,J1772,>8 kW
30264,22550,2,CHAdeMO,30 kW - 100 kW
34956,25001,1,J1772,>8 kW
38449,25008,1,J1772,>8 kW
36449,24974,1,J1772,>8 kW
35691,24975,1,J1772,>8 kW
35429,24955,1,J1772,<8 kW
36362,24957,2,J1772,<8 kW
36096,24971,1,J1772,>8 kW
35821,24940,1,J1772,>8 kW
34477,24895,1,J1772,>8 kW
31139,20777,2,J1772,<8 kW
31256,20664,2,J1772,<8 kW
39817,20706,1,J1772,<8 kW
31875,21694,1,J1772,<8 kW
30825,21695,2,J1772,<8 kW
31765,21188,2,J1772,<8 kW
30436,22422,2,CHAdeMO,30 kW - 100 kW
22957,14956,1,J1772,>8 kW
22935,14939,1,J1772,>8 kW
22940,14944,1,J1772,>8 kW
23005,14997,1,J1772,>8 kW
23001,14994,1,J1772,>8 kW
22984,14978,1,J1772,>8 kW
23011,15003,1,J1772,>8 kW
23022,15012,1,J1772,>8 kW
22876,14591,2,J1772,<8 kW
35331,20805,2,J1772,<8 kW
30882,20795,1,J1772,>8 kW
31220,20798,1,J1772,>8 kW
30800,20777,1,J1772,<8 kW
31545,20760,1,J1772,>8 kW
31729,20737,1,J1772,>8 kW
31786,20664,1,J1772,<8 kW
31135,20894,1,J1772,>8 kW
31542,20890,1,J1772,>8 kW
31213,20876,1,J1772,>8 kW
31601,20851,1,J1772,>8 kW
31043,20858,1,J1772,>8 kW
35037,20859,1,J1772,>8 kW
44978,20706,2,J1772,<8 kW
32215,20707,1,J1772,>8 kW
32051,20645,1,J1772,>8 kW
31662,20646,1,J1772,>8 kW
30870,20649,1,J1772,>8 kW
35929,20581,1,J1772,>8 kW
54346,20564,1,J1772,<8 kW
38017,20378,1,J1772,<8 kW
35025,20357,1,J1772,<8 kW
45127,20368,1,J1772,<8 kW
36697,20286,1,J1772,<8 kW
35003,20472,1,J1772,>8 kW
32207,20450,1,J1772,>8 kW
31048,21339,1,J1772,>8 kW
32165,21323,1,J1772,>8 kW
30878,21352,1,J1772,>8 kW
31200,21258,1,J1772,>8 kW
30957,21308,1,J1772,>8 kW
31834,21200,1,J1772,>8 kW
31259,21184,1,J1772,>8 kW
31538,21185,1,J1772,>8 kW
30845,21186,1,J1772,>8 kW
32025,21188,1,J1772,<8 kW
32068,21176,1,J1772,>8 kW
31600,21222,1,J1772,>8 kW
30879,21228,1,J1772,>8 kW
31385,21246,1,J1772,>8 kW
30913,21108,1,J1772,>8 kW
34729,21129,1,J1772,>8 kW
31197,21142,1,J1772,>8 kW
34943,21143,1,J1772,>8 kW
31013,21159,1,J1772,>8 kW
31862,21165,1,J1772,>8 kW
31202,21172,1,J1772,>8 kW
32173,21079,1,J1772,>8 kW
32139,21095,1,J1772,>8 kW
31499,21101,1,J1772,>8 kW
39060,21035,1,J1772,>8 kW
31236,21051,1,J1772,>8 kW
34798,21019,1,J1772,>8 kW
31327,21010,1,J1772,>8 kW
30951,21032,1,J1772,>8 kW
31133,20983,1,J1772,>8 kW
31818,20992,1,J1772,>8 kW
31217,20979,1,J1772,>8 kW
31086,21000,1,J1772,>8 kW
31114,20951,1,J1772,>8 kW
31854,20945,1,J1772,>8 kW
30974,20963,1,J1772,>8 kW
31707,20970,1,J1772,>8 kW
32049,20940,1,J1772,>8 kW
30959,20905,1,J1772,>8 kW
31799,20932,1,J1772,>8 kW
31618,20922,1,J1772,>8 kW
35001,20052,1,J1772,>8 kW
34502,19999,1,J1772,>8 kW
35347,20004,1,J1772,>8 kW
35173,20043,1,J1772,>8 kW
34647,20048,1,J1772,>8 kW
35732,20034,1,J1772,>8 kW
34561,20024,1,J1772,>8 kW
34770,19991,1,J1772,>8 kW
34374,20031,1,J1772,>8 kW
35169,19949,1,J1772,>8 kW
35370,19953,2,J1772,<8 kW
36102,19954,1,J1772,<8 kW
35680,19955,1,J1772,<8 kW
36342,19956,1,J1772,>8 kW
34753,19938,1,J1772,>8 kW
34864,19939,1,J1772,>8 kW
34857,19941,1,J1772,>8 kW
34931,19960,1,J1772,>8 kW
35595,19982,1,J1772,>8 kW
31664,20218,1,J1772,<8 kW
31484,20145,1,J1772,<8 kW
35869,20151,1,J1772,<8 kW
45453,20161,1,J1772,<8 kW
34532,19864,1,J1772,>8 kW
34751,19886,1,J1772,>8 kW
34518,19874,1,J1772,>8 kW
36051,19878,1,J1772,>8 kW
35280,19880,1,J1772,>8 kW
35716,19881,1,J1772,>8 kW
35647,19905,1,J1772,>8 kW
35631,19909,1,J1772,>8 kW
34824,19926,1,J1772,>8 kW
35672,19916,1,J1772,>8 kW
44816,32412,1,J1772,>8 kW
42797,32395,1,J1772,>8 kW
44904,32348,1,J1772,>8 kW
43682,32369,1,J1772,>8 kW
43748,32375,1,J1772,>8 kW
44392,32300,1,J1772,>8 kW
43596,32313,1,J1772,>8 kW
44906,32336,1,J1772,>8 kW
49818,32294,1,J1772,>8 kW
43428,32279,1,J1772,>8 kW
44043,32624,1,J1772,>8 kW
43861,32665,1,J1772,>8 kW
43552,32605,1,J1772,>8 kW
43922,32579,1,J1772,>8 kW
44249,32568,1,J1772,>8 kW
44615,32541,1,J1772,>8 kW
43453,32542,1,J1772,>8 kW
45323,32543,1,J1772,>8 kW
44017,32548,1,J1772,>8 kW
44642,32440,1,J1772,>8 kW
44532,32423,1,J1772,>8 kW
42800,32453,1,J1772,>8 kW
44039,32144,1,J1772,>8 kW
48482,33393,1,J1772,>8 kW
47695,33431,1,J1772,>8 kW
49700,33418,1,J1772,>8 kW
48558,33425,1,J1772,>8 kW
47521,33451,1,J1772,>8 kW
43987,33476,1,J1772,<8 kW
48024,32149,1,J1772,>8 kW
48494,32854,1,J1772,>8 kW
44423,32836,1,J1772,>8 kW
45302,32843,1,J1772,>8 kW
45411,32794,1,J1772,>8 kW
44572,32815,1,J1772,>8 kW
43239,32816,1,J1772,>8 kW
49024,32817,1,J1772,>8 kW
49388,32832,1,J1772,>8 kW
45113,32697,1,J1772,>8 kW
43360,32698,1,J1772,>8 kW
49706,32692,1,J1772,>8 kW
47308,32685,1,J1772,>8 kW
43489,32732,1,J1772,>8 kW
44542,32733,1,J1772,>8 kW
45320,32729,1,J1772,<8 kW
48154,32777,1,J1772,>8 kW
45410,32783,1,J1772,>8 kW
42932,32923,1,J1772,>8 kW
42829,32870,1,J1772,>8 kW
43294,32864,1,J1772,>8 kW
44349,33011,1,J1772,>8 kW
45330,33006,1,J1772,>8 kW
44329,32949,1,J1772,>8 kW
44800,33049,1,J1772,>8 kW
45222,33051,1,J1772,>8 kW
44726,33065,1,J1772,>8 kW
43577,33079,1,J1772,>8 kW
42636,33110,1,J1772,>8 kW
43363,33085,1,J1772,>8 kW
44482,33075,1,J1772,>8 kW
52312,34751,1,J1772,<8 kW
47422,34794,1,J1772,>8 kW
49413,34702,1,J1772,>8 kW
48040,34703,1,J1772,>8 kW
48795,34687,1,J1772,>8 kW
52611,34745,2,J1772,<8 kW
52134,34734,1,J1772,>8 kW
47511,34716,1,J1772,>8 kW
48108,34859,1,J1772,>8 kW
49250,34844,1,J1772,>8 kW
47401,34764,1,J1772,>8 kW
48012,34819,1,J1772,>8 kW
48499,34906,1,J1772,>8 kW
47766,34892,1,J1772,>8 kW
47526,34916,1,J1772,>8 kW
48496,34934,1,J1772,>8 kW
48055,34921,1,J1772,>8 kW
49455,34936,1,J1772,<8 kW
49622,34938,1,J1772,>8 kW
48293,34942,1,J1772,>8 kW
47351,34943,1,J1772,>8 kW
11230,6884,1,J1772,<8 kW
11231,6885,1,J1772,>8 kW
11256,6910,1,J1772,<8 kW
11238,6892,1,J1772,<8 kW
11227,6881,1,J1772,<8 kW
11219,6873,1,J1772,<8 kW
11188,6842,1,J1772,>8 kW
11282,6936,1,J1772,>8 kW
11305,6959,1,J1772,>8 kW
11270,6924,1,J1772,<8 kW
11105,6759,1,J1772,<8 kW
11122,6776,1,J1772,>8 kW
11133,6787,1,J1772,<8 kW
11131,6785,1,J1772,<8 kW
11136,6790,1,J1772,>8 kW
11137,6791,1,J1772,>8 kW
11144,6798,1,J1772,>8 kW
11194,6848,1,J1772,>8 kW
11177,6831,1,J1772,>8 kW
11178,6832,1,J1772,>8 kW
11164,6818,1,J1772,<8 kW
11157,6811,1,J1772,>8 kW
10992,6646,1,J1772,>8 kW
10980,6634,1,J1772,>8 kW
10982,6636,1,J1772,<8 kW
10972,6626,1,J1772,>8 kW
11064,6718,1,J1772,<8 kW
11089,6743,1,J1772,<8 kW
11051,6705,1,J1772,>8 kW
11053,6707,1,J1772,>8 kW
11054,6708,1,J1772,>8 kW
11014,6668,1,J1772,>8 kW
11033,6687,1,J1772,>8 kW
11035,6689,1,J1772,>8 kW
14578,10187,1,J1772,>8 kW
14582,10191,1,J1772,>8 kW
14587,10196,1,J1772,>8 kW
14556,10166,1,J1772,<8 kW
14562,10172,1,J1772,>8 kW
14595,10204,1,J1772,<8 kW
14607,10215,1,J1772,<8 kW
14623,10230,1,J1772,<8 kW
14638,10245,1,J1772,>8 kW
14674,10279,1,J1772,>8 kW
14746,10347,1,J1772,>8 kW
14735,10336,1,J1772,>8 kW
14759,10360,1,J1772,>8 kW
14777,10376,1,J1772,>8 kW
11672,7324,1,J1772,>8 kW
11636,7288,1,J1772,>8 kW
11655,7307,1,J1772,<8 kW
14649,10255,1,J1772,>8 kW
11676,7328,1,J1772,>8 kW
11680,7332,1,J1772,>8 kW
11685,7337,1,J1772,>8 kW
11687,7339,1,J1772,>8 kW
11600,7252,1,J1772,<8 kW
11616,7268,1,J1772,>8 kW
11622,7274,1,J1772,<8 kW
11629,7281,1,J1772,>8 kW
11582,7234,1,J1772,>8 kW
11570,7223,1,J1772,>8 kW
11576,7228,1,J1772,<8 kW
11528,7181,1,J1772,>8 kW
11513,7166,1,J1772,<8 kW
11540,7193,1,J1772,<8 kW
11435,7088,1,J1772,>8 kW
11438,7091,1,J1772,>8 kW
11473,7126,1,J1772,<8 kW
11485,7138,1,J1772,>8 kW
11487,7140,1,J1772,>8 kW
11367,7021,1,J1772,>8 kW
11368,7022,1,J1772,<8 kW
11380,7034,1,J1772,<8 kW
11398,7052,1,J1772,>8 kW
11382,7036,1,J1772,>8 kW
11427,7080,1,J1772,<8 kW
11429,7082,1,J1772,>8 kW
11402,7056,1,J1772,<8 kW
11407,7061,1,J1772,>8 kW
11411,7064,1,J1772,<8 kW
11373,7027,1,J1772,<8 kW
11374,7028,1,J1772,<8 kW
11375,7029,1,J1772,>8 kW
11352,7006,1,J1772,>8 kW
11309,6963,1,J1772,>8 kW
11318,6972,1,J1772,>8 kW
11343,6997,1,J1772,<8 kW
14118,9739,1,J1772,>8 kW
14113,9734,1,J1772,>8 kW
14107,9728,1,J1772,<8 kW
14123,9744,1,J1772,>8 kW
14095,9716,1,J1772,>8 kW
14037,9659,1,J1772,>8 kW
14053,9675,1,J1772,<8 kW
14054,9676,1,J1772,<8 kW
14061,9683,1,J1772,>8 kW
14062,9684,1,J1772,>8 kW
14051,9673,2,J1772,<8 kW
14077,9699,1,J1772,>8 kW
14237,9855,1,J1772,>8 kW
14201,9821,1,J1772,<8 kW
14143,9764,1,J1772,>8 kW
14158,9779,1,J1772,<8 kW
14152,9773,1,J1772,>8 kW
14176,9796,1,J1772,<8 kW
10520,6177,1,J1772,<8 kW
10459,6146,1,Combo,30 kW - 100 kW
10513,6170,1,J1772,<8 kW
14275,9892,1,J1772,>8 kW
14271,9888,1,J1772,>8 kW
14292,9909,1,J1772,>8 kW
10652,6309,1,J1772,<8 kW
10632,6289,1,J1772,>8 kW
10531,6188,1,J1772,>8 kW
10525,6182,1,J1772,<8 kW
10588,6245,1,J1772,>8 kW
10573,6230,1,J1772,<8 kW
10577,6234,1,J1772,>8 kW
10690,6347,1,J1772,>8 kW
10673,6330,1,J1772,<8 kW
10736,6393,1,J1772,>8 kW
39003,25844,1,J1772,<8 kW
39267,25844,2,J1772,<8 kW
36501,26262,2,J1772,<8 kW
35956,24372,1,J1772,<8 kW
39568,28069,1,J1772,>8 kW
40112,28070,1,J1772,>8 kW
39115,28071,1,J1772,>8 kW
38856,28072,1,J1772,>8 kW
40643,28001,1,J1772,>8 kW
39111,26262,1,J1772,<8 kW
45246,20268,1,J1772,<8 kW
31985,21740,2,J1772,<8 kW
31126,21766,2,J1772,<8 kW
36205,21758,1,J1772,>8 kW
31537,21759,1,J1772,>8 kW
35230,21454,2,J1772,<8 kW
40354,20810,2,J1772,<8 kW
38192,20814,2,J1772,<8 kW
39146,20815,1,J1772,<8 kW
40613,20816,1,J1772,<8 kW
45456,20817,2,J1772,<8 kW
45195,20818,1,J1772,<8 kW
40541,20869,2,J1772,<8 kW
39671,20871,2,J1772,<8 kW
45192,20872,1,J1772,<8 kW
44224,21152,2,J1772,<8 kW
45394,21154,1,J1772,<8 kW
43670,20764,2,J1772,<8 kW
36395,20765,2,J1772,<8 kW
31845,20668,2,J1772,<8 kW
54228,20720,1,J1772,<8 kW
31241,20609,1,J1772,<8 kW
32158,20610,2,J1772,<8 kW
31392,21766,1,J1772,<8 kW
31297,21740,1,J1772,<8 kW
38548,21454,1,J1772,<8 kW
32077,21178,2,J1772,<8 kW
31958,21179,1,J1772,<8 kW
30929,21267,1,J1772,<8 kW
31558,21269,1,J1772,<8 kW
32191,14972,2,J1772,<8 kW
31885,14982,1,J1772,<8 kW
31506,14838,1,J1772,<8 kW
23555,14854,2,J1772,<8 kW
23172,14763,1,J1772,<8 kW
22977,14972,1,J1772,<8 kW
22988,14982,2,J1772,<8 kW
45405,20764,1,J1772,<8 kW
36726,20765,1,J1772,<8 kW
39244,20810,1,J1772,<8 kW
48755,20811,2,J1772,<8 kW
50052,20814,1,J1772,<8 kW
38170,20815,2,J1772,<8 kW
45236,20816,2,J1772,<8 kW
50004,20817,1,J1772,<8 kW
45434,20818,2,J1772,<8 kW
48818,20819,2,J1772,<8 kW
53961,20821,2,J1772,<8 kW
44650,20824,2,J1772,<8 kW
43433,20869,1,J1772,<8 kW
39099,20870,2,J1772,<8 kW
40593,20871,1,J1772,<8 kW
37953,20872,2,J1772,<8 kW
53958,20719,1,J1772,<8 kW
36588,20720,2,J1772,<8 kW
32135,20668,1,J1772,<8 kW
35247,20609,2,J1772,<8 kW
45156,20610,1,J1772,<8 kW
41314,20455,1,J1772,<8 kW
41315,20456,1,J1772,<8 kW
32003,21178,1,J1772,<8 kW
31334,21179,2,J1772,<8 kW
31737,21267,2,J1772,<8 kW
31455,21269,2,J1772,<8 kW
43977,21152,1,J1772,<8 kW
40635,21154,2,J1772,<8 kW
50047,20265,2,J1772,<8 kW
35674,20268,2,J1772,<8 kW
45264,32225,1,J1772,<8 kW
42630,32659,1,J1772,<8 kW
45333,32808,2,J1772,<8 kW
45375,32686,1,J1772,<8 kW
15339,6961,1,J1772,<8 kW
31653,10570,2,J1772,<8 kW
10751,6408,1,J1772,>8 kW
10777,6434,1,J1772,<8 kW
10745,6402,1,J1772,<8 kW
10766,6423,1,J1772,<8 kW
10852,6509,1,J1772,>8 kW
10887,6543,1,J1772,>8 kW
10868,6525,1,J1772,<8 kW
10894,6550,1,J1772,>8 kW
10897,6553,1,J1772,<8 kW
10898,6554,1,J1772,<8 kW
10842,6499,1,J1772,>8 kW
10844,6501,1,J1772,<8 kW
10834,6491,1,J1772,>8 kW
10825,6482,1,J1772,>8 kW
14324,9940,1,J1772,>8 kW
14326,9942,1,J1772,<8 kW
10927,6582,1,J1772,>8 kW
14328,9944,1,J1772,>8 kW
14366,9982,1,J1772,>8 kW
14361,9977,1,J1772,>8 kW
14362,9978,1,J1772,<8 kW
14363,9979,1,J1772,>8 kW
14341,9957,1,J1772,>8 kW
14410,10024,1,J1772,<8 kW
14403,10017,1,J1772,<8 kW
14371,9987,1,J1772,>8 kW
14354,9970,1,J1772,>8 kW
14382,9997,1,J1772,>8 kW
14388,10002,1,J1772,>8 kW
14390,10004,1,J1772,>8 kW
14511,10123,1,J1772,>8 kW
14508,10120,1,J1772,>8 kW
14523,10135,1,J1772,<8 kW
14492,10104,1,J1772,>8 kW
14479,10091,1,J1772,>8 kW
14482,10094,1,J1772,>8 kW
14436,10049,1,J1772,>8 kW
14438,10051,1,J1772,>8 kW
14449,10062,1,J1772,<8 kW
14468,10081,1,J1772,<8 kW
14459,10072,1,J1772,>8 kW
14456,10069,1,J1772,>8 kW
14943,10528,1,J1772,>8 kW
14918,10506,1,J1772,<8 kW
14939,10525,1,J1772,>8 kW
14973,10557,1,J1772,>8 kW
15003,10581,1,J1772,>8 kW
15010,10586,1,J1772,<8 kW
15011,10587,1,J1772,>8 kW
15038,10612,1,J1772,>8 kW
15039,10613,1,J1772,>8 kW
14909,10498,1,J1772,>8 kW
14897,10487,1,J1772,<8 kW
14898,10488,1,J1772,>8 kW
14861,10453,1,J1772,<8 kW
14888,10478,1,J1772,<8 kW
14892,10482,1,J1772,<8 kW
14835,9673,1,J1772,<8 kW
15131,10062,2,J1772,<8 kW
15456,10736,1,J1772,<8 kW
23469,10453,2,J1772,<8 kW
22298,10782,1,J1772,<8 kW
12494,8143,1,J1772,<8 kW
12509,8158,1,J1772,>8 kW
12515,8164,1,J1772,>8 kW
12506,8155,1,J1772,<8 kW
12484,8133,1,J1772,<8 kW
12447,8096,1,J1772,<8 kW
12392,8041,1,J1772,>8 kW
12398,8047,1,J1772,<8 kW
12410,8059,1,J1772,<8 kW
12411,8060,1,J1772,>8 kW
12404,8053,1,J1772,>8 kW
12423,8072,1,J1772,<8 kW
12424,8073,1,J1772,>8 kW
12419,8068,1,J1772,<8 kW
12431,8080,1,J1772,>8 kW
12441,8090,1,J1772,>8 kW
12359,8008,1,J1772,>8 kW
12366,8015,1,J1772,>8 kW
12367,8016,1,J1772,<8 kW
12325,7974,1,J1772,>8 kW
12336,7985,1,J1772,>8 kW
12351,8000,1,J1772,>8 kW
12352,8001,1,J1772,>8 kW
12298,7947,1,J1772,>8 kW
12308,7957,1,J1772,<8 kW
12278,7927,1,J1772,<8 kW
12575,8224,1,J1772,>8 kW
12580,8229,1,J1772,<8 kW
12561,8210,1,J1772,>8 kW
12563,8212,1,J1772,>8 kW
12544,8193,1,J1772,<8 kW
12527,8176,1,J1772,>8 kW
12535,8184,1,J1772,>8 kW
12554,8203,1,J1772,>8 kW
12653,8300,1,J1772,>8 kW
12630,8277,1,J1772,>8 kW
12598,8247,1,J1772,<8 kW
12600,8249,1,J1772,>8 kW
12614,8263,1,J1772,<8 kW
9757,5743,2,J1772,<8 kW
21993,6073,2,CHAdeMO,30 kW - 100 kW
11781,7433,1,J1772,>8 kW
11759,7411,1,J1772,<8 kW
11762,7414,1,J1772,>8 kW
14841,10435,1,J1772,<8 kW
14763,10364,1,J1772,>8 kW
14787,10386,1,J1772,>8 kW
14794,10393,1,J1772,>8 kW
11710,7362,1,J1772,<8 kW
11718,7370,1,J1772,<8 kW
11724,7376,1,J1772,>8 kW
11751,7403,1,J1772,>8 kW
11745,7397,1,J1772,>8 kW
14808,10406,1,J1772,>8 kW
12038,7689,1,J1772,>8 kW
12043,7694,1,J1772,<8 kW
12045,7696,1,J1772,>8 kW
12058,7709,1,J1772,>8 kW
12050,7701,1,J1772,>8 kW
12023,7674,1,J1772,<8 kW
12015,7667,1,J1772,<8 kW
12007,7659,1,J1772,>8 kW
11956,7608,1,J1772,>8 kW
11958,7610,1,J1772,>8 kW
11950,7602,1,J1772,>8 kW
11945,7597,1,J1772,>8 kW
11943,7595,1,J1772,>8 kW
11824,7476,1,J1772,<8 kW
11851,7503,1,J1772,<8 kW
11911,7563,1,J1772,<8 kW
11932,7584,1,J1772,>8 kW
11895,7547,1,J1772,<8 kW
11897,7549,1,J1772,>8 kW
11883,7535,1,J1772,>8 kW
12210,7860,1,J1772,>8 kW
12213,7863,1,J1772,>8 kW
12218,7868,2,J1772,<8 kW
12225,7875,1,J1772,<8 kW
12111,7762,1,J1772,>8 kW
12131,7782,1,J1772,>8 kW
12117,7768,1,J1772,>8 kW
12181,7831,1,J1772,>8 kW
12182,7832,1,J1772,>8 kW
12188,7838,1,J1772,>8 kW
12167,7817,1,J1772,>8 kW
12170,7820,1,J1772,<8 kW
12171,7821,1,J1772,>8 kW
12204,7854,1,J1772,>8 kW
12208,7858,1,J1772,>8 kW
12069,7720,1,J1772,<8 kW
12070,7721,1,J1772,>8 kW
12096,7747,1,J1772,>8 kW
12091,7742,1,J1772,>8 kW
15014,10590,1,J1772,>8 kW
15053,10627,1,J1772,>8 kW
15047,10621,1,J1772,>8 kW
15078,10651,1,J1772,>8 kW
15106,10677,1,J1772,>8 kW
12703,8350,1,J1772,<8 kW
12704,8351,1,J1772,>8 kW
12811,8457,1,J1772,>8 kW
12815,8461,1,J1772,>8 kW
12797,8443,1,J1772,>8 kW
12827,8473,1,J1772,<8 kW
12839,8485,1,J1772,>8 kW
12841,8487,1,J1772,>8 kW
12834,8480,1,J1772,>8 kW
12744,8391,1,J1772,>8 kW
12734,8381,1,J1772,>8 kW
12735,8382,1,J1772,>8 kW
12757,8404,1,J1772,<8 kW
12761,8408,1,J1772,>8 kW
13059,8703,1,J1772,<8 kW
13046,8691,1,J1772,>8 kW
13043,8688,2,J1772,<8 kW
13085,8729,1,J1772,<8 kW
15120,10687,1,J1772,>8 kW
13034,8679,1,J1772,<8 kW
13039,8684,1,J1772,>8 kW
12987,8632,1,J1772,>8 kW
12997,8642,1,J1772,>8 kW
12930,8576,1,J1772,<8 kW
12850,8496,1,J1772,<8 kW
12869,8515,1,J1772,>8 kW
12905,8551,1,J1772,>8 kW
12872,8518,1,J1772,<8 kW
12877,8523,1,J1772,>8 kW
12971,8616,1,J1772,>8 kW
12964,8609,1,J1772,<8 kW
12944,8590,1,J1772,<8 kW
12960,8605,1,J1772,<8 kW
12935,8581,1,J1772,<8 kW
12924,8570,1,J1772,<8 kW
12911,8557,1,J1772,<8 kW
12912,8558,1,J1772,>8 kW
15387,10897,1,J1772,>8 kW
15405,10910,1,J1772,>8 kW
13192,8836,1,J1772,>8 kW
15436,10931,1,J1772,>8 kW
13257,8899,1,J1772,<8 kW
13235,8877,1,J1772,>8 kW
13231,8873,1,J1772,<8 kW
13232,8874,1,J1772,<8 kW
15138,10701,1,J1772,>8 kW
15179,10736,2,J1772,<8 kW
15181,10737,1,J1772,>8 kW
15160,10720,1,J1772,>8 kW
15215,10766,1,J1772,>8 kW
15234,10782,2,J1772,<8 kW
15253,10797,1,J1772,>8 kW
15198,10750,1,J1772,>8 kW
15203,10754,1,J1772,<8 kW
13167,8811,1,J1772,>8 kW
13147,8791,1,J1772,>8 kW
13124,8768,1,J1772,>8 kW
13111,8755,1,J1772,<8 kW
13126,8770,1,J1772,<8 kW
13127,8771,1,J1772,<8 kW
13097,8741,1,J1772,>8 kW
13120,8764,1,J1772,<8 kW
13104,8748,1,J1772,<8 kW
15292,10826,1,J1772,>8 kW
18028,12669,1,J1772,<8 kW
17922,12666,1,J1772,<8 kW
17746,12636,1,J1772,<8 kW
17742,12637,1,J1772,<8 kW
18222,12698,1,J1772,>8 kW
17720,12676,1,J1772,<8 kW
17751,12529,1,J1772,<8 kW
17699,12531,1,J1772,<8 kW
18278,12533,1,J1772,>8 kW
17686,12560,1,J1772,<8 kW
17928,12550,1,J1772,<8 kW
17793,12597,1,J1772,<8 kW
17838,12602,1,J1772,<8 kW
18011,12483,1,J1772,<8 kW
17949,12486,1,J1772,<8 kW
18243,12491,1,J1772,>8 kW
17831,12507,1,J1772,<8 kW
15471,10948,1,J1772,<8 kW
15522,10980,1,J1772,>8 kW
13254,8896,1,J1772,<8 kW
13268,8910,1,J1772,>8 kW
15459,10944,1,J1772,>8 kW
23363,15291,1,J1772,>8 kW
23368,15296,1,J1772,>8 kW
23360,15288,1,J1772,>8 kW
23333,15266,1,J1772,>8 kW
23262,15210,1,J1772,>8 kW
23288,15229,1,J1772,>8 kW
23295,15235,1,J1772,>8 kW
23296,15236,1,J1772,>8 kW
23308,15248,1,J1772,>8 kW
23309,15249,1,J1772,>8 kW
23237,15188,1,J1772,>8 kW
23220,15175,1,J1772,>8 kW
23205,15161,1,J1772,>8 kW
23215,15170,1,J1772,>8 kW
23192,15151,1,J1772,>8 kW
23167,15133,1,J1772,>8 kW
23169,15135,1,J1772,>8 kW
23178,15140,1,J1772,>8 kW
23494,15385,1,J1772,>8 kW
23496,15386,1,J1772,>8 kW
23485,15378,1,J1772,>8 kW
23488,15380,1,J1772,>8 kW
4404,2894,1,J1772,<8 kW
4492,2924,2,J1772,<8 kW
4980,2959,1,J1772,<8 kW
4448,2927,1,J1772,<8 kW
10364,6098,1,Combo,30 kW - 100 kW
14821,7868,1,J1772,<8 kW
15407,8688,1,J1772,<8 kW
23552,15425,1,J1772,>8 kW
23546,15421,1,J1772,>8 kW
23547,15422,1,J1772,>8 kW
23550,15423,1,J1772,>8 kW
23582,15445,1,J1772,>8 kW
23586,15449,1,J1772,>8 kW
23595,15455,1,J1772,>8 kW
17998,13081,1,J1772,<8 kW
18240,13100,1,J1772,>8 kW
17835,13005,1,J1772,<8 kW
18031,13001,1,J1772,<8 kW
17925,12996,1,J1772,<8 kW
17868,12764,1,J1772,>8 kW
17810,12731,1,J1772,<8 kW
17791,12829,1,J1772,<8 kW
18280,12841,1,J1772,>8 kW
17727,12797,1,J1772,<8 kW
